SITEID,COUNTYID,PSI,DATACREATIONDATE
212,68000,64.0,2016/3/28
275,10008,52.0,2016/3/28
213,65000,41.0,2016/3/28
214,64000,59.0,2016/3/28
215,10008,45.0,2016/3/28
218,9007,57.0,2016/3/28
220,9020,80.0,2016/3/28
221,10016,52.0,2016/3/28
223,10014,35.0,2016/3/28
367625,10009,60.0,2016/3/28
256,67000,67.0,2016/3/27
257,67000,60.0,2016/3/27
258,67000,62.0,2016/3/27
259,67000,62.0,2016/3/27
260,64000,56.0,2016/3/27
206,64000,64.0,2016/3/27
261,64000,70.0,2016/3/27
207,64000,72.0,2016/3/27
250,10008,61.0,2016/3/27
251,10009,69.0,2016/3/27
252,10009,68.0,2016/3/27
253,10010,66.0,2016/3/27
254,10010,66.0,2016/3/27
205,10009,70.0,2016/3/27
255,10020,62.0,2016/3/27
262,64000,59.0,2016/3/27
263,64000,65.0,2016/3/27
264,64000,68.0,2016/3/27
265,64000,64.0,2016/3/27
266,64000,64.0,2016/3/27
209,64000,60.0,2016/3/27
267,64000,56.0,2016/3/27
268,10013,63.0,2016/3/27
269,10013,68.0,2016/3/27
270,10013,59.0,2016/3/27
271,10014,43.0,2016/3/27
272,10015,57.0,2016/3/27
210,63000,62.0,2016/3/27
278,65000,56.0,2016/4/07
279,65000,64.0,2016/4/07
280,65000,70.0,2016/4/07
281,65000,78.0,2016/4/07
282,65000,68.0,2016/4/07
283,65000,67.0,2016/4/07
284,65000,68.0,2016/4/07
285,65000,65.0,2016/4/07
261,64000,68.0,2016/3/29
207,64000,70.0,2016/3/29
262,64000,66.0,2016/3/29
263,64000,58.0,2016/3/29
264,64000,74.0,2016/3/29
265,64000,62.0,2016/3/29
266,64000,65.0,2016/3/29
209,64000,60.0,2016/3/29
267,64000,78.0,2016/3/29
268,10013,64.0,2016/3/29
269,10013,74.0,2016/3/29
270,10013,58.0,2016/3/29
271,10014,49.0,2016/3/29
272,10015,54.0,2016/3/29
210,63000,53.0,2016/3/29
273,10002,52.0,2016/3/29
251,10009,72.0,2016/3/30
252,10009,66.0,2016/3/30
253,10010,84.0,2016/3/30
254,10010,76.0,2016/3/30
205,10009,56.0,2016/3/30
255,10020,76.0,2016/3/30
256,67000,84.0,2016/3/30
257,67000,73.0,2016/3/30
258,67000,81.0,2016/3/30
259,67000,78.0,2016/3/30
260,64000,64.0,2016/3/30
206,64000,77.0,2016/3/30
261,64000,74.0,2016/3/30
207,64000,85.0,2016/3/30
262,64000,78.0,2016/3/30
263,64000,58.0,2016/3/30
264,64000,82.0,2016/3/30
265,64000,67.0,2016/3/30
266,64000,59.0,2016/3/30
254,10010,72.0,2016/3/29
205,10009,78.0,2016/3/29
255,10020,58.0,2016/3/29
256,67000,68.0,2016/3/29
257,67000,56.0,2016/3/29
258,67000,64.0,2016/3/29
259,67000,66.0,2016/3/29
260,64000,40.0,2016/3/29
206,64000,56.0,2016/3/29
247,66000,65.0,2016/3/29
248,10007,54.0,2016/3/29
204,10007,73.0,2016/3/29
249,10007,69.0,2016/3/29
250,10008,64.0,2016/3/29
251,10009,72.0,2016/3/29
252,10009,70.0,2016/3/29
253,10010,64.0,2016/3/29
246,66000,52.0,2016/4/07
247,66000,56.0,2016/4/07
248,10007,57.0,2016/4/07
204,10007,39.0,2016/4/07
249,10007,53.0,2016/4/07
250,10008,55.0,2016/4/07
251,10009,55.0,2016/4/07
252,10009,50.0,2016/4/07
253,10010,51.0,2016/4/07
254,10010,57.0,2016/4/07
205,10009,39.0,2016/4/07
288,63000,56.0,2016/3/29
289,63000,50.0,2016/3/29
290,63000,56.0,2016/3/29
201,63000,61.0,2016/3/29
291,68000,52.0,2016/3/29
292,68000,57.0,2016/3/29
202,68000,62.0,2016/3/29
293,68000,60.0,2016/3/29
294,68000,59.0,2016/3/29
295,10004,58.0,2016/3/29
296,10004,53.0,2016/3/29
297,10018,54.0,2016/3/29
203,10005,62.0,2016/3/29
241,10005,68.0,2016/3/29
242,10005,56.0,2016/3/29
243,66000,45.0,2016/3/29
244,66000,64.0,2016/3/29
245,66000,60.0,2016/3/29
246,66000,64.0,2016/3/29
206,64000,31.0,2016/4/07
261,64000,42.0,2016/4/07
207,64000,42.0,2016/4/07
262,64000,33.0,2016/4/07
263,64000,30.0,2016/4/07
259,67000,40.0,2016/4/07
260,64000,33.0,2016/4/07
264,64000,54.0,2016/4/07
265,64000,52.0,2016/4/07
266,64000,50.0,2016/4/07
209,64000,46.0,2016/4/07
267,64000,58.0,2016/4/07
268,10013,36.0,2016/4/07
269,10013,37.0,2016/4/07
270,10013,39.0,2016/4/07
271,10014,29.0,2016/4/07
272,10015,30.0,2016/4/07
210,63000,69.0,2016/4/07
273,10002,51.0,2016/4/07
274,10002,52.0,2016/4/07
211,65000,74.0,2016/4/07
212,68000,67.0,2016/4/07
275,10008,45.0,2016/4/07
213,65000,72.0,2016/4/07
214,64000,44.0,2016/4/07
215,10008,52.0,2016/4/07
218,9007,39.0,2016/4/07
220,9020,21.0,2016/4/07
221,10016,34.0,2016/4/07
223,10014,27.0,2016/4/07
367625,10009,57.0,2016/4/07
276,10017,61.0,2016/4/07
281,65000,68.0,2016/3/30
282,65000,64.0,2016/3/30
283,65000,64.0,2016/3/30
284,65000,64.0,2016/3/30
285,65000,62.0,2016/3/30
286,63000,59.0,2016/3/30
287,63000,67.0,2016/3/30
288,63000,62.0,2016/3/30
289,63000,63.0,2016/3/30
290,63000,69.0,2016/3/30
201,63000,72.0,2016/3/30
