SITEID,COUNTYID,DATACREATIONDATE,PSI
276,10017,07-11-16,29.0
258,67000,18-11-16,74.0
289,63000,17-11-16,37.0
290,63000,17-11-16,38.0
201,63000,17-11-16,50.0
291,68000,17-11-16,45.0
292,68000,17-11-16,46.0
283,65000,18-11-16,30.0
284,65000,18-11-16,48.0
285,65000,18-11-16,34.0
286,63000,18-11-16,27.0
287,63000,18-11-16,29.0
288,63000,18-11-16,31.0
289,63000,18-11-16,31.0
290,63000,18-11-16,28.0
201,63000,18-11-16,48.0
291,68000,18-11-16,46.0
297,10018,18-11-16,52.0
203,10005,18-11-16,57.0
241,10005,18-11-16,58.0
242,10005,18-11-16,58.0
243,66000,18-11-16,48.0
244,66000,18-11-16,54.0
245,66000,18-11-16,74.0
246,66000,18-11-16,56.0
247,66000,18-11-16,61.0
209,64000,16-11-16,67.0
267,64000,16-11-16,68.0
268,10013,16-11-16,76.0
269,10013,16-11-16,78.0
270,10013,16-11-16,44.0
271,10014,16-11-16,29.0
272,10015,16-11-16,45.0
210,63000,16-11-16,35.0
273,10002,16-11-16,54.0
274,10002,16-11-16,54.0
211,65000,16-11-16,60.0
212,68000,16-11-16,62.0
275,10008,16-11-16,72.0
202,68000,17-11-16,46.0
293,68000,17-11-16,39.0
294,68000,17-11-16,37.0
295,10004,17-11-16,46.0
296,10004,17-11-16,27.0
297,10018,17-11-16,38.0
203,10005,17-11-16,42.0
241,10005,17-11-16,54.0
242,10005,17-11-16,43.0
243,66000,17-11-16,35.0
244,66000,17-11-16,56.0
245,66000,17-11-16,70.0
246,66000,17-11-16,58.0
247,66000,17-11-16,56.0
248,10007,17-11-16,66.0
204,10007,17-11-16,58.0
249,10007,17-11-16,54.0
367625,10009,12-11-16,63.0
276,10017,12-11-16,25.0
277,65000,12-11-16,29.0
278,65000,12-11-16,
279,65000,12-11-16,44.0
280,65000,12-11-16,45.0
281,65000,12-11-16,49.0
282,65000,12-11-16,49.0
283,65000,12-11-16,52.0
284,65000,12-11-16,56.0
285,65000,12-11-16,45.0
286,63000,12-11-16,35.0
204,10007,07-11-16,56.0
249,10007,07-11-16,56.0
250,10008,07-11-16,45.0
251,10009,07-11-16,52.0
252,10009,07-11-16,54.0
253,10010,07-11-16,52.0
254,10010,07-11-16,51.0
205,10009,07-11-16,47.0
255,10020,07-11-16,54.0
256,67000,07-11-16,56.0
257,67000,07-11-16,50.0
287,63000,12-11-16,31.0
288,63000,12-11-16,37.0
289,63000,12-11-16,33.0
290,63000,12-11-16,37.0
201,63000,12-11-16,49.0
291,68000,12-11-16,33.0
292,68000,12-11-16,37.0
202,68000,12-11-16,39.0
293,68000,12-11-16,36.0
294,68000,12-11-16,40.0
263,64000,07-11-16,54.0
264,64000,07-11-16,64.0
270,10013,02-11-16,42.0
271,10014,02-11-16,55.0
272,10015,02-11-16,35.0
210,63000,02-11-16,38.0
273,10002,02-11-16,29.0
274,10002,02-11-16,32.0
211,65000,02-11-16,45.0
212,68000,02-11-16,45.0
275,10008,02-11-16,28.0
213,65000,02-11-16,33.0
214,64000,02-11-16,55.0
215,10008,02-11-16,29.0
218,9007,02-11-16,36.0
220,9020,02-11-16,39.0
221,10016,02-11-16,38.0
223,10014,02-11-16,32.0
367625,10009,02-11-16,66.0
276,10017,02-11-16,34.0
277,65000,02-11-16,35.0
278,65000,02-11-16,67.0
279,65000,02-11-16,35.0
280,65000,02-11-16,37.0
281,65000,02-11-16,39.0
282,65000,02-11-16,27.0
283,65000,02-11-16,29.0
284,65000,02-11-16,37.0
285,65000,02-11-16,33.0
286,63000,02-11-16,32.0
287,63000,02-11-16,36.0
288,63000,02-11-16,37.0
289,63000,02-11-16,36.0
290,63000,02-11-16,45.0
201,63000,02-11-16,47.0
244,66000,04-11-16,53.0
245,66000,04-11-16,65.0
246,66000,04-11-16,56.0
247,66000,04-11-16,56.0
245,66000,30-10-16,34.0
246,66000,30-10-16,19.0
247,66000,30-10-16,34.0
248,10007,30-10-16,39.0
204,10007,30-10-16,46.0
249,10007,30-10-16,57.0
250,10008,30-10-16,43.0
251,10009,30-10-16,52.0
252,10009,30-10-16,54.0
253,10010,30-10-16,56.0
254,10010,30-10-16,78.0
205,10009,30-10-16,71.0
255,10020,30-10-16,58.0
256,67000,30-10-16,66.0
257,67000,30-10-16,76.0
258,67000,30-10-16,73.0
259,67000,30-10-16,68.0
261,64000,30-10-16,62.0
207,64000,30-10-16,56.0
262,64000,30-10-16,58.0
263,64000,30-10-16,55.0
264,64000,30-10-16,70.0
265,64000,30-10-16,58.0
207,64000,03-11-16,73.0
262,64000,03-11-16,60.0
263,64000,03-11-16,58.0
264,64000,03-11-16,69.0
265,64000,03-11-16,66.0
266,64000,03-11-16,62.0
209,64000,03-11-16,59.0
267,64000,03-11-16,60.0
268,10013,03-11-16,60.0
269,10013,03-11-16,60.0
270,10013,03-11-16,42.0
271,10014,03-11-16,57.0
272,10015,03-11-16,28.0
210,63000,03-11-16,39.0
289,63000,30-10-16,30.0
290,63000,30-10-16,29.0
201,63000,30-10-16,36.0
291,68000,30-10-16,29.0
292,68000,30-10-16,27.0
202,68000,30-10-16,31.0
293,68000,30-10-16,31.0
294,68000,30-10-16,32.0
295,10004,30-10-16,31.0
296,10004,30-10-16,33.0
297,10018,30-10-16,33.0
203,10005,30-10-16,32.0
278,65000,18-11-16,21.0
279,65000,18-11-16,21.0
280,65000,18-11-16,40.0
281,65000,18-11-16,43.0
282,65000,18-11-16,38.0
250,10008,17-11-16,91.0
251,10009,17-11-16,64.0
252,10009,17-11-16,61.0
253,10010,17-11-16,76.0
254,10010,17-11-16,71.0
205,10009,17-11-16,52.0
255,10020,17-11-16,86.0
256,67000,17-11-16,83.0
257,67000,17-11-16,86.0
258,67000,17-11-16,88.0
259,67000,17-11-16,82.0
266,64000,14-11-16,64.0
209,64000,14-11-16,60.0
267,64000,14-11-16,66.0
268,10013,14-11-16,72.0
269,10013,14-11-16,78.0
270,10013,14-11-16,35.0
271,10014,14-11-16,
272,10015,14-11-16,33.0
210,63000,14-11-16,42.0
273,10002,14-11-16,39.0
274,10002,14-11-16,48.0
295,10004,12-11-16,43.0
296,10004,12-11-16,26.0
297,10018,12-11-16,37.0
203,10005,12-11-16,43.0
241,10005,12-11-16,46.0
242,10005,12-11-16,41.0
243,66000,12-11-16,32.0
244,66000,12-11-16,72.0
245,66000,12-11-16,64.0
248,10007,18-11-16,55.0
204,10007,18-11-16,56.0
249,10007,18-11-16,50.0
250,10008,18-11-16,76.0
251,10009,18-11-16,68.0
252,10009,18-11-16,51.0
253,10010,18-11-16,57.0
254,10010,18-11-16,56.0
205,10009,18-11-16,49.0
255,10020,18-11-16,66.0
256,67000,18-11-16,65.0
257,67000,18-11-16,61.0
260,64000,17-11-16,58.0
206,64000,17-11-16,76.0
261,64000,17-11-16,83.0
207,64000,17-11-16,88.0
262,64000,17-11-16,84.0
263,64000,17-11-16,61.0
246,66000,12-11-16,60.0
247,66000,12-11-16,60.0
288,63000,14-11-16,70.0
289,63000,14-11-16,68.0
290,63000,14-11-16,62.0
201,63000,14-11-16,73.0
291,68000,14-11-16,64.0
292,68000,14-11-16,70.0
202,68000,14-11-16,66.0
293,68000,14-11-16,66.0
294,68000,14-11-16,72.0
248,10007,04-11-16,60.0
204,10007,04-11-16,56.0
249,10007,04-11-16,60.0
250,10008,04-11-16,64.0
251,10009,04-11-16,62.0
252,10009,04-11-16,62.0
253,10010,04-11-16,62.0
254,10010,04-11-16,66.0
205,10009,04-11-16,51.0
255,10020,04-11-16,64.0
256,67000,04-11-16,63.0
257,67000,04-11-16,54.0
264,64000,02-11-16,70.0
265,64000,02-11-16,65.0
266,64000,02-11-16,62.0
209,64000,02-11-16,66.0
267,64000,02-11-16,70.0
268,10013,02-11-16,76.0
273,10002,03-11-16,30.0
274,10002,03-11-16,27.0
211,65000,03-11-16,54.0
212,68000,03-11-16,43.0
275,10008,03-11-16,28.0
213,65000,03-11-16,29.0
214,64000,03-11-16,53.0
215,10008,03-11-16,33.0
218,9007,03-11-16,41.0
220,9020,03-11-16,58.0
221,10016,03-11-16,36.0
223,10014,03-11-16,28.0
367625,10009,03-11-16,52.0
276,10017,03-11-16,35.0
277,65000,03-11-16,32.0
241,10005,30-10-16,30.0
242,10005,30-10-16,31.0
211,65000,14-11-16,75.0
212,68000,14-11-16,87.0
275,10008,14-11-16,80.0
213,65000,14-11-16,64.0
214,64000,14-11-16,52.0
215,10008,14-11-16,76.0
218,9007,14-11-16,67.0
220,9020,14-11-16,76.0
221,10016,14-11-16,47.0
223,10014,14-11-16,31.0
367625,10009,14-11-16,68.0
213,65000,16-11-16,52.0
214,64000,16-11-16,66.0
215,10008,16-11-16,74.0
218,9007,16-11-16,58.0
220,9020,16-11-16,56.0
258,67000,04-11-16,56.0
259,67000,04-11-16,52.0
260,64000,04-11-16,51.0
206,64000,04-11-16,56.0
261,64000,04-11-16,50.0
207,64000,04-11-16,62.0
262,64000,04-11-16,56.0
263,64000,04-11-16,41.0
264,64000,04-11-16,66.0
265,64000,04-11-16,56.0
266,64000,04-11-16,52.0
209,64000,04-11-16,53.0
267,64000,04-11-16,56.0
268,10013,04-11-16,55.0
243,66000,30-10-16,29.0
244,66000,30-10-16,32.0
252,10009,06-11-16,60.0
253,10010,06-11-16,63.0
254,10010,06-11-16,64.0
205,10009,06-11-16,48.0
255,10020,06-11-16,62.0
256,67000,06-11-16,65.0
257,67000,06-11-16,58.0
258,67000,06-11-16,54.0
259,67000,06-11-16,50.0
260,64000,06-11-16,54.0
206,64000,06-11-16,60.0
261,64000,06-11-16,60.0
207,64000,06-11-16,66.0
262,64000,06-11-16,60.0
263,64000,06-11-16,45.0
264,64000,06-11-16,63.0
265,64000,06-11-16,54.0
266,64000,06-11-16,52.0
209,64000,06-11-16,56.0
267,64000,06-11-16,56.0
221,10016,16-11-16,48.0
223,10014,16-11-16,21.0
367625,10009,16-11-16,84.0
276,10017,16-11-16,
277,65000,16-11-16,50.0
278,65000,16-11-16,56.0
279,65000,16-11-16,50.0
280,65000,16-11-16,50.0
281,65000,16-11-16,54.0
282,65000,16-11-16,54.0
283,65000,16-11-16,52.0
284,65000,16-11-16,61.0
285,65000,16-11-16,43.0
286,63000,16-11-16,50.0
287,63000,16-11-16,52.0
288,63000,16-11-16,52.0
289,63000,16-11-16,52.0
290,63000,16-11-16,49.0
201,63000,16-11-16,58.0
291,68000,16-11-16,40.0
292,68000,16-11-16,58.0
202,68000,16-11-16,57.0
293,68000,16-11-16,52.0
294,68000,16-11-16,55.0
295,10004,16-11-16,53.0
296,10004,16-11-16,47.0
297,10018,16-11-16,55.0
268,10013,06-11-16,57.0
269,10013,06-11-16,76.0
270,10013,06-11-16,36.0
271,10014,06-11-16,40.0
272,10015,06-11-16,31.0
210,63000,06-11-16,29.0
273,10002,06-11-16,46.0
274,10002,06-11-16,42.0
211,65000,06-11-16,49.0
212,68000,06-11-16,52.0
275,10008,06-11-16,62.0
213,65000,06-11-16,22.0
214,64000,06-11-16,52.0
215,10008,06-11-16,46.0
218,9007,06-11-16,49.0
220,9020,06-11-16,56.0
221,10016,06-11-16,39.0
223,10014,06-11-16,27.0
367625,10009,06-11-16,58.0
276,10017,06-11-16,25.0
277,65000,06-11-16,24.0
278,65000,06-11-16,30.0
220,9020,01-11-16,
204,10007,02-11-16,
269,10013,04-11-16,61.0
270,10013,04-11-16,39.0
271,10014,04-11-16,28.0
272,10015,04-11-16,29.0
210,63000,04-11-16,37.0
273,10002,04-11-16,33.0
274,10002,04-11-16,30.0
211,65000,04-11-16,50.0
212,68000,04-11-16,43.0
278,65000,03-11-16,64.0
279,65000,03-11-16,37.0
280,65000,03-11-16,36.0
281,65000,03-11-16,32.0
282,65000,03-11-16,32.0
283,65000,03-11-16,35.0
284,65000,03-11-16,40.0
285,65000,03-11-16,38.0
286,63000,03-11-16,39.0
287,63000,03-11-16,33.0
276,10017,14-11-16,40.0
277,65000,14-11-16,55.0
278,65000,14-11-16,56.0
279,65000,14-11-16,60.0
280,65000,14-11-16,68.0
281,65000,14-11-16,70.0
282,65000,14-11-16,66.0
205,10009,11-11-16,31.0
255,10020,11-11-16,36.0
256,67000,11-11-16,45.0
257,67000,11-11-16,32.0
268,10013,11-11-16,43.0
269,10013,11-11-16,55.0
270,10013,11-11-16,40.0
271,10014,11-11-16,22.0
272,10015,11-11-16,18.0
210,63000,11-11-16,37.0
273,10002,11-11-16,24.0
274,10002,11-11-16,25.0
211,65000,11-11-16,41.0
212,68000,11-11-16,46.0
275,10008,11-11-16,41.0
213,65000,11-11-16,21.0
214,64000,11-11-16,45.0
215,10008,11-11-16,29.0
218,9007,11-11-16,22.0
220,9020,11-11-16,30.0
221,10016,11-11-16,34.0
223,10014,11-11-16,23.0
367625,10009,11-11-16,50.0
276,10017,11-11-16,32.0
277,65000,11-11-16,25.0
278,65000,11-11-16,48.0
279,65000,11-11-16,30.0
280,65000,11-11-16,28.0
281,65000,11-11-16,29.0
282,65000,11-11-16,25.0
283,65000,11-11-16,27.0
284,65000,11-11-16,36.0
285,65000,11-11-16,26.0
286,63000,11-11-16,34.0
287,63000,11-11-16,26.0
288,63000,11-11-16,21.0
289,63000,11-11-16,24.0
290,63000,11-11-16,23.0
220,9020,09-11-16,48.0
221,10016,09-11-16,34.0
223,10014,09-11-16,36.0
367625,10009,09-11-16,97.0
276,10017,09-11-16,34.0
277,65000,09-11-16,34.0
276,10017,10-11-16,18.0
277,65000,10-11-16,21.0
278,65000,10-11-16,46.0
279,65000,10-11-16,15.0
280,65000,10-11-16,22.0
281,65000,10-11-16,22.0
282,65000,10-11-16,23.0
283,65000,10-11-16,23.0
284,65000,10-11-16,29.0
285,65000,10-11-16,29.0
286,63000,10-11-16,18.0
287,63000,10-11-16,20.0
288,63000,10-11-16,20.0
289,63000,10-11-16,19.0
290,63000,10-11-16,15.0
201,63000,10-11-16,38.0
291,68000,10-11-16,23.0
292,68000,10-11-16,24.0
202,68000,10-11-16,31.0
293,68000,10-11-16,24.0
294,68000,10-11-16,34.0
295,10004,10-11-16,30.0
296,10004,10-11-16,18.0
297,10018,10-11-16,22.0
203,10005,10-11-16,24.0
241,10005,10-11-16,27.0
242,10005,10-11-16,20.0
243,66000,10-11-16,20.0
244,66000,10-11-16,24.0
245,66000,10-11-16,34.0
246,66000,10-11-16,19.0
247,66000,10-11-16,30.0
201,63000,15-11-16,56.0
291,68000,15-11-16,46.0
292,68000,15-11-16,54.0
202,68000,15-11-16,54.0
293,68000,15-11-16,46.0
294,68000,15-11-16,44.0
295,10004,15-11-16,52.0
285,65000,09-11-16,31.0
286,63000,09-11-16,29.0
287,63000,09-11-16,28.0
288,63000,09-11-16,25.0
289,63000,09-11-16,25.0
290,63000,09-11-16,29.0
201,63000,09-11-16,40.0
291,68000,09-11-16,25.0
292,68000,09-11-16,36.0
246,66000,09-11-16,29.0
