SITEID,COUNTYID,DATACREATIONDATE,PSI
258,67000,09-12-16,76.0
259,67000,09-12-16,49.0
260,64000,09-12-16,52.0
206,64000,09-12-16,68.0
261,64000,09-12-16,76.0
207,64000,09-12-16,80.0
262,64000,09-12-16,65.0
263,64000,09-12-16,
254,10010,10-12-16,54.0
205,10009,10-12-16,50.0
255,10020,10-12-16,60.0
256,67000,10-12-16,70.0
257,67000,10-12-16,61.0
258,67000,10-12-16,62.0
259,67000,10-12-16,59.0
260,64000,10-12-16,51.0
206,64000,10-12-16,78.0
261,64000,10-12-16,88.0
207,64000,10-12-16,91.0
262,64000,10-12-16,72.0
263,64000,10-12-16,62.0
264,64000,10-12-16,92.0
221,10016,10-12-16,43.0
223,10014,10-12-16,25.0
367625,10009,10-12-16,62.0
276,10017,10-12-16,47.0
277,65000,10-12-16,41.0
278,65000,10-12-16,66.0
279,65000,10-12-16,32.0
280,65000,10-12-16,36.0
281,65000,10-12-16,
282,65000,10-12-16,36.0
283,65000,10-12-16,41.0
284,65000,10-12-16,52.0
285,65000,10-12-16,41.0
286,63000,10-12-16,42.0
287,63000,10-12-16,40.0
288,63000,10-12-16,36.0
289,63000,10-12-16,36.0
290,63000,10-12-16,41.0
201,63000,10-12-16,52.0
291,68000,10-12-16,39.0
292,68000,10-12-16,39.0
202,68000,10-12-16,49.0
293,68000,10-12-16,41.0
272,10015,12-12-16,33.0
210,63000,12-12-16,38.0
273,10002,12-12-16,30.0
274,10002,12-12-16,29.0
211,65000,12-12-16,44.0
212,68000,12-12-16,18.0
275,10008,12-12-16,70.0
213,65000,12-12-16,28.0
214,64000,12-12-16,58.0
215,10008,12-12-16,58.0
218,9007,12-12-16,40.0
220,9020,12-12-16,59.0
296,10004,09-12-16,21.0
297,10018,09-12-16,35.0
203,10005,09-12-16,29.0
241,10005,09-12-16,40.0
242,10005,09-12-16,25.0
243,66000,09-12-16,22.0
242,10005,03-9 -14,34.0
260,64000,23-9 -14,24.0
272,10015,23-9 -14,28.0
274,10002,23-9 -14,23.0
223,10014,23-9 -14,26.0
263,64000,23-9 -14,35.0
264,64000,23-9 -14,40.0
295,10004,22-9 -14,28.0
204,10007,22-9 -14,42.0
253,10010,22-9 -14,43.0
262,64000,22-9 -14,41.0
281,65000,22-9 -14,12.0
244,66000,22-9 -14,35.0
252,10009,22-9 -14,29.0
275,10008,22-9 -14,30.0
265,64000,22-9 -14,32.0
211,65000,22-9 -14,37.0
263,64000,22-9 -14,83.0
268,10013,22-9 -14,39.0
254,10010,22-9 -14,48.0
259,67000,22-9 -14,35.0
289,63000,22-9 -14,22.0
297,10018,22-9 -14,36.0
246,66000,22-9 -14,35.0
221,10016,22-9 -14,37.0
242,10005,23-9 -14,31.0
210,63000,22-9 -14,32.0
256,67000,21-9 -14,26.0
263,64000,21-9 -14,44.0
264,64000,21-9 -14,36.0
205,10009,21-9 -14,40.0
257,67000,22-9 -14,31.0
201,63000,22-9 -14,27.0
206,64000,22-9 -14,21.0
271,10014,13-12-16,25.0
272,10015,13-12-16,26.0
210,63000,13-12-16,35.0
273,10002,13-12-16,36.0
274,10002,13-12-16,40.0
211,65000,13-12-16,58.0
212,68000,13-12-16,71.0
275,10008,13-12-16,41.0
213,65000,13-12-16,45.0
214,64000,13-12-16,64.0
215,10008,13-12-16,38.0
218,9007,13-12-16,32.0
220,9020,13-12-16,66.0
221,10016,13-12-16,36.0
223,10014,13-12-16,22.0
367625,10009,13-12-16,74.0
276,10017,13-12-16,30.0
277,65000,13-12-16,52.0
278,65000,13-12-16,36.0
279,65000,13-12-16,40.0
280,65000,13-12-16,59.0
281,65000,13-12-16,63.0
282,65000,13-12-16,56.0
283,65000,13-12-16,53.0
284,65000,13-12-16,60.0
285,65000,13-12-16,42.0
286,63000,13-12-16,37.0
268,10013,03-9 -14,29.0
262,64000,03-9 -14,46.0
295,10004,03-9 -14,30.0
266,64000,02-9 -14,31.0
204,10007,02-9 -14,29.0
252,10009,02-9 -14,34.0
250,10008,02-9 -14,43.0
278,65000,02-9 -14,39.0
273,10002,02-9 -14,30.0
261,64000,02-9 -14,41.0
294,68000,10-12-16,35.0
295,10004,10-12-16,43.0
296,10004,10-12-16,18.0
297,10018,10-12-16,33.0
203,10005,10-12-16,26.0
241,10005,10-12-16,31.0
242,10005,10-12-16,28.0
243,66000,10-12-16,26.0
244,66000,10-12-16,44.0
245,66000,10-12-16,31.0
246,66000,10-12-16,30.0
247,66000,10-12-16,41.0
248,10007,10-12-16,37.0
204,10007,10-12-16,55.0
249,10007,10-12-16,47.0
250,10008,10-12-16,42.0
251,10009,10-12-16,37.0
252,10009,10-12-16,56.0
253,10010,10-12-16,56.0
266,64000,10-12-16,66.0
209,64000,10-12-16,68.0
267,64000,10-12-16,76.0
268,10013,10-12-16,62.0
269,10013,10-12-16,68.0
270,10013,10-12-16,42.0
271,10014,10-12-16,34.0
272,10015,10-12-16,41.0
210,63000,10-12-16,50.0
273,10002,10-12-16,32.0
274,10002,10-12-16,29.0
211,65000,10-12-16,62.0
212,68000,10-12-16,42.0
275,10008,10-12-16,62.0
213,65000,10-12-16,47.0
214,64000,10-12-16,66.0
215,10008,10-12-16,37.0
218,9007,10-12-16,75.0
276,10017,11-12-16,26.0
277,65000,11-12-16,28.0
278,65000,11-12-16,52.0
279,65000,11-12-16,31.0
280,65000,11-12-16,28.0
281,65000,11-12-16,33.0
282,65000,11-12-16,26.0
283,65000,11-12-16,28.0
284,65000,11-12-16,44.0
285,65000,11-12-16,34.0
276,10017,02-12-16,45.0
277,65000,02-12-16,51.0
278,65000,02-12-16,65.0
279,65000,02-12-16,35.0
280,65000,02-12-16,50.0
281,65000,02-12-16,55.0
282,65000,02-12-16,52.0
283,65000,02-12-16,51.0
284,65000,02-12-16,58.0
285,65000,02-12-16,37.0
286,63000,02-12-16,43.0
287,63000,02-12-16,52.0
288,63000,02-12-16,53.0
289,63000,02-12-16,49.0
290,63000,02-12-16,52.0
201,63000,02-12-16,60.0
291,68000,02-12-16,52.0
292,68000,02-12-16,62.0
202,68000,02-12-16,60.0
293,68000,02-12-16,54.0
294,68000,02-12-16,51.0
248,10007,02-9 -14,36.0
247,66000,02-9 -14,32.0
295,10004,02-9 -14,38.0
279,65000,02-9 -14,45.0
281,65000,02-9 -14,41.0
211,65000,02-9 -14,
275,10008,02-9 -14,36.0
210,63000,02-9 -14,42.0
249,10007,06-9 -14,45.0
280,65000,06-9 -14,20.0
274,10002,06-9 -14,19.0
256,67000,06-9 -14,52.0
245,66000,06-9 -14,41.0
201,63000,06-9 -14,29.0
269,10013,06-9 -14,53.0
275,10008,06-9 -14,52.0
279,65000,06-9 -14,18.0
264,64000,06-9 -14,52.0
259,67000,06-9 -14,38.0
254,10010,05-9 -14,62.0
244,66000,05-9 -14,39.0
296,10004,05-9 -14,30.0
367625,10009,22-9 -14,27.0
272,10015,22-9 -14,21.0
282,65000,22-9 -14,24.0
207,64000,22-9 -14,27.0
213,65000,22-9 -14,22.0
290,63000,22-9 -14,24.0
247,66000,21-9 -14,28.0
244,66000,21-9 -14,40.0
252,10009,21-9 -14,46.0
290,63000,21-9 -14,27.0
284,65000,21-9 -14,25.0
286,63000,21-9 -14,25.0
274,10002,21-9 -14,18.0
269,10013,21-9 -14,17.0
275,10008,21-9 -14,28.0
287,63000,13-12-16,51.0
288,63000,13-12-16,41.0
289,63000,13-12-16,44.0
290,63000,13-12-16,50.0
201,63000,13-12-16,55.0
291,68000,13-12-16,51.0
292,68000,13-12-16,54.0
202,68000,13-12-16,56.0
293,68000,13-12-16,62.0
286,63000,11-12-16,34.0
287,63000,11-12-16,29.0
288,63000,11-12-16,34.0
289,63000,11-12-16,27.0
290,63000,11-12-16,34.0
201,63000,11-12-16,48.0
291,68000,11-12-16,31.0
292,68000,11-12-16,45.0
202,68000,11-12-16,52.0
293,68000,11-12-16,34.0
294,68000,11-12-16,37.0
295,10004,11-12-16,30.0
296,10004,11-12-16,20.0
220,9020,10-12-16,80.0
295,10004,02-12-16,50.0
296,10004,02-12-16,30.0
297,10018,02-12-16,56.0
203,10005,02-12-16,47.0
241,10005,02-12-16,49.0
242,10005,02-12-16,38.0
243,66000,02-12-16,30.0
244,66000,02-12-16,56.0
245,66000,02-12-16,37.0
246,66000,02-12-16,33.0
247,66000,02-12-16,52.0
248,10007,02-12-16,58.0
204,10007,02-12-16,65.0
249,10007,02-12-16,64.0
250,10008,02-12-16,53.0
251,10009,02-12-16,56.0
252,10009,02-12-16,65.0
253,10010,02-12-16,66.0
254,10010,02-12-16,76.0
205,10009,02-12-16,53.0
255,10020,02-12-16,64.0
256,67000,02-12-16,66.0
257,67000,02-12-16,56.0
258,67000,02-12-16,61.0
214,64000,21-9 -14,
262,64000,21-9 -14,21.0
259,67000,21-9 -14,32.0
267,64000,21-9 -14,40.0
251,10009,21-9 -14,15.0
250,10008,21-9 -14,33.0
255,10020,21-9 -14,50.0
203,10005,21-9 -14,42.0
285,65000,21-9 -14,26.0
283,65000,21-9 -14,17.0
211,65000,21-9 -14,34.0
266,64000,21-9 -14,17.0
284,65000,24-9 -14,43.0
244,66000,24-9 -14,37.0
265,64000,25-9 -14,45.0
205,10009,25-9 -14,23.0
256,67000,25-9 -14,35.0
289,63000,25-9 -14,24.0
214,64000,06-9 -14,41.0
283,65000,05-9 -14,18.0
209,64000,06-9 -14,46.0
262,64000,06-9 -14,54.0
250,10008,06-9 -14,54.0
253,10010,05-9 -14,58.0
204,10007,05-9 -14,38.0
215,10008,05-9 -14,50.0
209,64000,05-9 -14,84.0
282,65000,04-9 -14,37.0
290,63000,04-9 -14,37.0
214,64000,05-9 -14,22.0
264,64000,05-9 -14,33.0
205,10009,05-9 -14,50.0
295,10004,05-9 -14,31.0
287,63000,05-9 -14,33.0
220,9020,05-9 -14,66.0
262,64000,05-9 -14,37.0
257,67000,,
241,10005,05-9 -14,35.0
289,63000,05-9 -14,28.0
297,10018,05-9 -14,66.0
266,64000,05-9 -14,44.0
213,65000,05-9 -14,17.0
242,10005,05-9 -14,55.0
223,10014,04-9 -14,11.0
265,64000,10-12-16,75.0
259,67000,02-12-16,58.0
260,64000,02-12-16,
206,64000,02-12-16,58.0
261,64000,02-12-16,74.0
207,64000,02-12-16,76.0
262,64000,02-12-16,69.0
263,64000,02-12-16,66.0
264,64000,02-12-16,67.0
265,64000,02-12-16,64.0
266,64000,02-12-16,61.0
209,64000,02-12-16,68.0
267,64000,02-12-16,74.0
268,10013,02-12-16,65.0
269,10013,02-12-16,80.0
270,10013,02-12-16,42.0
271,10014,02-12-16,29.0
272,10015,02-12-16,35.0
210,63000,02-12-16,41.0
273,10002,02-12-16,38.0
274,10002,02-12-16,22.0
211,65000,02-12-16,58.0
212,68000,02-12-16,58.0
275,10008,02-12-16,54.0
213,65000,02-12-16,50.0
214,64000,02-12-16,64.0
215,10008,02-12-16,53.0
218,9007,02-12-16,60.0
220,9020,02-12-16,68.0
221,10016,02-12-16,56.0
223,10014,02-12-16,31.0
277,65000,05-9 -14,20.0
211,65000,04-9 -14,49.0
206,64000,04-9 -14,29.0
268,10013,05-9 -14,32.0
261,64000,04-9 -14,51.0
204,10007,04-9 -14,43.0
257,67000,04-9 -14,
206,64000,05-9 -14,23.0
266,64000,25-9 -14,33.0
269,10013,25-9 -14,23.0
210,63000,25-9 -14,22.0
248,10007,25-9 -14,33.0
206,64000,25-9 -14,49.0
251,10009,25-9 -14,31.0
254,10010,25-9 -14,39.0
295,10004,25-9 -14,34.0
241,10005,25-9 -14,47.0
211,65000,24-9 -14,58.0
280,65000,24-9 -14,38.0
258,67000,24-9 -14,48.0
268,10013,24-9 -14,36.0
277,65000,25-9 -14,33.0
254,10010,24-9 -14,38.0
265,64000,24-9 -14,35.0
211,65000,25-9 -14,35.0
295,10004,24-9 -14,41.0
243,66000,24-9 -14,39.0
252,10009,24-9 -14,27.0
282,65000,24-9 -14,50.0
289,63000,24-9 -14,47.0
241,10005,24-9 -14,24.0
250,10008,25-9 -14,26.0
223,10014,24-9 -14,20.0
286,63000,24-9 -14,30.0
271,10014,24-9 -14,20.0
253,10010,24-9 -14,48.0
260,64000,24-9 -14,25.0
248,10007,24-9 -14,32.0
250,10008,04-9 -14,66.0
367625,10009,02-12-16,92.0
256,67000,24-9 -14,36.0
297,10018,04-9 -14,37.0
245,66000,05-9 -14,46.0
285,65000,04-9 -14,32.0
278,65000,04-9 -14,47.0
218,9007,04-9 -14,61.0
221,10016,04-9 -14,46.0
281,65000,05-9 -14,17.0
270,10013,05-9 -14,16.0
263,64000,04-9 -14,50.0
263,64000,05-9 -14,24.0
252,10009,05-9 -14,54.0
289,63000,08-9 -14,
288,63000,08-9 -14,34.0
244,66000,08-9 -14,45.0
290,63000,08-9 -14,37.0
256,67000,08-9 -14,32.0
245,66000,08-9 -14,38.0
367625,10009,08-9 -14,52.0
266,64000,08-9 -14,40.0
206,64000,08-9 -14,32.0
247,66000,08-9 -14,35.0
207,64000,08-9 -14,39.0
248,10007,08-9 -14,31.0
276,10017,08-9 -14,55.0
210,63000,08-9 -14,42.0
278,65000,08-9 -14,62.0
260,64000,08-9 -14,30.0
271,10014,08-9 -14,14.0
268,10013,07-9 -14,31.0
275,10008,07-9 -14,43.0
257,67000,07-9 -14,27.0
269,10013,24-9 -14,20.0
290,63000,24-9 -14,46.0
272,10015,24-9 -14,33.0
257,67000,24-9 -14,23.0
247,66000,24-9 -14,29.0
206,64000,24-9 -14,23.0
204,10007,24-9 -14,32.0
273,10002,24-9 -14,41.0
261,64000,24-9 -14,19.0
257,67000,23-9 -14,35.0
247,66000,23-9 -14,53.0
250,10008,23-9 -14,40.0
241,10005,23-9 -14,41.0
288,63000,23-9 -14,34.0
281,65000,23-9 -14,55.0
275,10008,23-9 -14,38.0
270,10013,23-9 -14,27.0
261,64000,23-9 -14,28.0
248,10007,23-9 -14,49.0
280,65000,23-9 -14,53.0
277,65000,23-9 -14,54.0
210,63000,23-9 -14,34.0
270,10013,24-9 -14,25.0
218,9007,26-9 -14,57.0
269,10013,27-9 -14,33.0
275,10008,27-9 -14,53.0
266,64000,27-9 -14,34.0
254,10010,27-9 -14,58.0
296,10004,27-9 -14,50.0
210,63000,27-9 -14,33.0
262,64000,27-9 -14,38.0
265,64000,07-9 -14,32.0
268,10013,08-9 -14,41.0
209,64000,08-9 -14,36.0
245,66000,07-9 -14,42.0
255,10020,08-9 -14,36.0
257,67000,08-9 -14,28.0
241,10005,08-9 -14,29.0
287,63000,08-9 -14,52.0
210,63000,07-9 -14,42.0
220,9020,07-9 -14,35.0
206,64000,07-9 -14,29.0
271,10014,07-9 -14,12.0
254,10010,08-9 -14,45.0
243,66000,08-9 -14,41.0
254,10010,07-9 -14,44.0
367625,10009,07-9 -14,52.0
272,10015,07-9 -14,22.0
260,64000,07-9 -14,30.0
244,66000,07-9 -14,44.0
269,10013,07-9 -14,41.0
209,64000,07-9 -14,29.0
278,65000,07-9 -14,40.0
247,66000,06-9 -14,59.0
210,63000,06-9 -14,15.0
274,10002,07-9 -14,16.0
272,10015,06-9 -14,19.0
261,64000,06-9 -14,47.0
271,10014,27-9 -14,30.0
257,67000,27-9 -14,44.0
268,10013,27-9 -14,49.0
289,63000,27-9 -14,50.0
221,10016,27-9 -14,42.0
275,10008,26-9 -14,82.0
269,10013,26-9 -14,44.0
268,10013,26-9 -14,38.0
262,64000,26-9 -14,58.0
260,64000,26-9 -14,45.0
251,10009,26-9 -14,52.0
242,10005,27-9 -14,45.0
243,66000,26-9 -14,50.0
288,63000,26-9 -14,43.0
282,65000,27-9 -14,43.0
215,10008,27-9 -14,49.0
265,64000,26-9 -14,50.0
206,64000,27-9 -14,50.0
256,67000,26-9 -14,51.0
251,10009,27-9 -14,52.0
203,10005,27-9 -14,58.0
245,66000,26-9 -14,58.0
247,66000,07-9 -14,45.0
273,10002,06-9 -14,26.0
267,64000,07-9 -14,31.0
206,64000,06-9 -14,33.0
261,64000,07-9 -14,52.0
207,64000,07-9 -14,48.0
260,64000,06-9 -14,36.0
271,10014,09-9 -14,18.0
290,63000,10-9 -14,65.0
268,10013,10-9 -14,34.0
259,67000,10-9 -14,32.0
247,66000,10-9 -14,40.0
257,67000,10-9 -14,43.0
246,66000,10-9 -14,28.0
209,64000,10-9 -14,38.0
255,10020,10-9 -14,33.0
241,10005,10-9 -14,21.0
210,63000,10-9 -14,31.0
287,63000,10-9 -14,58.0
274,10002,10-9 -14,34.0
205,10009,09-9 -14,14.0
260,64000,10-9 -14,18.0
267,64000,10-9 -14,36.0
275,10008,10-9 -14,33.0
265,64000,10-9 -14,40.0
245,66000,10-9 -14,27.0
253,10010,10-9 -14,42.0
281,65000,10-9 -14,34.0
203,10005,10-9 -14,37.0
269,10013,09-9 -14,35.0
257,67000,09-9 -14,22.0
287,63000,27-9 -14,52.0
246,66000,25-9 -14,38.0
205,10009,26-9 -14,37.0
266,64000,26-9 -14,35.0
296,10004,26-9 -14,50.0
283,65000,26-9 -14,31.0
214,64000,26-9 -14,26.0
253,10010,26-9 -14,40.0
203,10005,26-9 -14,45.0
287,63000,26-9 -14,44.0
255,10020,26-9 -14,37.0
209,64000,26-9 -14,
295,10004,01-12-16,45.0
296,10004,01-12-16,32.0
297,10018,01-12-16,52.0
203,10005,01-12-16,46.0
241,10005,01-12-16,50.0
242,10005,01-12-16,37.0
243,66000,01-12-16,32.0
244,66000,01-12-16,45.0
245,66000,01-12-16,46.0
246,66000,01-12-16,36.0
247,66000,01-12-16,46.0
248,10007,01-12-16,42.0
204,10007,01-12-16,50.0
249,10007,01-12-16,47.0
250,10008,01-12-16,56.0
251,10009,01-12-16,52.0
252,10009,01-12-16,51.0
253,10010,01-12-16,54.0
254,10010,01-12-16,58.0
205,10009,01-12-16,43.0
255,10020,01-12-16,57.0
256,67000,01-12-16,58.0
257,67000,01-12-16,54.0
258,67000,01-12-16,55.0
259,67000,01-12-16,55.0
260,64000,01-12-16,48.0
206,64000,01-12-16,66.0
262,64000,01-12-16,64.0
263,64000,01-12-16,75.0
264,64000,01-12-16,73.0
265,64000,01-12-16,60.0
266,64000,01-12-16,62.0
209,64000,01-12-16,64.0
267,64000,01-12-16,62.0
268,10013,01-12-16,
269,10013,01-12-16,54.0
270,10013,01-12-16,40.0
284,65000,06-12-16,80.0
285,65000,06-12-16,70.0
286,63000,06-12-16,64.0
287,63000,06-12-16,68.0
288,63000,06-12-16,72.0
289,63000,06-12-16,71.0
290,63000,06-12-16,69.0
201,63000,06-12-16,76.0
291,68000,06-12-16,69.0
292,68000,06-12-16,84.0
202,68000,06-12-16,76.0
293,68000,06-12-16,72.0
294,68000,06-12-16,74.0
295,10004,06-12-16,71.0
296,10004,06-12-16,68.0
297,10018,06-12-16,80.0
203,10005,06-12-16,75.0
241,10005,06-12-16,77.0
210,63000,07-12-16,42.0
273,10002,07-12-16,62.0
274,10002,07-12-16,58.0
211,65000,07-12-16,71.0
212,68000,07-12-16,67.0
275,10008,07-12-16,74.0
213,65000,07-12-16,56.0
214,64000,07-12-16,86.0
215,10008,07-12-16,60.0
218,9007,07-12-16,62.0
220,9020,07-12-16,94.0
221,10016,07-12-16,58.0
223,10014,07-12-16,56.0
367625,10009,07-12-16,74.0
276,10017,07-12-16,51.0
277,65000,07-12-16,58.0
278,65000,07-12-16,74.0
279,65000,07-12-16,57.0
272,10015,03-12-16,31.0
210,63000,03-12-16,37.0
273,10002,03-12-16,23.0
274,10002,03-12-16,17.0
211,65000,03-12-16,47.0
212,68000,03-12-16,37.0
275,10008,03-12-16,52.0
213,65000,03-12-16,29.0
214,64000,03-12-16,64.0
215,10008,03-12-16,59.0
218,9007,03-12-16,40.0
220,9020,03-12-16,52.0
221,10016,03-12-16,52.0
223,10014,03-12-16,29.0
367625,10009,03-12-16,64.0
201,63000,04-12-16,48.0
291,68000,04-12-16,37.0
