SITEID,COUNTYID,DATACREATIONDATE,PSI
210,63000,14-6 -16,20.0
279,65000,14-6 -16,12.0
280,65000,14-6 -16,12.0
281,65000,14-6 -16,20.0
282,65000,14-6 -16,17.0
283,65000,14-6 -16,16.0
284,65000,14-6 -16,
285,65000,14-6 -16,16.0
286,63000,14-6 -16,19.0
287,63000,14-6 -16,23.0
288,63000,14-6 -16,20.0
289,63000,14-6 -16,14.0
290,63000,14-6 -16,15.0
201,63000,14-6 -16,36.0
291,68000,14-6 -16,19.0
292,68000,14-6 -16,
202,68000,14-6 -16,31.0
293,68000,14-6 -16,25.0
294,68000,14-6 -16,31.0
295,10004,14-6 -16,
296,10004,14-6 -16,17.0
297,10018,14-6 -16,17.0
203,10005,14-6 -16,23.0
241,10005,14-6 -16,27.0
242,10005,14-6 -16,24.0
243,66000,14-6 -16,22.0
244,66000,14-6 -16,25.0
245,66000,14-6 -16,37.0
246,66000,14-6 -16,18.0
247,66000,14-6 -16,35.0
248,10007,14-6 -16,29.0
204,10007,14-6 -16,35.0
249,10007,14-6 -16,21.0
250,10008,14-6 -16,23.0
251,10009,14-6 -16,25.0
252,10009,14-6 -16,31.0
253,10010,14-6 -16,32.0
254,10010,14-6 -16,47.0
273,10002,14-6 -16,29.0
274,10002,14-6 -16,30.0
211,65000,14-6 -16,39.0
212,68000,14-6 -16,34.0
275,10008,14-6 -16,21.0
213,65000,14-6 -16,19.0
214,64000,14-6 -16,26.0
215,10008,14-6 -16,19.0
218,9007,14-6 -16,29.0
220,9020,14-6 -16,32.0
221,10016,14-6 -16,16.0
223,10014,14-6 -16,24.0
367625,10009,14-6 -16,35.0
276,10017,14-6 -16,23.0
277,65000,14-6 -16,24.0
278,65000,14-6 -16,20.0
277,65000,15-6 -16,32.0
278,65000,15-6 -16,33.0
279,65000,15-6 -16,34.0
280,65000,15-6 -16,32.0
281,65000,15-6 -16,40.0
282,65000,15-6 -16,31.0
283,65000,15-6 -16,37.0
284,65000,15-6 -16,37.0
285,65000,15-6 -16,32.0
286,63000,15-6 -16,37.0
287,63000,15-6 -16,49.0
288,63000,15-6 -16,36.0
289,63000,15-6 -16,38.0
290,63000,15-6 -16,47.0
201,63000,15-6 -16,49.0
291,68000,15-6 -16,43.0
292,68000,15-6 -16,32.0
202,68000,15-6 -16,38.0
293,68000,15-6 -16,42.0
294,68000,15-6 -16,33.0
296,10004,15-6 -16,27.0
297,10018,15-6 -16,25.0
203,10005,15-6 -16,25.0
241,10005,15-6 -16,31.0
242,10005,15-6 -16,20.0
243,66000,15-6 -16,17.0
244,66000,15-6 -16,26.0
245,66000,15-6 -16,31.0
246,66000,15-6 -16,12.0
247,66000,15-6 -16,32.0
248,10007,15-6 -16,34.0
204,10007,15-6 -16,35.0
249,10007,15-6 -16,31.0
275,10008,17-6 -16,21.0
213,65000,17-6 -16,14.0
214,64000,17-6 -16,25.0
215,10008,17-6 -16,16.0
218,9007,17-6 -16,40.0
220,9020,17-6 -16,25.0
221,10016,17-6 -16,15.0
223,10014,17-6 -16,35.0
367625,10009,17-6 -16,38.0
276,10017,17-6 -16,15.0
277,65000,17-6 -16,17.0
278,65000,17-6 -16,17.0
279,65000,17-6 -16,16.0
280,65000,17-6 -16,15.0
281,65000,17-6 -16,14.0
282,65000,17-6 -16,12.0
283,65000,17-6 -16,16.0
284,65000,17-6 -16,19.0
285,65000,17-6 -16,21.0
286,63000,17-6 -16,19.0
287,63000,17-6 -16,25.0
288,63000,17-6 -16,20.0
289,63000,17-6 -16,16.0
290,63000,17-6 -16,22.0
205,10009,14-6 -16,32.0
255,10020,14-6 -16,29.0
256,67000,14-6 -16,28.0
257,67000,14-6 -16,34.0
258,67000,14-6 -16,38.0
259,67000,14-6 -16,30.0
260,64000,14-6 -16,18.0
206,64000,14-6 -16,26.0
261,64000,14-6 -16,41.0
207,64000,14-6 -16,50.0
262,64000,14-6 -16,34.0
263,64000,14-6 -16,32.0
264,64000,14-6 -16,51.0
265,64000,14-6 -16,36.0
266,64000,14-6 -16,44.0
209,64000,14-6 -16,38.0
267,64000,14-6 -16,46.0
268,10013,14-6 -16,34.0
269,10013,14-6 -16,48.0
270,10013,14-6 -16,36.0
271,10014,14-6 -16,21.0
272,10015,14-6 -16,27.0
266,64000,16-6 -16,
201,63000,17-6 -16,44.0
291,68000,17-6 -16,28.0
292,68000,17-6 -16,23.0
250,10008,15-6 -16,31.0
251,10009,15-6 -16,28.0
252,10009,15-6 -16,29.0
253,10010,15-6 -16,30.0
254,10010,15-6 -16,45.0
205,10009,15-6 -16,30.0
255,10020,15-6 -16,31.0
256,67000,15-6 -16,30.0
257,67000,15-6 -16,32.0
258,67000,15-6 -16,32.0
259,67000,15-6 -16,19.0
260,64000,15-6 -16,22.0
206,64000,28-6 -16,32.0
261,64000,28-6 -16,54.0
207,64000,28-6 -16,38.0
262,64000,28-6 -16,27.0
263,64000,28-6 -16,12.0
264,64000,28-6 -16,50.0
265,64000,28-6 -16,37.0
266,64000,28-6 -16,31.0
209,64000,28-6 -16,26.0
267,64000,28-6 -16,45.0
268,10013,28-6 -16,33.0
269,10013,28-6 -16,36.0
270,10013,28-6 -16,16.0
271,10014,28-6 -16,16.0
272,10015,28-6 -16,20.0
210,63000,28-6 -16,13.0
273,10002,28-6 -16,26.0
274,10002,28-6 -16,26.0
211,65000,28-6 -16,42.0
212,68000,28-6 -16,37.0
275,10008,28-6 -16,40.0
213,65000,28-6 -16,18.0
214,64000,28-6 -16,28.0
215,10008,27-6 -16,
218,9007,28-6 -16,39.0
220,9020,28-6 -16,14.0
221,10016,28-6 -16,10.0
282,65000,28-6 -16,32.0
283,65000,28-6 -16,26.0
284,65000,28-6 -16,30.0
285,65000,28-6 -16,32.0
286,63000,28-6 -16,27.0
287,63000,28-6 -16,23.0
288,63000,28-6 -16,26.0
289,63000,28-6 -16,31.0
290,63000,28-6 -16,21.0
201,63000,28-6 -16,40.0
291,68000,28-6 -16,34.0
265,64000,26-6 -16,29.0
266,64000,26-6 -16,26.0
209,64000,26-6 -16,14.0
267,64000,26-6 -16,31.0
268,10013,26-6 -16,28.0
269,10013,26-6 -16,23.0
270,10013,26-6 -16,17.0
271,10014,26-6 -16,13.0
272,10015,26-6 -16,19.0
210,63000,26-6 -16,38.0
273,10002,26-6 -16,33.0
274,10002,26-6 -16,37.0
211,65000,26-6 -16,
212,68000,26-6 -16,47.0
275,10008,26-6 -16,51.0
213,65000,26-6 -16,41.0
214,64000,26-6 -16,30.0
215,10008,26-6 -16,30.0
218,9007,26-6 -16,49.0
220,9020,26-6 -16,38.0
221,10016,26-6 -16,23.0
223,10014,26-6 -16,17.0
367625,10009,26-6 -16,40.0
276,10017,26-6 -16,33.0
252,10009,26-6 -16,38.0
253,10010,26-6 -16,52.0
254,10010,26-6 -16,42.0
205,10009,26-6 -16,36.0
255,10020,26-6 -16,38.0
256,67000,26-6 -16,30.0
257,67000,26-6 -16,24.0
258,67000,26-6 -16,25.0
259,67000,26-6 -16,14.0
260,64000,26-6 -16,19.0
206,64000,26-6 -16,14.0
261,64000,26-6 -16,20.0
207,64000,26-6 -16,33.0
262,64000,26-6 -16,10.0
290,63000,25-6 -16,29.0
201,63000,25-6 -16,45.0
291,68000,25-6 -16,31.0
292,68000,25-6 -16,20.0
202,68000,25-6 -16,35.0
293,68000,25-6 -16,29.0
294,68000,25-6 -16,35.0
295,10004,25-6 -16,32.0
296,10004,25-6 -16,26.0
297,10018,25-6 -16,22.0
203,10005,25-6 -16,24.0
241,10005,25-6 -16,29.0
242,10005,25-6 -16,24.0
243,66000,25-6 -16,20.0
244,66000,25-6 -16,23.0
245,66000,25-6 -16,29.0
246,66000,25-6 -16,16.0
263,64000,26-6 -16,12.0
264,64000,26-6 -16,49.0
207,64000,25-6 -16,32.0
262,64000,25-6 -16,12.0
263,64000,25-6 -16,11.0
264,64000,25-6 -16,44.0
265,64000,25-6 -16,34.0
266,64000,25-6 -16,22.0
209,64000,25-6 -16,13.0
267,64000,25-6 -16,32.0
268,10013,25-6 -16,29.0
269,10013,25-6 -16,24.0
270,10013,25-6 -16,19.0
271,10014,25-6 -16,16.0
272,10015,25-6 -16,16.0
210,63000,25-6 -16,12.0
273,10002,25-6 -16,27.0
274,10002,25-6 -16,29.0
211,65000,25-6 -16,37.0
212,68000,25-6 -16,27.0
275,10008,25-6 -16,26.0
213,65000,25-6 -16,24.0
278,65000,25-6 -16,48.0
279,65000,25-6 -16,57.0
280,65000,25-6 -16,46.0
281,65000,25-6 -16,42.0
282,65000,25-6 -16,34.0
283,65000,25-6 -16,38.0
284,65000,25-6 -16,31.0
285,65000,25-6 -16,
286,63000,25-6 -16,30.0
287,63000,25-6 -16,35.0
288,63000,25-6 -16,44.0
289,63000,25-6 -16,50.0
297,10018,17-6 -16,32.0
203,10005,17-6 -16,29.0
241,10005,17-6 -16,32.0
242,10005,17-6 -16,21.0
243,66000,17-6 -16,22.0
244,66000,17-6 -16,25.0
245,66000,17-6 -16,32.0
246,66000,17-6 -16,25.0
247,66000,17-6 -16,30.0
248,10007,17-6 -16,34.0
204,10007,17-6 -16,24.0
243,66000,18-6 -16,16.0
244,66000,18-6 -16,18.0
245,66000,18-6 -16,26.0
246,66000,18-6 -16,17.0
247,66000,18-6 -16,25.0
248,10007,18-6 -16,29.0
204,10007,18-6 -16,26.0
249,10007,18-6 -16,30.0
250,10008,18-6 -16,25.0
251,10009,18-6 -16,48.0
252,10009,18-6 -16,40.0
253,10010,18-6 -16,46.0
254,10010,18-6 -16,42.0
205,10009,18-6 -16,27.0
255,10020,18-6 -16,28.0
256,67000,18-6 -16,34.0
257,67000,18-6 -16,25.0
258,67000,18-6 -16,35.0
259,67000,18-6 -16,23.0
260,64000,18-6 -16,18.0
206,64000,18-6 -16,24.0
261,64000,18-6 -16,33.0
207,64000,18-6 -16,32.0
262,64000,18-6 -16,26.0
263,64000,18-6 -16,18.0
264,64000,18-6 -16,52.0
265,64000,18-6 -16,
266,64000,18-6 -16,24.0
209,64000,18-6 -16,18.0
267,64000,18-6 -16,22.0
268,10013,18-6 -16,
269,10013,18-6 -16,31.0
270,10013,18-6 -16,18.0
271,10014,18-6 -16,19.0
272,10015,18-6 -16,33.0
292,68000,28-6 -16,25.0
202,68000,28-6 -16,35.0
293,68000,28-6 -16,26.0
294,68000,28-6 -16,29.0
295,10004,28-6 -16,34.0
296,10004,28-6 -16,22.0
297,10018,28-6 -16,22.0
203,10005,28-6 -16,23.0
241,10005,28-6 -16,28.0
242,10005,28-6 -16,17.0
243,66000,28-6 -16,17.0
244,66000,28-6 -16,24.0
245,66000,28-6 -16,27.0
246,66000,28-6 -16,14.0
247,66000,28-6 -16,27.0
248,10007,28-6 -16,34.0
204,10007,28-6 -16,46.0
249,10007,28-6 -16,50.0
250,10008,28-6 -16,35.0
251,10009,28-6 -16,40.0
252,10009,28-6 -16,50.0
253,10010,28-6 -16,53.0
254,10010,28-6 -16,53.0
205,10009,28-6 -16,45.0
255,10020,28-6 -16,33.0
256,67000,28-6 -16,33.0
257,67000,28-6 -16,24.0
258,67000,28-6 -16,39.0
259,67000,28-6 -16,36.0
260,64000,28-6 -16,30.0
255,10020,27-6 -16,38.0
256,67000,27-6 -16,28.0
277,65000,26-6 -16,24.0
278,65000,26-6 -16,48.0
279,65000,26-6 -16,32.0
280,65000,26-6 -16,35.0
281,65000,26-6 -16,27.0
282,65000,26-6 -16,29.0
292,68000,26-6 -16,31.0
202,68000,26-6 -16,35.0
293,68000,26-6 -16,32.0
294,68000,26-6 -16,39.0
295,10004,26-6 -16,32.0
296,10004,26-6 -16,28.0
283,65000,26-6 -16,28.0
284,65000,26-6 -16,43.0
285,65000,26-6 -16,32.0
286,63000,26-6 -16,27.0
287,63000,26-6 -16,24.0
288,63000,26-6 -16,25.0
289,63000,26-6 -16,28.0
290,63000,26-6 -16,34.0
201,63000,26-6 -16,41.0
291,68000,26-6 -16,36.0
203,10005,26-6 -16,31.0
241,10005,26-6 -16,32.0
242,10005,26-6 -16,23.0
243,66000,26-6 -16,18.0
244,66000,26-6 -16,23.0
245,66000,26-6 -16,36.0
246,66000,26-6 -16,19.0
215,10008,18-6 -16,20.0
218,9007,18-6 -16,29.0
220,9020,18-6 -16,29.0
221,10016,18-6 -16,12.0
223,10014,18-6 -16,33.0
367625,10009,18-6 -16,41.0
276,10017,18-6 -16,18.0
277,65000,18-6 -16,19.0
278,65000,18-6 -16,19.0
279,65000,18-6 -16,15.0
280,65000,18-6 -16,15.0
281,65000,18-6 -16,15.0
283,65000,18-6 -16,14.0
284,65000,18-6 -16,20.0
285,65000,18-6 -16,18.0
286,63000,18-6 -16,17.0
257,67000,27-6 -16,23.0
258,67000,27-6 -16,24.0
259,67000,27-6 -16,22.0
260,64000,27-6 -16,24.0
206,64000,27-6 -16,30.0
261,64000,27-6 -16,
207,64000,27-6 -16,52.0
262,64000,27-6 -16,41.0
263,64000,27-6 -16,
264,64000,27-6 -16,49.0
265,64000,27-6 -16,
266,64000,27-6 -16,49.0
209,64000,27-6 -16,38.0
267,64000,27-6 -16,62.0
268,10013,27-6 -16,49.0
269,10013,27-6 -16,49.0
270,10013,27-6 -16,
271,10014,27-6 -16,12.0
272,10015,27-6 -16,20.0
210,63000,27-6 -16,36.0
273,10002,27-6 -16,28.0
274,10002,27-6 -16,27.0
211,65000,27-6 -16,50.0
212,68000,27-6 -16,43.0
275,10008,27-6 -16,34.0
213,65000,27-6 -16,34.0
214,64000,27-6 -16,41.0
218,9007,27-6 -16,43.0
220,9020,27-6 -16,20.0
221,10016,27-6 -16,23.0
223,10014,27-6 -16,16.0
367625,10009,27-6 -16,41.0
276,10017,27-6 -16,27.0
277,65000,27-6 -16,33.0
278,65000,27-6 -16,32.0
279,65000,27-6 -16,28.0
280,65000,27-6 -16,27.0
297,10018,26-6 -16,21.0
247,66000,26-6 -16,32.0
248,10007,26-6 -16,50.0
204,10007,26-6 -16,31.0
249,10007,26-6 -16,56.0
250,10008,26-6 -16,29.0
251,10009,26-6 -16,30.0
214,64000,25-6 -16,24.0
215,10008,25-6 -16,31.0
218,9007,25-6 -16,46.0
220,9020,25-6 -16,26.0
221,10016,25-6 -16,
223,10014,25-6 -16,13.0
367625,10009,25-6 -16,38.0
276,10017,25-6 -16,24.0
277,65000,25-6 -16,28.0
287,63000,18-6 -16,24.0
288,63000,18-6 -16,17.0
289,63000,18-6 -16,15.0
290,63000,18-6 -16,17.0
201,63000,18-6 -16,37.0
291,68000,18-6 -16,22.0
292,68000,18-6 -16,27.0
202,68000,18-6 -16,39.0
293,68000,18-6 -16,28.0
294,68000,18-6 -16,28.0
295,10004,18-6 -16,35.0
296,10004,18-6 -16,25.0
297,10018,18-6 -16,26.0
203,10005,18-6 -16,26.0
241,10005,18-6 -16,30.0
242,10005,18-6 -16,19.0
281,65000,27-6 -16,35.0
282,65000,27-6 -16,33.0
283,65000,27-6 -16,30.0
284,65000,27-6 -16,35.0
285,65000,27-6 -16,27.0
286,63000,27-6 -16,28.0
287,63000,27-6 -16,35.0
223,10014,28-6 -16,12.0
367625,10009,28-6 -16,47.0
276,10017,28-6 -16,25.0
277,65000,28-6 -16,34.0
278,65000,28-6 -16,29.0
279,65000,28-6 -16,25.0
280,65000,28-6 -16,27.0
281,65000,28-6 -16,29.0
215,10008,28-6 -16,33.0
288,63000,27-6 -16,35.0
289,63000,27-6 -16,30.0
290,63000,27-6 -16,39.0
201,63000,27-6 -16,48.0
291,68000,27-6 -16,30.0
292,68000,27-6 -16,31.0
202,68000,27-6 -16,35.0
293,68000,27-6 -16,32.0
294,68000,27-6 -16,35.0
295,10004,27-6 -16,33.0
296,10004,27-6 -16,22.0
297,10018,27-6 -16,21.0
203,10005,27-6 -16,21.0
241,10005,27-6 -16,30.0
242,10005,27-6 -16,22.0
243,66000,27-6 -16,17.0
244,66000,27-6 -16,21.0
245,66000,27-6 -16,34.0
246,66000,27-6 -16,24.0
247,66000,27-6 -16,30.0
248,10007,27-6 -16,28.0
204,10007,27-6 -16,41.0
249,10007,27-6 -16,35.0
250,10008,27-6 -16,35.0
251,10009,27-6 -16,50.0
252,10009,27-6 -16,32.0
253,10010,27-6 -16,51.0
254,10010,27-6 -16,35.0
205,10009,27-6 -16,24.0
201,63000,22-6 -16,52.0
291,68000,22-6 -16,33.0
292,68000,22-6 -16,38.0
202,68000,22-6 -16,34.0
293,68000,22-6 -16,36.0
294,68000,22-6 -16,33.0
295,10004,22-6 -16,37.0
296,10004,22-6 -16,25.0
297,10018,22-6 -16,27.0
246,66000,22-6 -16,13.0
247,66000,22-6 -16,21.0
248,10007,22-6 -16,30.0
204,10007,22-6 -16,27.0
249,10007,22-6 -16,40.0
250,10008,22-6 -16,26.0
251,10009,22-6 -16,72.0
252,10009,22-6 -16,39.0
253,10010,22-6 -16,37.0
254,10010,22-6 -16,52.0
205,10009,22-6 -16,35.0
255,10020,22-6 -16,34.0
256,67000,22-6 -16,28.0
257,67000,22-6 -16,23.0
258,67000,22-6 -16,
259,67000,22-6 -16,21.0
260,64000,22-6 -16,21.0
206,64000,22-6 -16,28.0
261,64000,22-6 -16,46.0
207,64000,22-6 -16,36.0
262,64000,22-6 -16,25.0
263,64000,22-6 -16,20.0
264,64000,22-6 -16,44.0
265,64000,22-6 -16,29.0
266,64000,22-6 -16,24.0
209,64000,22-6 -16,20.0
267,64000,22-6 -16,26.0
268,10013,22-6 -16,29.0
221,10016,19-6 -16,12.0
223,10014,19-6 -16,18.0
367625,10009,19-6 -16,54.0
283,65000,19-6 -16,28.0
284,65000,19-6 -16,32.0
285,65000,19-6 -16,27.0
286,63000,19-6 -16,24.0
287,63000,19-6 -16,38.0
288,63000,19-6 -16,32.0
289,63000,19-6 -16,53.0
290,63000,19-6 -16,57.0
201,63000,19-6 -16,52.0
291,68000,19-6 -16,30.0
292,68000,19-6 -16,31.0
202,68000,19-6 -16,36.0
293,68000,19-6 -16,28.0
294,68000,19-6 -16,30.0
295,10004,19-6 -16,32.0
296,10004,19-6 -16,28.0
297,10018,19-6 -16,34.0
203,10005,19-6 -16,34.0
241,10005,19-6 -16,27.0
242,10005,19-6 -16,27.0
243,66000,19-6 -16,29.0
244,66000,19-6 -16,28.0
245,66000,19-6 -16,36.0
246,66000,19-6 -16,29.0
247,66000,19-6 -16,31.0
248,10007,19-6 -16,38.0
204,10007,19-6 -16,29.0
249,10007,19-6 -16,26.0
250,10008,19-6 -16,46.0
251,10009,19-6 -16,44.0
252,10009,19-6 -16,37.0
253,10010,19-6 -16,42.0
254,10010,19-6 -16,42.0
205,10009,19-6 -16,34.0
259,67000,19-6 -16,17.0
260,64000,19-6 -16,17.0
206,64000,19-6 -16,16.0
261,64000,19-6 -16,35.0
207,64000,19-6 -16,37.0
262,64000,19-6 -16,24.0
263,64000,19-6 -16,15.0
264,64000,19-6 -16,44.0
265,64000,19-6 -16,25.0
266,64000,19-6 -16,24.0
209,64000,19-6 -16,21.0
267,64000,19-6 -16,32.0
268,10013,19-6 -16,30.0
269,10013,19-6 -16,30.0
270,10013,19-6 -16,16.0
271,10014,19-6 -16,10.0
272,10015,19-6 -16,13.0
210,63000,19-6 -16,36.0
273,10002,19-6 -16,23.0
274,10002,19-6 -16,23.0
211,65000,19-6 -16,41.0
212,68000,19-6 -16,50.0
275,10008,19-6 -16,27.0
213,65000,19-6 -16,20.0
214,64000,19-6 -16,25.0
215,10008,19-6 -16,25.0
218,9007,19-6 -16,21.0
220,9020,19-6 -16,22.0
276,10017,19-6 -16,24.0
277,65000,19-6 -16,32.0
278,65000,19-6 -16,25.0
279,65000,19-6 -16,20.0
280,65000,19-6 -16,25.0
281,65000,19-6 -16,23.0
282,65000,19-6 -16,19.0
283,65000,16-6 -16,29.0
284,65000,16-6 -16,27.0
285,65000,16-6 -16,23.0
286,63000,16-6 -16,29.0
287,63000,16-6 -16,30.0
288,63000,16-6 -16,29.0
289,63000,16-6 -16,32.0
290,63000,16-6 -16,22.0
201,63000,16-6 -16,39.0
291,68000,16-6 -16,27.0
292,68000,16-6 -16,31.0
202,68000,16-6 -16,46.0
293,68000,16-6 -16,31.0
294,68000,16-6 -16,36.0
296,10004,16-6 -16,26.0
297,10018,16-6 -16,26.0
203,10005,16-6 -16,28.0
241,10005,16-6 -16,29.0
242,10005,16-6 -16,20.0
243,66000,16-6 -16,25.0
244,66000,16-6 -16,28.0
245,66000,16-6 -16,42.0
246,66000,16-6 -16,27.0
247,66000,16-6 -16,35.0
248,10007,16-6 -16,38.0
204,10007,16-6 -16,35.0
249,10007,16-6 -16,26.0
250,10008,16-6 -16,31.0
251,10009,16-6 -16,35.0
252,10009,16-6 -16,32.0
253,10010,16-6 -16,40.0
254,10010,16-6 -16,50.0
205,10009,16-6 -16,29.0
255,10020,16-6 -16,28.0
256,67000,16-6 -16,41.0
257,67000,16-6 -16,24.0
258,67000,16-6 -16,33.0
265,64000,23-6 -16,26.0
266,64000,23-6 -16,31.0
209,64000,23-6 -16,12.0
267,64000,23-6 -16,28.0
268,10013,23-6 -16,42.0
269,10013,23-6 -16,33.0
270,10013,23-6 -16,17.0
271,10014,23-6 -16,13.0
272,10015,23-6 -16,18.0
210,63000,23-6 -16,26.0
273,10002,23-6 -16,27.0
274,10002,23-6 -16,26.0
211,65000,23-6 -16,55.0
212,68000,23-6 -16,43.0
275,10008,23-6 -16,26.0
213,65000,23-6 -16,30.0
214,64000,23-6 -16,20.0
215,10008,23-6 -16,19.0
218,9007,23-6 -16,21.0
220,9020,23-6 -16,21.0
221,10016,23-6 -16,11.0
223,10014,23-6 -16,18.0
367625,10009,23-6 -16,46.0
276,10017,23-6 -16,24.0
277,65000,23-6 -16,36.0
278,65000,23-6 -16,27.0
279,65000,23-6 -16,29.0
280,65000,23-6 -16,29.0
281,65000,23-6 -16,37.0
282,65000,23-6 -16,34.0
283,65000,23-6 -16,34.0
284,65000,23-6 -16,36.0
285,65000,23-6 -16,21.0
286,63000,23-6 -16,42.0
287,63000,23-6 -16,47.0
288,63000,23-6 -16,43.0
269,10013,22-6 -16,27.0
270,10013,22-6 -16,19.0
271,10014,22-6 -16,14.0
272,10015,22-6 -16,18.0
210,63000,22-6 -16,39.0
273,10002,22-6 -16,30.0
274,10002,22-6 -16,32.0
211,65000,22-6 -16,32.0
212,68000,22-6 -16,33.0
275,10008,22-6 -16,31.0
213,65000,22-6 -16,31.0
214,64000,22-6 -16,30.0
215,10008,22-6 -16,31.0
218,9007,22-6 -16,33.0
220,9020,22-6 -16,33.0
221,10016,22-6 -16,16.0
223,10014,22-6 -16,21.0
367625,10009,22-6 -16,38.0
276,10017,22-6 -16,54.0
277,65000,22-6 -16,42.0
278,65000,22-6 -16,54.0
279,65000,22-6 -16,38.0
280,65000,22-6 -16,34.0
281,65000,22-6 -16,39.0
282,65000,22-6 -16,37.0
283,65000,22-6 -16,36.0
284,65000,22-6 -16,31.0
285,65000,22-6 -16,28.0
286,63000,22-6 -16,41.0
203,10005,22-6 -16,22.0
241,10005,22-6 -16,25.0
289,63000,23-6 -16,31.0
295,10004,23-6 -16,38.0
296,10004,23-6 -16,24.0
297,10018,23-6 -16,22.0
203,10005,23-6 -16,35.0
241,10005,23-6 -16,30.0
242,10005,23-6 -16,23.0
243,66000,23-6 -16,22.0
244,66000,23-6 -16,22.0
245,66000,23-6 -16,43.0
246,66000,23-6 -16,26.0
247,66000,23-6 -16,26.0
248,10007,23-6 -16,39.0
204,10007,23-6 -16,28.0
249,10007,23-6 -16,17.0
250,10008,23-6 -16,34.0
251,10009,23-6 -16,30.0
252,10009,23-6 -16,29.0
253,10010,23-6 -16,30.0
254,10010,23-6 -16,32.0
205,10009,23-6 -16,20.0
255,10020,23-6 -16,25.0
256,67000,23-6 -16,26.0
257,67000,23-6 -16,26.0
258,67000,23-6 -16,25.0
259,67000,23-6 -16,15.0
260,64000,23-6 -16,18.0
206,64000,23-6 -16,20.0
261,64000,23-6 -16,24.0
207,64000,23-6 -16,24.0
262,64000,23-6 -16,14.0
263,64000,23-6 -16,11.0
264,64000,23-6 -16,38.0
282,65000,18-6 -16,24.0
294,68000,21-6 -16,35.0
295,10004,21-6 -16,41.0
296,10004,21-6 -16,24.0
297,10018,21-6 -16,29.0
203,10005,21-6 -16,27.0
241,10005,21-6 -16,31.0
242,10005,21-6 -16,23.0
243,66000,21-6 -16,24.0
244,66000,21-6 -16,22.0
245,66000,21-6 -16,39.0
246,66000,21-6 -16,23.0
247,66000,21-6 -16,26.0
248,10007,21-6 -16,37.0
204,10007,21-6 -16,25.0
249,10007,21-6 -16,32.0
250,10008,21-6 -16,25.0
251,10009,21-6 -16,52.0
252,10009,21-6 -16,46.0
253,10010,21-6 -16,43.0
254,10010,21-6 -16,36.0
