SITEID,COUNTYID,DATACREATIONDATE,PSI
283,65000,18-8 -16,33.0
284,65000,18-8 -16,33.0
285,65000,18-8 -16,
286,63000,18-8 -16,36.0
287,63000,18-8 -16,33.0
288,63000,18-8 -16,32.0
289,63000,18-8 -16,41.0
290,63000,18-8 -16,39.0
201,63000,18-8 -16,42.0
291,68000,18-8 -16,37.0
223,10014,20-8 -16,14.0
367625,10009,20-8 -16,54.0
276,10017,20-8 -16,50.0
277,65000,20-8 -16,53.0
278,65000,20-8 -16,69.0
279,65000,20-8 -16,38.0
280,65000,20-8 -16,30.0
281,65000,20-8 -16,51.0
282,65000,20-8 -16,44.0
283,65000,20-8 -16,43.0
284,65000,20-8 -16,50.0
285,65000,20-8 -16,41.0
286,63000,20-8 -16,43.0
287,63000,20-8 -16,50.0
288,63000,20-8 -16,41.0
289,63000,20-8 -16,44.0
