SITEID,COUNTYID,DATACREATIONDATE,PSI
290,63000,20-8 -16,46.0
201,63000,20-8 -16,54.0
291,68000,20-8 -16,41.0
246,66000,17-8 -16,12.0
247,66000,17-8 -16,21.0
248,10007,17-8 -16,29.0
204,10007,17-8 -16,23.0
249,10007,17-8 -16,28.0
250,10008,17-8 -16,28.0
251,10009,17-8 -16,19.0
252,10009,17-8 -16,17.0
253,10010,17-8 -16,21.0
254,10010,17-8 -16,28.0
205,10009,17-8 -16,17.0
255,10020,17-8 -16,19.0
256,67000,17-8 -16,18.0
257,67000,17-8 -16,16.0
258,67000,17-8 -16,29.0
259,67000,17-8 -16,19.0
260,64000,17-8 -16,14.0
206,64000,17-8 -16,12.0
261,64000,17-8 -16,47.0
245,66000,20-8 -16,28.0
246,66000,20-8 -16,12.0
247,66000,20-8 -16,29.0
248,10007,20-8 -16,30.0
204,10007,20-8 -16,29.0
249,10007,20-8 -16,23.0
250,10008,20-8 -16,33.0
251,10009,20-8 -16,28.0
252,10009,20-8 -16,25.0
253,10010,20-8 -16,24.0
254,10010,20-8 -16,31.0
205,10009,20-8 -16,27.0
255,10020,20-8 -16,25.0
256,67000,20-8 -16,25.0
257,67000,20-8 -16,17.0
258,67000,20-8 -16,32.0
292,68000,20-8 -16,41.0
202,68000,20-8 -16,43.0
293,68000,20-8 -16,40.0
294,68000,20-8 -16,38.0
295,10004,20-8 -16,37.0
296,10004,20-8 -16,37.0
297,10018,20-8 -16,36.0
203,10005,20-8 -16,42.0
241,10005,20-8 -16,37.0
242,10005,20-8 -16,25.0
243,66000,20-8 -16,30.0
244,66000,20-8 -16,31.0
264,64000,12-8 -16,17.0
265,64000,12-8 -16,19.0
266,64000,12-8 -16,19.0
209,64000,12-8 -16,14.0
267,64000,12-8 -16,17.0
268,10013,12-8 -16,19.0
269,10013,12-8 -16,23.0
270,10013,12-8 -16,28.0
271,10014,12-8 -16,17.0
272,10015,12-8 -16,26.0
210,63000,12-8 -16,22.0
284,65000,12-8 -16,23.0
285,65000,12-8 -16,22.0
286,63000,12-8 -16,23.0
287,63000,12-8 -16,17.0
288,63000,12-8 -16,18.0
289,63000,12-8 -16,21.0
290,63000,12-8 -16,20.0
201,63000,12-8 -16,30.0
291,68000,12-8 -16,26.0
292,68000,12-8 -16,30.0
202,68000,12-8 -16,33.0
293,68000,12-8 -16,36.0
294,68000,12-8 -16,44.0
295,10004,12-8 -16,28.0
296,10004,12-8 -16,25.0
275,10008,21-8 -16,31.0
213,65000,21-8 -16,39.0
214,64000,21-8 -16,30.0
215,10008,21-8 -16,23.0
218,9007,21-8 -16,45.0
220,9020,21-8 -16,58.0
221,10016,21-8 -16,38.0
223,10014,21-8 -16,21.0
367625,10009,21-8 -16,50.0
276,10017,21-8 -16,31.0
277,65000,21-8 -16,40.0
278,65000,21-8 -16,34.0
279,65000,21-8 -16,43.0
280,65000,21-8 -16,43.0
294,68000,21-8 -16,50.0
295,10004,21-8 -16,42.0
296,10004,21-8 -16,39.0
297,10018,21-8 -16,42.0
203,10005,21-8 -16,47.0
241,10005,21-8 -16,49.0
242,10005,21-8 -16,34.0
243,66000,21-8 -16,31.0
244,66000,21-8 -16,45.0
245,66000,21-8 -16,28.0
246,66000,21-8 -16,25.0
247,66000,21-8 -16,33.0
248,10007,21-8 -16,39.0
204,10007,21-8 -16,
249,10007,21-8 -16,25.0
250,10008,21-8 -16,33.0
205,10009,07-8 -16,28.0
255,10020,07-8 -16,32.0
256,67000,07-8 -16,36.0
257,67000,07-8 -16,29.0
258,67000,07-8 -16,32.0
259,67000,07-8 -16,33.0
260,64000,07-8 -16,37.0
206,64000,07-8 -16,35.0
261,64000,07-8 -16,34.0
207,64000,07-8 -16,44.0
262,64000,07-8 -16,29.0
263,64000,07-8 -16,36.0
264,64000,07-8 -16,38.0
265,64000,07-8 -16,36.0
266,64000,07-8 -16,35.0
275,10008,08-8 -16,36.0
213,65000,08-8 -16,14.0
214,64000,08-8 -16,26.0
215,10008,08-8 -16,22.0
218,9007,08-8 -16,20.0
220,9020,08-8 -16,37.0
221,10016,08-8 -16,40.0
223,10014,08-8 -16,10.0
367625,10009,08-8 -16,37.0
276,10017,08-8 -16,11.0
277,65000,08-8 -16,11.0
278,65000,08-8 -16,13.0
279,65000,08-8 -16,15.0
280,65000,08-8 -16,16.0
281,65000,08-8 -16,20.0
282,65000,08-8 -16,18.0
283,65000,08-8 -16,15.0
284,65000,08-8 -16,22.0
285,65000,08-8 -16,19.0
286,63000,08-8 -16,17.0
287,63000,08-8 -16,18.0
288,63000,08-8 -16,16.0
289,63000,08-8 -16,15.0
209,64000,07-8 -16,40.0
267,64000,07-8 -16,48.0
268,10013,07-8 -16,50.0
269,10013,07-8 -16,49.0
270,10013,07-8 -16,47.0
271,10014,07-8 -16,22.0
272,10015,07-8 -16,29.0
210,63000,07-8 -16,17.0
273,10002,07-8 -16,21.0
274,10002,07-8 -16,19.0
211,65000,07-8 -16,33.0
212,68000,07-8 -16,31.0
275,10008,07-8 -16,52.0
213,65000,07-8 -16,18.0
214,64000,07-8 -16,43.0
277,65000,07-8 -16,12.0
278,65000,07-8 -16,25.0
279,65000,07-8 -16,22.0
280,65000,07-8 -16,29.0
281,65000,07-8 -16,19.0
282,65000,07-8 -16,24.0
283,65000,07-8 -16,20.0
284,65000,07-8 -16,23.0
285,65000,07-8 -16,
286,63000,07-8 -16,22.0
287,63000,07-8 -16,21.0
288,63000,07-8 -16,21.0
289,63000,07-8 -16,23.0
290,63000,07-8 -16,29.0
201,63000,06-8 -16,42.0
291,68000,06-8 -16,31.0
292,68000,06-8 -16,30.0
202,68000,06-8 -16,33.0
293,68000,06-8 -16,40.0
294,68000,06-8 -16,38.0
295,10004,06-8 -16,35.0
296,10004,06-8 -16,32.0
297,10018,06-8 -16,36.0
203,10005,06-8 -16,41.0
241,10005,06-8 -16,49.0
242,10005,06-8 -16,44.0
243,66000,06-8 -16,45.0
244,66000,06-8 -16,51.0
245,66000,06-8 -16,54.0
246,66000,06-8 -16,42.0
247,66000,06-8 -16,54.0
248,10007,06-8 -16,52.0
204,10007,06-8 -16,53.0
249,10007,06-8 -16,54.0
250,10008,06-8 -16,38.0
212,68000,10-8 -16,34.0
275,10008,10-8 -16,43.0
213,65000,10-8 -16,18.0
214,64000,10-8 -16,
215,10008,10-8 -16,54.0
218,9007,10-8 -16,30.0
220,9020,10-8 -16,35.0
221,10016,10-8 -16,47.0
223,10014,10-8 -16,17.0
367625,10009,10-8 -16,50.0
276,10017,10-8 -16,16.0
277,65000,10-8 -16,12.0
278,65000,10-8 -16,21.0
279,65000,10-8 -16,16.0
280,65000,10-8 -16,22.0
281,65000,10-8 -16,19.0
282,65000,10-8 -16,21.0
283,65000,10-8 -16,14.0
284,65000,10-8 -16,31.0
220,9020,14-8 -16,21.0
221,10016,14-8 -16,22.0
223,10014,14-8 -16,27.0
367625,10009,14-8 -16,54.0
276,10017,14-8 -16,22.0
277,65000,14-8 -16,20.0
278,65000,14-8 -16,16.0
279,65000,14-8 -16,19.0
280,65000,14-8 -16,25.0
281,65000,14-8 -16,32.0
282,65000,14-8 -16,29.0
283,65000,14-8 -16,21.0
284,65000,14-8 -16,32.0
285,65000,14-8 -16,19.0
286,63000,14-8 -16,27.0
287,63000,14-8 -16,22.0
288,63000,14-8 -16,22.0
289,63000,14-8 -16,23.0
290,63000,14-8 -16,20.0
290,63000,08-8 -16,
201,63000,08-8 -16,36.0
291,68000,08-8 -16,24.0
292,68000,08-8 -16,24.0
202,68000,08-8 -16,27.0
293,68000,08-8 -16,28.0
294,68000,08-8 -16,39.0
295,10004,08-8 -16,27.0
296,10004,08-8 -16,26.0
297,10018,08-8 -16,24.0
203,10005,08-8 -16,24.0
241,10005,08-8 -16,29.0
242,10005,08-8 -16,21.0
243,66000,08-8 -16,25.0
244,66000,08-8 -16,29.0
245,66000,08-8 -16,31.0
246,66000,08-8 -16,24.0
255,10020,10-8 -16,30.0
256,67000,10-8 -16,25.0
257,67000,10-8 -16,28.0
258,67000,10-8 -16,28.0
259,67000,10-8 -16,23.0
260,64000,09-8 -16,
206,64000,10-8 -16,31.0
261,64000,10-8 -16,51.0
207,64000,10-8 -16,43.0
262,64000,10-8 -16,31.0
263,64000,10-8 -16,24.0
264,64000,10-8 -16,37.0
265,64000,10-8 -16,41.0
266,64000,10-8 -16,37.0
209,64000,10-8 -16,33.0
267,64000,10-8 -16,31.0
268,10013,10-8 -16,28.0
269,10013,10-8 -16,51.0
270,10013,10-8 -16,24.0
247,66000,08-8 -16,27.0
248,10007,08-8 -16,29.0
204,10007,08-8 -16,28.0
249,10007,08-8 -16,23.0
250,10008,08-8 -16,31.0
251,10009,08-8 -16,30.0
252,10009,08-8 -16,22.0
253,10010,08-8 -16,20.0
254,10010,08-8 -16,37.0
205,10009,08-8 -16,22.0
255,10020,08-8 -16,30.0
256,67000,08-8 -16,25.0
257,67000,08-8 -16,18.0
258,67000,08-8 -16,26.0
259,67000,08-8 -16,25.0
260,64000,08-8 -16,17.0
272,10015,08-8 -16,25.0
210,63000,08-8 -16,21.0
273,10002,08-8 -16,38.0
274,10002,08-8 -16,33.0
211,65000,08-8 -16,34.0
212,68000,08-8 -16,34.0
215,10008,07-8 -16,45.0
218,9007,07-8 -16,39.0
220,9020,07-8 -16,66.0
221,10016,07-8 -16,38.0
223,10014,07-8 -16,18.0
367625,10009,07-8 -16,48.0
276,10017,07-8 -16,24.0
201,63000,07-8 -16,34.0
291,68000,07-8 -16,19.0
292,68000,07-8 -16,20.0
202,68000,07-8 -16,23.0
293,68000,07-8 -16,23.0
294,68000,07-8 -16,33.0
295,10004,07-8 -16,24.0
296,10004,07-8 -16,24.0
297,10018,07-8 -16,24.0
203,10005,07-8 -16,24.0
241,10005,07-8 -16,29.0
242,10005,07-8 -16,20.0
243,66000,07-8 -16,28.0
244,66000,07-8 -16,24.0
245,66000,07-8 -16,29.0
246,66000,07-8 -16,17.0
247,66000,07-8 -16,26.0
248,10007,07-8 -16,29.0
204,10007,07-8 -16,21.0
249,10007,07-8 -16,47.0
265,64000,20-8 -16,50.0
266,64000,20-8 -16,44.0
209,64000,20-8 -16,52.0
267,64000,20-8 -16,37.0
268,10013,20-8 -16,36.0
269,10013,20-8 -16,52.0
270,10013,20-8 -16,28.0
271,10014,20-8 -16,20.0
272,10015,20-8 -16,23.0
210,63000,20-8 -16,21.0
273,10002,20-8 -16,29.0
274,10002,20-8 -16,30.0
211,65000,20-8 -16,35.0
212,68000,20-8 -16,38.0
275,10008,20-8 -16,26.0
213,65000,20-8 -16,21.0
214,64000,20-8 -16,17.0
215,10008,20-8 -16,25.0
218,9007,20-8 -16,44.0
220,9020,20-8 -16,49.0
221,10016,20-8 -16,19.0
367625,10009,12-8 -16,40.0
276,10017,12-8 -16,17.0
277,65000,12-8 -16,15.0
278,65000,12-8 -16,20.0
279,65000,12-8 -16,30.0
280,65000,12-8 -16,31.0
281,65000,12-8 -16,34.0
282,65000,12-8 -16,37.0
283,65000,12-8 -16,25.0
207,64000,12-8 -16,20.0
262,64000,12-8 -16,30.0
251,10009,21-8 -16,27.0
252,10009,21-8 -16,33.0
253,10010,21-8 -16,35.0
254,10010,21-8 -16,39.0
205,10009,21-8 -16,38.0
255,10020,21-8 -16,29.0
256,67000,21-8 -16,29.0
257,67000,21-8 -16,25.0
258,67000,21-8 -16,35.0
259,67000,21-8 -16,38.0
260,64000,21-8 -16,18.0
206,64000,21-8 -16,34.0
261,64000,21-8 -16,52.0
207,64000,21-8 -16,44.0
269,10013,21-8 -16,34.0
270,10013,21-8 -16,29.0
271,10014,21-8 -16,31.0
272,10015,21-8 -16,29.0
210,63000,21-8 -16,21.0
273,10002,21-8 -16,49.0
274,10002,21-8 -16,43.0
254,10010,18-8 -16,48.0
205,10009,18-8 -16,40.0
271,10014,18-8 -16,26.0
272,10015,18-8 -16,50.0
210,63000,18-8 -16,23.0
273,10002,18-8 -16,33.0
274,10002,18-8 -16,31.0
211,65000,18-8 -16,30.0
212,68000,18-8 -16,44.0
275,10008,18-8 -16,24.0
207,64000,17-8 -16,37.0
263,64000,17-8 -16,44.0
264,64000,17-8 -16,28.0
265,64000,17-8 -16,34.0
266,64000,17-8 -16,34.0
209,64000,17-8 -16,28.0
267,64000,17-8 -16,38.0
268,10013,17-8 -16,23.0
269,10013,17-8 -16,23.0
270,10013,17-8 -16,32.0
271,10014,17-8 -16,20.0
272,10015,17-8 -16,25.0
210,63000,17-8 -16,22.0
273,10002,17-8 -16,27.0
274,10002,17-8 -16,20.0
211,65000,17-8 -16,40.0
212,68000,17-8 -16,52.0
275,10008,17-8 -16,17.0
213,65000,17-8 -16,20.0
214,64000,17-8 -16,20.0
215,10008,17-8 -16,17.0
218,9007,17-8 -16,34.0
220,9020,17-8 -16,25.0
221,10016,17-8 -16,19.0
223,10014,17-8 -16,20.0
367625,10009,17-8 -16,38.0
263,64000,12-8 -16,34.0
263,64000,21-8 -16,25.0
264,64000,21-8 -16,32.0
265,64000,21-8 -16,41.0
266,64000,21-8 -16,29.0
209,64000,21-8 -16,36.0
267,64000,21-8 -16,26.0
268,10013,21-8 -16,21.0
206,64000,08-8 -16,19.0
261,64000,08-8 -16,41.0
207,64000,08-8 -16,33.0
262,64000,08-8 -16,21.0
263,64000,08-8 -16,22.0
264,64000,08-8 -16,30.0
265,64000,08-8 -16,33.0
266,64000,08-8 -16,32.0
209,64000,08-8 -16,28.0
267,64000,08-8 -16,26.0
268,10013,08-8 -16,25.0
269,10013,08-8 -16,33.0
270,10013,08-8 -16,31.0
250,10008,07-8 -16,49.0
251,10009,07-8 -16,51.0
252,10009,07-8 -16,40.0
253,10010,07-8 -16,41.0
254,10010,07-8 -16,53.0
201,63000,14-8 -16,33.0
291,68000,14-8 -16,34.0
292,68000,14-8 -16,34.0
202,68000,14-8 -16,37.0
293,68000,14-8 -16,38.0
294,68000,14-8 -16,44.0
295,10004,14-8 -16,32.0
296,10004,14-8 -16,42.0
297,10018,14-8 -16,35.0
203,10005,14-8 -16,46.0
241,10005,14-8 -16,39.0
242,10005,14-8 -16,29.0
243,66000,14-8 -16,29.0
244,66000,14-8 -16,37.0
245,66000,14-8 -16,44.0
246,66000,14-8 -16,25.0
247,66000,14-8 -16,38.0
248,10007,14-8 -16,32.0
204,10007,14-8 -16,29.0
249,10007,14-8 -16,43.0
250,10008,14-8 -16,43.0
251,10009,14-8 -16,39.0
252,10009,14-8 -16,45.0
253,10010,14-8 -16,52.0
254,10010,14-8 -16,54.0
205,10009,14-8 -16,47.0
255,10020,14-8 -16,40.0
271,10014,10-8 -16,22.0
272,10015,10-8 -16,27.0
210,63000,10-8 -16,21.0
273,10002,10-8 -16,26.0
274,10002,10-8 -16,21.0
211,65000,10-8 -16,35.0
285,65000,10-8 -16,22.0
286,63000,10-8 -16,18.0
243,66000,10-8 -16,29.0
244,66000,10-8 -16,38.0
245,66000,10-8 -16,26.0
246,66000,10-8 -16,25.0
247,66000,10-8 -16,28.0
248,10007,10-8 -16,29.0
204,10007,10-8 -16,
249,10007,10-8 -16,34.0
250,10008,10-8 -16,29.0
251,10009,10-8 -16,30.0
252,10009,10-8 -16,33.0
276,10017,17-8 -16,19.0
277,65000,17-8 -16,14.0
278,65000,17-8 -16,14.0
279,65000,17-8 -16,21.0
280,65000,17-8 -16,30.0
281,65000,17-8 -16,41.0
282,65000,17-8 -16,30.0
283,65000,17-8 -16,22.0
284,65000,17-8 -16,35.0
285,65000,17-8 -16,17.0
286,63000,17-8 -16,22.0
287,63000,17-8 -16,23.0
288,63000,17-8 -16,23.0
289,63000,17-8 -16,20.0
290,63000,17-8 -16,20.0
201,63000,17-8 -16,36.0
291,68000,17-8 -16,34.0
292,68000,17-8 -16,27.0
202,68000,17-8 -16,34.0
293,68000,17-8 -16,46.0
294,68000,17-8 -16,70.0
295,10004,17-8 -16,37.0
296,10004,17-8 -16,34.0
297,10018,17-8 -16,28.0
203,10005,17-8 -16,32.0
241,10005,17-8 -16,24.0
242,10005,17-8 -16,18.0
243,66000,17-8 -16,18.0
244,66000,17-8 -16,25.0
245,66000,17-8 -16,26.0
211,65000,21-8 -16,55.0
212,68000,21-8 -16,47.0
213,65000,18-8 -16,34.0
214,64000,18-8 -16,37.0
215,10008,18-8 -16,26.0
218,9007,18-8 -16,43.0
220,9020,18-8 -16,27.0
221,10016,18-8 -16,26.0
223,10014,18-8 -16,20.0
271,10014,08-8 -16,18.0
256,67000,14-8 -16,57.0
257,67000,14-8 -16,64.0
258,67000,14-8 -16,59.0
259,67000,14-8 -16,50.0
260,64000,14-8 -16,57.0
206,64000,14-8 -16,42.0
261,64000,14-8 -16,41.0
207,64000,14-8 -16,43.0
262,64000,14-8 -16,24.0
251,10009,06-8 -16,52.0
252,10009,06-8 -16,54.0
253,10010,10-8 -16,34.0
254,10010,10-8 -16,38.0
205,10009,10-8 -16,40.0
253,10010,06-8 -16,54.0
254,10010,06-8 -16,60.0
205,10009,06-8 -16,51.0
255,10020,06-8 -16,56.0
256,67000,06-8 -16,55.0
257,67000,06-8 -16,36.0
258,67000,06-8 -16,57.0
259,67000,06-8 -16,39.0
260,64000,06-8 -16,31.0
206,64000,06-8 -16,30.0
261,64000,06-8 -16,33.0
207,64000,06-8 -16,42.0
262,64000,06-8 -16,29.0
263,64000,06-8 -16,38.0
264,64000,06-8 -16,42.0
265,64000,06-8 -16,32.0
266,64000,06-8 -16,26.0
209,64000,06-8 -16,27.0
267,64000,06-8 -16,32.0
268,10013,06-8 -16,28.0
269,10013,06-8 -16,32.0
270,10013,06-8 -16,35.0
271,10014,06-8 -16,36.0
272,10015,06-8 -16,28.0
210,63000,06-8 -16,20.0
273,10002,06-8 -16,28.0
274,10002,06-8 -16,21.0
211,65000,06-8 -16,43.0
212,68000,06-8 -16,42.0
275,10008,06-8 -16,49.0
213,65000,06-8 -16,23.0
214,64000,06-8 -16,27.0
215,10008,06-8 -16,31.0
218,9007,06-8 -16,46.0
220,9020,06-8 -16,62.0
221,10016,06-8 -16,61.0
223,10014,06-8 -16,27.0
287,63000,10-8 -16,25.0
288,63000,10-8 -16,23.0
289,63000,10-8 -16,17.0
290,63000,10-8 -16,16.0
201,63000,10-8 -16,35.0
291,68000,10-8 -16,25.0
292,68000,10-8 -16,30.0
202,68000,10-8 -16,33.0
293,68000,10-8 -16,31.0
294,68000,10-8 -16,30.0
295,10004,10-8 -16,31.0
296,10004,10-8 -16,43.0
297,10018,10-8 -16,32.0
203,10005,10-8 -16,34.0
241,10005,10-8 -16,38.0
242,10005,10-8 -16,47.0
260,64000,10-8 -16,43.0
367625,10009,06-8 -16,58.0
276,10017,06-8 -16,15.0
277,65000,06-8 -16,13.0
278,65000,06-8 -16,22.0
279,65000,06-8 -16,24.0
280,65000,06-8 -16,22.0
281,65000,06-8 -16,26.0
263,64000,14-8 -16,21.0
264,64000,14-8 -16,
265,64000,14-8 -16,32.0
266,64000,14-8 -16,28.0
209,64000,14-8 -16,30.0
267,64000,14-8 -16,27.0
268,10013,14-8 -16,18.0
269,10013,14-8 -16,37.0
270,10013,14-8 -16,27.0
271,10014,14-8 -16,27.0
272,10015,14-8 -16,30.0
210,63000,14-8 -16,29.0
273,10002,14-8 -16,26.0
274,10002,14-8 -16,31.0
211,65000,14-8 -16,
212,68000,14-8 -16,48.0
275,10008,14-8 -16,44.0
213,65000,14-8 -16,21.0
214,64000,14-8 -16,22.0
215,10008,14-8 -16,25.0
218,9007,14-8 -16,24.0
282,65000,06-8 -16,26.0
283,65000,06-8 -16,18.0
284,65000,06-8 -16,26.0
285,65000,06-8 -16,23.0
286,63000,06-8 -16,28.0
287,63000,06-8 -16,28.0
288,63000,06-8 -16,30.0
289,63000,06-8 -16,20.0
290,63000,06-8 -16,24.0
210,63000,13-8 -16,26.0
273,10002,13-8 -16,18.0
274,10002,13-8 -16,18.0
211,65000,13-8 -16,26.0
212,68000,13-8 -16,29.0
275,10008,13-8 -16,28.0
213,65000,13-8 -16,14.0
214,64000,13-8 -16,15.0
215,10008,13-8 -16,24.0
218,9007,13-8 -16,22.0
220,9020,13-8 -16,25.0
221,10016,13-8 -16,20.0
223,10014,13-8 -16,15.0
367625,10009,13-8 -16,46.0
276,10017,13-8 -16,21.0
277,65000,13-8 -16,17.0
278,65000,13-8 -16,20.0
279,65000,13-8 -16,19.0
280,65000,13-8 -16,15.0
281,65000,13-8 -16,14.0
282,65000,13-8 -16,18.0
283,65000,13-8 -16,17.0
284,65000,13-8 -16,20.0
285,65000,13-8 -16,20.0
286,63000,13-8 -16,21.0
287,63000,13-8 -16,12.0
288,63000,13-8 -16,18.0
289,63000,13-8 -16,14.0
290,63000,13-8 -16,14.0
201,63000,13-8 -16,27.0
291,68000,13-8 -16,17.0
292,68000,13-8 -16,19.0
202,68000,13-8 -16,27.0
293,68000,13-8 -16,19.0
294,68000,13-8 -16,26.0
295,10004,13-8 -16,17.0
296,10004,13-8 -16,24.0
297,10018,13-8 -16,20.0
277,65000,11-8 -16,27.0
278,65000,11-8 -16,40.0
279,65000,11-8 -16,41.0
