SITEID,COUNTYID,DATACREATIONDATE,PSI
212,68000,14-7 -16,40.0
213,65000,14-7 -16,27.0
214,64000,14-7 -16,23.0
215,10008,14-7 -16,19.0
218,9007,14-7 -16,27.0
220,9020,14-7 -16,26.0
221,10016,14-7 -16,15.0
223,10014,14-7 -16,26.0
367625,10009,14-7 -16,48.0
276,10017,14-7 -16,31.0
277,65000,14-7 -16,37.0
278,65000,14-7 -16,40.0
279,65000,14-7 -16,28.0
280,65000,14-7 -16,36.0
281,65000,14-7 -16,39.0
282,65000,14-7 -16,32.0
283,65000,14-7 -16,36.0
284,65000,14-7 -16,41.0
285,65000,14-7 -16,38.0
286,63000,14-7 -16,32.0
287,63000,14-7 -16,27.0
288,63000,14-7 -16,29.0
289,63000,14-7 -16,30.0
290,63000,14-7 -16,28.0
201,63000,14-7 -16,58.0
291,68000,14-7 -16,38.0
292,68000,14-7 -16,39.0
202,68000,14-7 -16,35.0
293,68000,14-7 -16,46.0
297,10018,14-7 -16,27.0
203,10005,14-7 -16,30.0
241,10005,14-7 -16,33.0
242,10005,14-7 -16,26.0
243,66000,14-7 -16,24.0
250,10008,18-7 -16,29.0
251,10009,18-7 -16,30.0
252,10009,18-7 -16,29.0
242,10005,19-7 -16,18.0
243,66000,19-7 -16,17.0
244,66000,19-7 -16,24.0
245,66000,19-7 -16,36.0
246,66000,19-7 -16,13.0
247,66000,19-7 -16,25.0
248,10007,19-7 -16,29.0
204,10007,19-7 -16,35.0
249,10007,19-7 -16,28.0
250,10008,19-7 -16,29.0
251,10009,19-7 -16,28.0
252,10009,19-7 -16,24.0
253,10010,19-7 -16,24.0
254,10010,19-7 -16,29.0
205,10009,19-7 -16,20.0
255,10020,19-7 -16,31.0
256,67000,19-7 -16,25.0
257,67000,19-7 -16,17.0
258,67000,19-7 -16,27.0
259,67000,19-7 -16,22.0
260,64000,19-7 -16,19.0
206,64000,19-7 -16,22.0
261,64000,19-7 -16,36.0
207,64000,19-7 -16,40.0
262,64000,19-7 -16,25.0
263,64000,19-7 -16,19.0
264,64000,19-7 -16,40.0
265,64000,19-7 -16,31.0
266,64000,19-7 -16,28.0
209,64000,19-7 -16,19.0
267,64000,19-7 -16,19.0
268,10013,19-7 -16,28.0
269,10013,19-7 -16,37.0
270,10013,19-7 -16,18.0
241,10005,18-7 -16,37.0
242,10005,18-7 -16,23.0
279,65000,18-7 -16,29.0
280,65000,18-7 -16,25.0
281,65000,18-7 -16,29.0
282,65000,18-7 -16,25.0
283,65000,18-7 -16,29.0
284,65000,18-7 -16,38.0
285,65000,18-7 -16,25.0
286,63000,18-7 -16,28.0
287,63000,18-7 -16,21.0
288,63000,18-7 -16,28.0
289,63000,18-7 -16,26.0
290,63000,18-7 -16,24.0
201,63000,18-7 -16,40.0
291,68000,18-7 -16,26.0
292,68000,18-7 -16,33.0
202,68000,18-7 -16,43.0
293,68000,18-7 -16,31.0
294,68000,18-7 -16,25.0
295,10004,18-7 -16,32.0
296,10004,18-7 -16,27.0
297,10018,18-7 -16,25.0
203,10005,18-7 -16,30.0
243,66000,18-7 -16,13.0
244,66000,18-7 -16,28.0
245,66000,18-7 -16,18.0
246,66000,18-7 -16,18.0
247,66000,18-7 -16,26.0
248,10007,18-7 -16,31.0
204,10007,18-7 -16,32.0
249,10007,18-7 -16,23.0
241,10005,17-7 -16,38.0
242,10005,17-7 -16,28.0
243,66000,17-7 -16,33.0
244,66000,17-7 -16,28.0
245,66000,17-7 -16,35.0
246,66000,17-7 -16,28.0
247,66000,17-7 -16,35.0
248,10007,17-7 -16,34.0
204,10007,17-7 -16,32.0
249,10007,17-7 -16,37.0
250,10008,17-7 -16,32.0
251,10009,17-7 -16,30.0
206,64000,17-7 -16,29.0
261,64000,17-7 -16,41.0
207,64000,17-7 -16,48.0
262,64000,17-7 -16,30.0
263,64000,17-7 -16,21.0
264,64000,17-7 -16,50.0
265,64000,17-7 -16,40.0
266,64000,17-7 -16,36.0
209,64000,17-7 -16,28.0
267,64000,17-7 -16,36.0
268,10013,17-7 -16,40.0
269,10013,17-7 -16,50.0
270,10013,17-7 -16,31.0
271,10014,17-7 -16,31.0
272,10015,17-7 -16,39.0
210,63000,17-7 -16,21.0
273,10002,17-7 -16,42.0
274,10002,17-7 -16,48.0
211,65000,17-7 -16,56.0
212,68000,17-7 -16,61.0
275,10008,17-7 -16,32.0
213,65000,17-7 -16,31.0
244,66000,14-7 -16,28.0
245,66000,14-7 -16,32.0
246,66000,14-7 -16,28.0
247,66000,14-7 -16,31.0
248,10007,14-7 -16,32.0
255,10020,13-7 -16,
220,9020,18-7 -16,43.0
221,10016,18-7 -16,17.0
223,10014,18-7 -16,22.0
367625,10009,18-7 -16,32.0
276,10017,18-7 -16,21.0
277,65000,18-7 -16,19.0
278,65000,18-7 -16,24.0
272,10015,18-7 -16,35.0
210,63000,18-7 -16,19.0
273,10002,18-7 -16,34.0
274,10002,18-7 -16,38.0
211,65000,18-7 -16,38.0
212,68000,18-7 -16,44.0
275,10008,18-7 -16,25.0
213,65000,18-7 -16,24.0
214,64000,18-7 -16,25.0
215,10008,18-7 -16,19.0
218,9007,18-7 -16,25.0
252,10009,17-7 -16,31.0
253,10010,17-7 -16,33.0
254,10010,17-7 -16,42.0
205,10009,17-7 -16,30.0
255,10020,17-7 -16,35.0
256,67000,17-7 -16,35.0
257,67000,17-7 -16,24.0
258,67000,17-7 -16,33.0
259,67000,17-7 -16,30.0
260,64000,17-7 -16,24.0
214,64000,15-7 -16,25.0
215,10008,15-7 -16,32.0
218,9007,15-7 -16,48.0
220,9020,15-7 -16,35.0
221,10016,15-7 -16,27.0
223,10014,15-7 -16,31.0
367625,10009,15-7 -16,44.0
276,10017,15-7 -16,25.0
277,65000,15-7 -16,45.0
278,65000,15-7 -16,34.0
279,65000,15-7 -16,44.0
280,65000,15-7 -16,43.0
281,65000,15-7 -16,44.0
282,65000,15-7 -16,30.0
283,65000,15-7 -16,47.0
284,65000,15-7 -16,39.0
285,65000,15-7 -16,34.0
286,63000,15-7 -16,54.0
287,63000,15-7 -16,47.0
288,63000,15-7 -16,47.0
289,63000,15-7 -16,42.0
290,63000,15-7 -16,47.0
201,63000,15-7 -16,56.0
291,68000,15-7 -16,39.0
292,68000,15-7 -16,39.0
202,68000,15-7 -16,44.0
293,68000,15-7 -16,41.0
294,68000,15-7 -16,48.0
295,10004,15-7 -16,35.0
296,10004,15-7 -16,39.0
297,10018,15-7 -16,39.0
203,10005,15-7 -16,42.0
241,10005,15-7 -16,44.0
248,10007,15-7 -16,40.0
204,10007,15-7 -16,32.0
249,10007,15-7 -16,27.0
250,10008,15-7 -16,34.0
214,64000,19-7 -16,18.0
215,10008,19-7 -16,19.0
218,9007,19-7 -16,42.0
220,9020,19-7 -16,30.0
221,10016,19-7 -16,12.0
223,10014,19-7 -16,17.0
367625,10009,19-7 -16,36.0
276,10017,19-7 -16,22.0
277,65000,19-7 -16,23.0
278,65000,19-7 -16,23.0
279,65000,19-7 -16,16.0
280,65000,19-7 -16,28.0
281,65000,19-7 -16,29.0
282,65000,19-7 -16,22.0
283,65000,19-7 -16,24.0
284,65000,19-7 -16,33.0
285,65000,19-7 -16,22.0
286,63000,19-7 -16,31.0
287,63000,19-7 -16,28.0
288,63000,19-7 -16,22.0
289,63000,19-7 -16,21.0
290,63000,19-7 -16,25.0
201,63000,19-7 -16,41.0
268,10013,18-7 -16,36.0
269,10013,18-7 -16,55.0
270,10013,18-7 -16,27.0
271,10014,18-7 -16,31.0
206,64000,18-7 -16,22.0
261,64000,18-7 -16,41.0
207,64000,18-7 -16,39.0
262,64000,18-7 -16,30.0
263,64000,18-7 -16,34.0
264,64000,18-7 -16,50.0
265,64000,18-7 -16,36.0
266,64000,18-7 -16,
209,64000,18-7 -16,28.0
267,64000,18-7 -16,31.0
275,10008,14-7 -16,33.0
271,10014,19-7 -16,21.0
272,10015,19-7 -16,37.0
210,63000,19-7 -16,21.0
273,10002,19-7 -16,25.0
274,10002,19-7 -16,34.0
211,65000,19-7 -16,41.0
212,68000,19-7 -16,44.0
275,10008,19-7 -16,30.0
213,65000,19-7 -16,18.0
253,10010,18-7 -16,31.0
254,10010,18-7 -16,47.0
205,10009,18-7 -16,31.0
255,10020,18-7 -16,29.0
256,67000,18-7 -16,29.0
257,67000,18-7 -16,21.0
258,67000,18-7 -16,28.0
259,67000,18-7 -16,27.0
260,64000,18-7 -16,16.0
251,10009,15-7 -16,30.0
252,10009,15-7 -16,28.0
253,10010,15-7 -16,28.0
254,10010,15-7 -16,37.0
205,10009,15-7 -16,28.0
255,10020,15-7 -16,34.0
256,67000,15-7 -16,29.0
257,67000,15-7 -16,25.0
258,67000,15-7 -16,29.0
259,67000,15-7 -16,26.0
260,64000,15-7 -16,27.0
206,64000,15-7 -16,21.0
261,64000,15-7 -16,59.0
207,64000,15-7 -16,51.0
262,64000,15-7 -16,30.0
263,64000,15-7 -16,18.0
264,64000,15-7 -16,50.0
265,64000,15-7 -16,32.0
266,64000,15-7 -16,36.0
209,64000,15-7 -16,30.0
267,64000,15-7 -16,32.0
268,10013,15-7 -16,38.0
269,10013,15-7 -16,53.0
270,10013,15-7 -16,27.0
271,10014,15-7 -16,34.0
272,10015,15-7 -16,38.0
210,63000,15-7 -16,24.0
273,10002,15-7 -16,36.0
274,10002,15-7 -16,37.0
211,65000,15-7 -16,58.0
212,68000,15-7 -16,56.0
275,10008,15-7 -16,29.0
213,65000,15-7 -16,40.0
291,68000,19-7 -16,31.0
292,68000,19-7 -16,40.0
202,68000,19-7 -16,35.0
293,68000,19-7 -16,37.0
294,68000,19-7 -16,34.0
295,10004,19-7 -16,28.0
296,10004,19-7 -16,22.0
297,10018,19-7 -16,25.0
203,10005,19-7 -16,26.0
241,10005,19-7 -16,27.0
243,66000,11-7 -16,18.0
244,66000,11-7 -16,14.0
245,66000,11-7 -16,21.0
246,66000,11-7 -16,12.0
247,66000,11-7 -16,18.0
248,10007,11-7 -16,20.0
204,10007,11-7 -16,21.0
249,10007,11-7 -16,18.0
250,10008,11-7 -16,18.0
251,10009,11-7 -16,17.0
252,10009,11-7 -16,18.0
253,10010,11-7 -16,14.0
254,10010,11-7 -16,20.0
205,10009,11-7 -16,17.0
255,10020,11-7 -16,17.0
256,67000,11-7 -16,18.0
257,67000,11-7 -16,18.0
258,67000,11-7 -16,31.0
259,67000,11-7 -16,21.0
260,64000,11-7 -16,
206,64000,11-7 -16,24.0
261,64000,11-7 -16,30.0
207,64000,11-7 -16,45.0
262,64000,11-7 -16,24.0
263,64000,11-7 -16,32.0
264,64000,11-7 -16,45.0
265,64000,11-7 -16,31.0
266,64000,11-7 -16,40.0
209,64000,11-7 -16,31.0
267,64000,11-7 -16,34.0
268,10013,11-7 -16,28.0
269,10013,11-7 -16,34.0
270,10013,11-7 -16,37.0
271,10014,11-7 -16,20.0
272,10015,11-7 -16,42.0
210,63000,11-7 -16,26.0
297,10018,21-7 -16,31.0
203,10005,21-7 -16,31.0
296,10004,22-7 -16,31.0
297,10018,22-7 -16,33.0
203,10005,22-7 -16,34.0
241,10005,22-7 -16,44.0
242,10005,22-7 -16,31.0
243,66000,22-7 -16,32.0
244,66000,22-7 -16,30.0
245,66000,22-7 -16,41.0
246,66000,22-7 -16,32.0
247,66000,22-7 -16,44.0
248,10007,22-7 -16,41.0
204,10007,22-7 -16,37.0
249,10007,22-7 -16,45.0
250,10008,22-7 -16,43.0
251,10009,22-7 -16,33.0
252,10009,22-7 -16,33.0
253,10010,22-7 -16,32.0
254,10010,22-7 -16,42.0
205,10009,22-7 -16,32.0
255,10020,22-7 -16,39.0
256,67000,22-7 -16,32.0
257,67000,22-7 -16,27.0
258,67000,22-7 -16,38.0
259,67000,22-7 -16,28.0
260,64000,22-7 -16,21.0
206,64000,22-7 -16,44.0
261,64000,22-7 -16,48.0
207,64000,22-7 -16,49.0
262,64000,22-7 -16,19.0
263,64000,22-7 -16,30.0
264,64000,22-7 -16,44.0
265,64000,22-7 -16,28.0
260,64000,21-7 -16,24.0
206,64000,21-7 -16,28.0
261,64000,21-7 -16,48.0
207,64000,21-7 -16,45.0
262,64000,21-7 -16,20.0
214,64000,20-7 -16,27.0
215,10008,20-7 -16,21.0
218,9007,20-7 -16,27.0
220,9020,20-7 -16,24.0
221,10016,20-7 -16,15.0
223,10014,20-7 -16,20.0
367625,10009,20-7 -16,
276,10017,20-7 -16,27.0
277,65000,20-7 -16,32.0
278,65000,20-7 -16,37.0
279,65000,20-7 -16,32.0
280,65000,20-7 -16,
281,65000,20-7 -16,41.0
282,65000,20-7 -16,30.0
283,65000,20-7 -16,34.0
284,65000,20-7 -16,30.0
285,65000,20-7 -16,23.0
286,63000,20-7 -16,28.0
287,63000,20-7 -16,28.0
288,63000,20-7 -16,30.0
289,63000,20-7 -16,39.0
290,63000,20-7 -16,27.0
201,63000,20-7 -16,39.0
291,68000,20-7 -16,42.0
292,68000,20-7 -16,27.0
202,68000,20-7 -16,27.0
293,68000,20-7 -16,34.0
294,68000,20-7 -16,27.0
295,10004,20-7 -16,23.0
296,10004,20-7 -16,25.0
297,10018,20-7 -16,21.0
203,10005,20-7 -16,22.0
241,10005,20-7 -16,23.0
242,10005,20-7 -16,30.0
251,10009,20-7 -16,35.0
252,10009,20-7 -16,28.0
253,10010,20-7 -16,27.0
254,10010,20-7 -16,32.0
218,9007,24-7 -16,61.0
220,9020,24-7 -16,37.0
221,10016,24-7 -16,19.0
223,10014,24-7 -16,23.0
367625,10009,24-7 -16,37.0
276,10017,24-7 -16,55.0
277,65000,24-7 -16,53.0
278,65000,24-7 -16,35.0
279,65000,24-7 -16,68.0
280,65000,24-7 -16,47.0
281,65000,24-7 -16,51.0
282,65000,24-7 -16,39.0
283,65000,24-7 -16,52.0
284,65000,24-7 -16,48.0
285,65000,24-7 -16,39.0
286,63000,24-7 -16,45.0
287,63000,24-7 -16,52.0
288,63000,24-7 -16,60.0
289,63000,24-7 -16,63.0
290,63000,24-7 -16,55.0
201,63000,24-7 -16,58.0
291,68000,24-7 -16,49.0
292,68000,24-7 -16,36.0
202,68000,24-7 -16,35.0
293,68000,24-7 -16,44.0
294,68000,24-7 -16,46.0
295,10004,24-7 -16,36.0
296,10004,24-7 -16,34.0
297,10018,24-7 -16,35.0
203,10005,24-7 -16,34.0
241,10005,24-7 -16,39.0
273,10002,20-7 -16,28.0
274,10002,20-7 -16,30.0
211,65000,20-7 -16,43.0
212,68000,20-7 -16,49.0
275,10008,20-7 -16,23.0
213,65000,20-7 -16,22.0
266,64000,22-7 -16,23.0
209,64000,22-7 -16,23.0
267,64000,22-7 -16,
268,10013,22-7 -16,32.0
269,10013,22-7 -16,35.0
270,10013,22-7 -16,25.0
271,10014,22-7 -16,17.0
272,10015,22-7 -16,16.0
210,63000,22-7 -16,
273,10002,22-7 -16,36.0
274,10002,22-7 -16,32.0
211,65000,22-7 -16,56.0
212,68000,22-7 -16,50.0
275,10008,22-7 -16,36.0
213,65000,22-7 -16,38.0
214,64000,22-7 -16,18.0
215,10008,22-7 -16,57.0
218,9007,22-7 -16,60.0
220,9020,22-7 -16,57.0
221,10016,22-7 -16,27.0
223,10014,22-7 -16,14.0
276,10017,21-7 -16,72.0
277,65000,21-7 -16,43.0
278,65000,21-7 -16,69.0
279,65000,21-7 -16,60.0
280,65000,21-7 -16,53.0
281,65000,21-7 -16,48.0
282,65000,21-7 -16,45.0
283,65000,21-7 -16,45.0
284,65000,21-7 -16,39.0
285,65000,21-7 -16,32.0
286,63000,21-7 -16,36.0
287,63000,21-7 -16,41.0
288,63000,21-7 -16,48.0
289,63000,21-7 -16,53.0
290,63000,21-7 -16,41.0
201,63000,21-7 -16,53.0
291,68000,21-7 -16,40.0
292,68000,21-7 -16,26.0
202,68000,21-7 -16,31.0
293,68000,21-7 -16,34.0
294,68000,21-7 -16,41.0
295,10004,21-7 -16,23.0
296,10004,21-7 -16,30.0
248,10007,21-7 -16,29.0
204,10007,21-7 -16,22.0
249,10007,21-7 -16,26.0
250,10008,21-7 -16,39.0
251,10009,21-7 -16,35.0
252,10009,21-7 -16,32.0
253,10010,21-7 -16,47.0
254,10010,21-7 -16,30.0
205,10009,21-7 -16,23.0
255,10020,21-7 -16,37.0
256,67000,21-7 -16,28.0
257,67000,21-7 -16,22.0
258,67000,21-7 -16,29.0
242,10005,21-7 -16,28.0
243,66000,21-7 -16,26.0
244,66000,21-7 -16,27.0
245,66000,21-7 -16,30.0
246,66000,21-7 -16,19.0
247,66000,21-7 -16,29.0
259,67000,21-7 -16,21.0
266,64000,21-7 -16,29.0
209,64000,21-7 -16,18.0
267,64000,21-7 -16,25.0
268,10013,21-7 -16,24.0
269,10013,21-7 -16,36.0
270,10013,21-7 -16,12.0
271,10014,21-7 -16,11.0
272,10015,21-7 -16,19.0
210,63000,21-7 -16,32.0
273,10002,21-7 -16,31.0
274,10002,21-7 -16,37.0
211,65000,21-7 -16,38.0
212,68000,21-7 -16,32.0
275,10008,21-7 -16,30.0
213,65000,21-7 -16,21.0
214,64000,21-7 -16,24.0
242,10005,15-7 -16,39.0
243,66000,15-7 -16,41.0
244,66000,15-7 -16,35.0
245,66000,15-7 -16,40.0
246,66000,15-7 -16,31.0
247,66000,15-7 -16,37.0
242,10005,24-7 -16,27.0
243,66000,24-7 -16,30.0
244,66000,24-7 -16,22.0
245,66000,24-7 -16,29.0
246,66000,24-7 -16,22.0
247,66000,24-7 -16,27.0
248,10007,24-7 -16,27.0
204,10007,24-7 -16,22.0
249,10007,24-7 -16,25.0
250,10008,24-7 -16,32.0
251,10009,24-7 -16,34.0
252,10009,24-7 -16,31.0
253,10010,24-7 -16,28.0
254,10010,24-7 -16,35.0
205,10009,24-7 -16,29.0
255,10020,24-7 -16,33.0
256,67000,24-7 -16,27.0
257,67000,24-7 -16,29.0
258,67000,24-7 -16,33.0
259,67000,24-7 -16,31.0
260,64000,24-7 -16,36.0
206,64000,24-7 -16,31.0
261,64000,24-7 -16,49.0
207,64000,24-7 -16,41.0
262,64000,24-7 -16,28.0
263,64000,24-7 -16,26.0
264,64000,24-7 -16,44.0
265,64000,24-7 -16,33.0
266,64000,24-7 -16,29.0
209,64000,24-7 -16,30.0
267,64000,24-7 -16,28.0
265,64000,21-7 -16,
215,10008,21-7 -16,52.0
218,9007,21-7 -16,36.0
220,9020,21-7 -16,36.0
221,10016,21-7 -16,17.0
223,10014,21-7 -16,14.0
367625,10009,21-7 -16,35.0
241,10005,21-7 -16,33.0
244,66000,20-7 -16,26.0
245,66000,20-7 -16,46.0
246,66000,20-7 -16,37.0
247,66000,20-7 -16,42.0
248,10007,20-7 -16,37.0
204,10007,20-7 -16,32.0
249,10007,20-7 -16,37.0
250,10008,20-7 -16,42.0
205,10009,20-7 -16,31.0
255,10020,20-7 -16,43.0
256,67000,20-7 -16,33.0
257,67000,20-7 -16,31.0
258,67000,20-7 -16,29.0
259,67000,20-7 -16,26.0
260,64000,20-7 -16,62.0
206,64000,20-7 -16,27.0
261,64000,20-7 -16,66.0
207,64000,20-7 -16,50.0
272,10015,24-7 -16,22.0
210,63000,24-7 -16,54.0
273,10002,24-7 -16,37.0
274,10002,24-7 -16,47.0
211,65000,24-7 -16,58.0
212,68000,24-7 -16,54.0
275,10008,24-7 -16,48.0
213,65000,24-7 -16,54.0
214,64000,24-7 -16,35.0
215,10008,24-7 -16,43.0
268,10013,24-7 -16,
367625,10009,22-7 -16,31.0
276,10017,22-7 -16,40.0
277,65000,22-7 -16,44.0
278,65000,22-7 -16,50.0
279,65000,22-7 -16,71.0
280,65000,22-7 -16,55.0
281,65000,22-7 -16,49.0
282,65000,22-7 -16,47.0
283,65000,22-7 -16,40.0
284,65000,22-7 -16,45.0
285,65000,22-7 -16,27.0
286,63000,22-7 -16,48.0
287,63000,22-7 -16,49.0
288,63000,22-7 -16,38.0
289,63000,22-7 -16,61.0
290,63000,22-7 -16,48.0
201,63000,22-7 -16,52.0
291,68000,22-7 -16,44.0
292,68000,22-7 -16,42.0
202,68000,22-7 -16,31.0
293,68000,22-7 -16,44.0
294,68000,22-7 -16,43.0
295,10004,22-7 -16,30.0
263,64000,21-7 -16,21.0
264,64000,21-7 -16,51.0
262,64000,20-7 -16,20.0
263,64000,20-7 -16,17.0
264,64000,20-7 -16,41.0
265,64000,20-7 -16,27.0
266,64000,20-7 -16,38.0
209,64000,20-7 -16,
267,64000,20-7 -16,27.0
268,10013,20-7 -16,29.0
269,10013,20-7 -16,35.0
270,10013,20-7 -16,19.0
271,10014,20-7 -16,14.0
272,10015,20-7 -16,22.0
210,63000,20-7 -16,31.0
243,66000,20-7 -16,16.0
213,65000,16-7 -16,35.0
214,64000,16-7 -16,24.0
215,10008,16-7 -16,31.0
218,9007,16-7 -16,35.0
220,9020,16-7 -16,37.0
221,10016,16-7 -16,20.0
223,10014,16-7 -16,34.0
367625,10009,16-7 -16,43.0
276,10017,16-7 -16,31.0
277,65000,16-7 -16,35.0
278,65000,16-7 -16,38.0
279,65000,16-7 -16,41.0
280,65000,16-7 -16,38.0
281,65000,16-7 -16,41.0
282,65000,16-7 -16,29.0
283,65000,16-7 -16,41.0
284,65000,16-7 -16,38.0
285,65000,16-7 -16,34.0
286,63000,16-7 -16,41.0
287,63000,16-7 -16,42.0
288,63000,16-7 -16,43.0
289,63000,16-7 -16,38.0
290,63000,16-7 -16,36.0
201,63000,16-7 -16,54.0
291,68000,16-7 -16,35.0
292,68000,16-7 -16,35.0
202,68000,16-7 -16,39.0
293,68000,16-7 -16,36.0
294,68000,16-7 -16,43.0
295,10004,16-7 -16,30.0
296,10004,16-7 -16,37.0
297,10018,16-7 -16,30.0
203,10005,16-7 -16,29.0
241,10005,16-7 -16,35.0
242,10005,16-7 -16,
243,66000,16-7 -16,24.0
269,10013,24-7 -16,49.0
270,10013,24-7 -16,20.0
271,10014,24-7 -16,
244,66000,16-7 -16,32.0
245,66000,16-7 -16,30.0
246,66000,16-7 -16,24.0
247,66000,16-7 -16,33.0
248,10007,16-7 -16,35.0
204,10007,16-7 -16,35.0
249,10007,16-7 -16,21.0
250,10008,16-7 -16,28.0
251,10009,16-7 -16,31.0
252,10009,16-7 -16,33.0
259,67000,16-7 -16,27.0
260,64000,16-7 -16,19.0
206,64000,16-7 -16,25.0
261,64000,16-7 -16,50.0
207,64000,16-7 -16,51.0
262,64000,16-7 -16,34.0
263,64000,16-7 -16,27.0
264,64000,16-7 -16,51.0
265,64000,16-7 -16,29.0
266,64000,16-7 -16,31.0
209,64000,16-7 -16,27.0
267,64000,16-7 -16,35.0
268,10013,16-7 -16,30.0
269,10013,16-7 -16,37.0
270,10013,16-7 -16,27.0
271,10014,16-7 -16,29.0
272,10015,16-7 -16,29.0
210,63000,16-7 -16,20.0
273,10002,16-7 -16,39.0
274,10002,16-7 -16,41.0
211,65000,16-7 -16,50.0
212,68000,16-7 -16,44.0
275,10008,16-7 -16,27.0
273,10002,11-7 -16,29.0
274,10002,11-7 -16,22.0
211,65000,11-7 -16,42.0
212,68000,11-7 -16,43.0
275,10008,11-7 -16,20.0
213,65000,11-7 -16,21.0
214,64000,11-7 -16,27.0
215,10008,11-7 -16,14.0
218,9007,11-7 -16,20.0
220,9020,11-7 -16,23.0
221,10016,11-7 -16,18.0
223,10014,11-7 -16,19.0
367625,10009,11-7 -16,24.0
253,10010,16-7 -16,32.0
254,10010,16-7 -16,45.0
205,10009,16-7 -16,31.0
255,10020,16-7 -16,37.0
256,67000,16-7 -16,33.0
257,67000,16-7 -16,32.0
258,67000,16-7 -16,35.0
209,64000,23-7 -16,31.0
267,64000,23-7 -16,40.0
268,10013,23-7 -16,28.0
269,10013,23-7 -16,41.0
270,10013,23-7 -16,21.0
271,10014,23-7 -16,13.0
272,10015,23-7 -16,22.0
210,63000,23-7 -16,32.0
273,10002,23-7 -16,33.0
274,10002,23-7 -16,30.0
211,65000,23-7 -16,48.0
212,68000,23-7 -16,51.0
275,10008,23-7 -16,31.0
213,65000,23-7 -16,31.0
214,64000,23-7 -16,25.0
215,10008,23-7 -16,32.0
218,9007,23-7 -16,42.0
220,9020,23-7 -16,40.0
221,10016,23-7 -16,23.0
223,10014,23-7 -16,15.0
367625,10009,23-7 -16,32.0
276,10017,23-7 -16,22.0
277,65000,23-7 -16,32.0
278,65000,23-7 -16,30.0
279,65000,23-7 -16,32.0
280,65000,23-7 -16,45.0
281,65000,23-7 -16,48.0
282,65000,23-7 -16,35.0
283,65000,23-7 -16,40.0
284,65000,23-7 -16,56.0
285,65000,23-7 -16,34.0
286,63000,23-7 -16,40.0
287,63000,23-7 -16,40.0
288,63000,23-7 -16,34.0
289,63000,23-7 -16,38.0
290,63000,23-7 -16,33.0
201,63000,23-7 -16,48.0
291,68000,23-7 -16,47.0
292,68000,23-7 -16,48.0
202,68000,23-7 -16,31.0
293,68000,23-7 -16,46.0
294,68000,23-7 -16,45.0
295,10004,23-7 -16,36.0
296,10004,23-7 -16,35.0
297,10018,23-7 -16,31.0
203,10005,23-7 -16,34.0
247,66000,23-7 -16,44.0
248,10007,23-7 -16,46.0
204,10007,23-7 -16,40.0
249,10007,23-7 -16,37.0
250,10008,23-7 -16,38.0
251,10009,23-7 -16,24.0
252,10009,23-7 -16,35.0
253,10010,23-7 -16,35.0
254,10010,23-7 -16,34.0
205,10009,23-7 -16,29.0
255,10020,23-7 -16,31.0
256,67000,23-7 -16,24.0
257,67000,23-7 -16,20.0
258,67000,23-7 -16,26.0
259,67000,23-7 -16,21.0
260,64000,23-7 -16,23.0
206,64000,23-7 -16,26.0
