SITEID,COUNTYID,PSI,DATACREATIONDATE
223,10014,21.0,2016/5/25
367625,10009,54.0,2016/5/25
276,10017,29.0,2016/5/25
367625,10009,57.0,2016/5/19
276,10017,51.0,2016/5/19
277,65000,41.0,2016/5/19
278,65000,56.0,2016/5/19
279,65000,40.0,2016/5/19
280,65000,42.0,2016/5/19
281,65000,50.0,2016/5/19
282,65000,42.0,2016/5/19
283,65000,38.0,2016/5/19
284,65000,54.0,2016/5/19
285,65000,28.0,2016/5/19
286,63000,29.0,2016/5/19
287,63000,50.0,2016/5/19
288,63000,40.0,2016/5/19
289,63000,44.0,2016/5/19
290,63000,46.0,2016/5/19
201,63000,56.0,2016/5/19
291,68000,42.0,2016/5/19
292,68000,45.0,2016/5/19
202,68000,49.0,2016/5/19
293,68000,49.0,2016/5/19
294,68000,52.0,2016/5/19
295,10004,36.0,2016/5/19
296,10004,38.0,2016/5/19
297,10018,41.0,2016/5/19
203,10005,43.0,2016/5/19
241,10005,52.0,2016/5/19
242,10005,39.0,2016/5/19
243,66000,28.0,2016/5/19
244,66000,39.0,2016/5/19
245,66000,44.0,2016/5/19
246,66000,37.0,2016/5/19
223,10014,25.0,2016/5/29
367625,10009,39.0,2016/5/29
276,10017,25.0,2016/5/29
277,65000,25.0,2016/5/29
261,64000,37.0,2016/5/25
207,64000,41.0,2016/5/25
262,64000,36.0,2016/5/25
263,64000,20.0,2016/5/25
264,64000,48.0,2016/5/25
265,64000,32.0,2016/5/25
266,64000,27.0,2016/5/25
209,64000,27.0,2016/5/25
267,64000,35.0,2016/5/25
268,10013,39.0,2016/5/25
269,10013,40.0,2016/5/25
270,10013,28.0,2016/5/25
271,10014,17.0,2016/5/25
272,10015,18.0,2016/5/25
210,63000,25.0,2016/5/25
273,10002,26.0,2016/5/25
274,10002,19.0,2016/5/25
211,65000,45.0,2016/5/25
212,68000,40.0,2016/5/25
275,10008,48.0,2016/5/25
213,65000,26.0,2016/5/25
214,64000,31.0,2016/5/25
215,10008,27.0,2016/5/25
218,9007,79.0,2016/5/25
220,9020,38.0,2016/5/25
221,10016,27.0,2016/5/25
277,65000,23.0,2016/5/25
278,65000,27.0,2016/5/25
279,65000,18.0,2016/5/25
280,65000,19.0,2016/5/25
281,65000,29.0,2016/5/25
202,68000,37.0,2016/5/28
241,10005,34.0,2016/5/28
242,10005,25.0,2016/5/28
243,66000,27.0,2016/5/28
244,66000,25.0,2016/5/28
245,66000,45.0,2016/5/28
246,66000,31.0,2016/5/28
247,66000,35.0,2016/5/28
248,10007,50.0,2016/5/28
204,10007,26.0,2016/5/28
249,10007,29.0,2016/5/28
250,10008,29.0,2016/5/28
251,10009,27.0,2016/5/28
252,10009,28.0,2016/5/28
253,10010,39.0,2016/5/28
254,10010,35.0,2016/5/28
205,10009,24.0,2016/5/28
255,10020,36.0,2016/5/28
256,67000,38.0,2016/5/28
257,67000,30.0,2016/5/28
258,67000,26.0,2016/5/28
259,67000,23.0,2016/5/28
