SITEID,COUNTYID,PSI,DATACREATIONDATE
271,10014,19.0,2014/10/26
272,10015,18.0,2014/10/26
210,63000,38.0,2014/10/26
273,10002,31.0,2014/10/26
274,10002,29.0,2014/10/26
211,65000,34.0,2014/10/26
275,10008,73.0,2014/10/26
213,65000,16.0,2014/10/26
214,64000,61.0,2014/10/26
268,10013,68.0,2014/10/26
269,10013,57.0,2014/10/26
270,10013,31.0,2014/10/26
215,10008,54.0,2014/10/26
218,9007,45.0,2014/10/26
220,9020,98.0,2014/10/26
221,10016,42.0,2014/10/26
223,10014,22.0,2014/10/26
367625,10009,69.0,2014/10/26
276,10017,25.0,2014/10/26
277,65000,37.0,2014/10/26
278,65000,40.0,2014/10/26
279,65000,40.0,2014/10/26
276,10017,26.0,2014/10/25
277,65000,18.0,2014/10/25
278,65000,29.0,2014/10/25
279,65000,16.0,2014/10/25
280,65000,29.0,2014/10/25
281,65000,23.0,2014/10/25
282,65000,21.0,2014/10/25
283,65000,20.0,2014/10/25
284,65000,23.0,2014/10/25
285,65000,24.0,2014/10/25
286,63000,30.0,2014/10/25
287,63000,41.0,2014/10/25
288,63000,22.0,2014/10/25
289,63000,26.0,2014/10/25
290,63000,22.0,2014/10/25
201,63000,31.0,2014/10/25
280,65000,32.0,2014/10/26
281,65000,31.0,2014/10/26
282,65000,32.0,2014/10/26
283,65000,25.0,2014/10/26
284,65000,17.0,2014/10/26
285,65000,27.0,2014/10/26
286,63000,18.0,2014/10/26
287,63000,35.0,2014/10/26
288,63000,18.0,2014/10/26
289,63000,22.0,2014/10/26
290,63000,17.0,2014/10/26
201,63000,36.0,2014/10/26
266,64000,54.0,2014/10/25
209,64000,56.0,2014/10/25
267,64000,58.0,2014/10/25
268,10013,67.0,2014/10/25
269,10013,70.0,2014/10/25
270,10013,36.0,2014/10/25
271,10014,23.0,2014/10/25
272,10015,21.0,2014/10/25
210,63000,32.0,2014/10/25
273,10002,25.0,2014/10/25
274,10002,28.0,2014/10/25
211,65000,44.0,2014/10/25
275,10008,79.0,2014/10/25
213,65000,15.0,2014/10/25
214,64000,56.0,2014/10/25
215,10008,61.0,2014/10/25
218,9007,44.0,2014/10/25
220,9020,47.0,2014/10/25
221,10016,38.0,2014/10/25
223,10014,21.0,2014/10/25
367625,10009,56.0,2014/10/25
295,10004,43.0,2014/10/26
296,10004,39.0,2014/10/26
297,10018,33.0,2014/10/26
203,10005,52.0,2014/10/26
241,10005,48.0,2014/10/26
242,10005,51.0,2014/10/26
263,64000,49.0,2014/10/26
264,64000,71.0,2014/10/26
265,64000,70.0,2014/10/26
266,64000,73.0,2014/10/26
209,64000,67.0,2014/10/26
267,64000,70.0,2014/10/26
295,10004,43.0,2014/10/25
296,10004,36.0,2014/10/25
297,10018,35.0,2014/10/25
203,10005,52.0,2014/10/25
241,10005,44.0,2014/10/25
242,10005,49.0,2014/10/25
243,66000,64.0,2014/10/25
244,66000,52.0,2014/10/25
245,66000,67.0,2014/10/25
246,66000,60.0,2014/10/25
247,66000,54.0,2014/10/25
248,10007,56.0,2014/10/25
204,10007,48.0,2014/10/25
249,10007,49.0,2014/10/25
250,10008,76.0,2014/10/25
251,10009,78.0,2014/10/25
252,10009,54.0,2014/10/25
253,10010,68.0,2014/10/25
254,10010,65.0,2014/10/25
205,10009,37.0,2014/10/25
255,10020,70.0,2014/10/25
256,67000,68.0,2014/10/25
257,67000,63.0,2014/10/25
258,67000,60.0,2014/10/25
259,67000,58.0,2014/10/25
259,67000,56.0,2014/10/26
260,64000,64.0,2014/10/26
206,64000,77.0,2014/10/26
261,64000,73.0,2014/10/26
207,64000,62.0,2014/10/26
262,64000,65.0,2014/10/26
243,66000,54.0,2014/10/26
244,66000,62.0,2014/10/26
245,66000,60.0,2014/10/26
246,66000,64.0,2014/10/26
247,66000,58.0,2014/10/26
248,10007,56.0,2014/10/26
204,10007,52.0,2014/10/26
249,10007,48.0,2014/10/26
250,10008,67.0,2014/10/26
251,10009,62.0,2014/10/26
252,10009,52.0,2014/10/26
253,10010,56.0,2014/10/26
260,64000,72.0,2014/10/25
254,10010,79.0,2014/10/26
205,10009,50.0,2014/10/26
255,10020,83.0,2014/10/26
256,67000,80.0,2014/10/26
257,67000,64.0,2014/10/26
258,67000,64.0,2014/10/26
206,64000,70.0,2014/10/25
261,64000,60.0,2014/10/25
207,64000,64.0,2014/10/25
262,64000,63.0,2014/10/25
263,64000,48.0,2014/10/25
264,64000,62.0,2014/10/25
265,64000,55.0,2014/10/25
244,66000,57.0,2014/10/27
245,66000,56.0,2014/10/27
246,66000,54.0,2014/10/27
247,66000,52.0,2014/10/27
248,10007,56.0,2014/10/27
204,10007,51.0,2014/10/27
249,10007,54.0,2014/10/27
250,10008,62.0,2014/10/27
251,10009,61.0,2014/10/27
252,10009,64.0,2014/10/27
253,10010,74.0,2014/10/27
254,10010,71.0,2014/10/27
205,10009,54.0,2014/10/27
255,10020,71.0,2014/10/27
256,67000,71.0,2014/10/27
257,67000,62.0,2014/10/27
258,67000,68.0,2014/10/27
259,67000,58.0,2014/10/27
260,64000,62.0,2014/10/27
206,64000,76.0,2014/10/27
261,64000,78.0,2014/10/27
207,64000,72.0,2014/10/27
262,64000,73.0,2014/10/27
263,64000,50.0,2014/10/27
264,64000,68.0,2014/10/27
265,64000,69.0,2014/10/27
266,64000,72.0,2014/10/27
209,64000,67.0,2014/10/27
267,64000,74.0,2014/10/27
268,10013,71.0,2014/10/27
269,10013,59.0,2014/10/27
270,10013,27.0,2014/10/27
271,10014,17.0,2014/10/27
272,10015,24.0,2014/10/27
210,63000,34.0,2014/10/27
295,10004,44.0,2014/10/27
273,10002,40.0,2014/10/27
274,10002,41.0,2014/10/27
211,65000,45.0,2014/10/27
275,10008,64.0,2014/10/27
213,65000,22.0,2014/10/27
214,64000,63.0,2014/10/27
215,10008,56.0,2014/10/27
218,9007,41.0,2014/10/27
220,9020,62.0,2014/10/27
221,10016,35.0,2014/10/27
223,10014,18.0,2014/10/27
367625,10009,62.0,2014/10/27
276,10017,25.0,2014/10/27
277,65000,26.0,2014/10/27
278,65000,39.0,2014/10/27
279,65000,27.0,2014/10/27
280,65000,36.0,2014/10/27
281,65000,31.0,2014/10/27
282,65000,32.0,2014/10/27
283,65000,30.0,2014/10/27
296,10004,42.0,2014/10/27
297,10018,38.0,2014/10/27
203,10005,51.0,2014/10/27
241,10005,52.0,2014/10/27
242,10005,48.0,2014/10/27
243,66000,48.0,2014/10/27
284,65000,32.0,2014/10/27
285,65000,40.0,2014/10/27
286,63000,26.0,2014/10/27
287,63000,49.0,2014/10/27
288,63000,32.0,2014/10/27
289,63000,37.0,2014/10/27
290,63000,27.0,2014/10/27
201,63000,42.0,2014/10/27
254,10010,78.0,2014/10/28
205,10009,68.0,2014/10/28
255,10020,73.0,2014/10/28
256,67000,76.0,2014/10/28
257,67000,63.0,2014/10/28
258,67000,89.0,2014/10/28
259,67000,83.0,2014/10/28
260,64000,54.0,2014/10/28
206,64000,77.0,2014/10/28
261,64000,71.0,2014/10/28
207,64000,66.0,2014/10/28
262,64000,70.0,2014/10/28
263,64000,40.0,2014/10/28
264,64000,64.0,2014/10/28
265,64000,62.0,2014/10/28
266,64000,68.0,2014/10/28
209,64000,56.0,2014/10/28
267,64000,60.0,2014/10/28
268,10013,58.0,2014/10/28
269,10013,48.0,2014/10/28
270,10013,62.0,2014/10/28
271,10014,49.0,2014/10/28
272,10015,45.0,2014/10/28
295,10004,53.0,2014/10/28
296,10004,45.0,2014/10/28
297,10018,52.0,2014/10/28
203,10005,51.0,2014/10/28
241,10005,51.0,2014/10/28
242,10005,56.0,2014/10/28
243,66000,53.0,2014/10/28
244,66000,58.0,2014/10/28
245,66000,65.0,2014/10/28
210,63000,48.0,2014/10/28
273,10002,49.0,2014/10/28
274,10002,49.0,2014/10/28
211,65000,55.0,2014/10/28
275,10008,59.0,2014/10/28
213,65000,42.0,2014/10/28
214,64000,58.0,2014/10/28
215,10008,49.0,2014/10/28
218,9007,63.0,2014/10/28
220,9020,72.0,2014/10/28
221,10016,52.0,2014/10/28
223,10014,39.0,2014/10/28
367625,10009,68.0,2014/10/28
276,10017,43.0,2014/10/28
277,65000,50.0,2014/10/28
278,65000,65.0,2014/10/28
279,65000,40.0,2014/10/28
280,65000,49.0,2014/10/28
281,65000,48.0,2014/10/28
282,65000,45.0,2014/10/28
283,65000,50.0,2014/10/28
284,65000,43.0,2014/10/28
285,65000,50.0,2014/10/28
286,63000,46.0,2014/10/28
287,63000,54.0,2014/10/28
288,63000,43.0,2014/10/28
289,63000,50.0,2014/10/28
290,63000,50.0,2014/10/28
201,63000,60.0,2014/10/28
250,10008,58.0,2014/10/28
251,10009,62.0,2014/10/28
252,10009,60.0,2014/10/28
253,10010,69.0,2014/10/28
246,66000,48.0,2014/10/28
247,66000,47.0,2014/10/28
248,10007,48.0,2014/10/28
204,10007,48.0,2014/10/28
249,10007,48.0,2014/10/28
271,10014,30.0,2014/10/29
272,10015,29.0,2014/10/29
210,63000,41.0,2014/10/29
273,10002,49.0,2014/10/29
274,10002,44.0,2014/10/29
211,65000,54.0,2014/10/29
275,10008,68.0,2014/10/29
213,65000,36.0,2014/10/29
214,64000,72.0,2014/10/29
215,10008,54.0,2014/10/29
218,9007,39.0,2014/10/29
220,9020,62.0,2014/10/29
221,10016,48.0,2014/10/29
223,10014,25.0,2014/10/29
367625,10009,69.0,2014/10/29
276,10017,34.0,2014/10/29
277,65000,43.0,2014/10/29
278,65000,54.0,2014/10/29
279,65000,40.0,2014/10/29
280,65000,52.0,2014/10/29
281,65000,49.0,2014/10/29
282,65000,43.0,2014/10/29
283,65000,49.0,2014/10/29
284,65000,40.0,2014/10/29
285,65000,44.0,2014/10/29
286,63000,46.0,2014/10/29
287,63000,55.0,2014/10/29
288,63000,42.0,2014/10/29
289,63000,44.0,2014/10/29
290,63000,41.0,2014/10/29
201,63000,53.0,2014/10/29
295,10004,47.0,2014/10/29
296,10004,32.0,2014/10/29
297,10018,34.0,2014/10/29
203,10005,40.0,2014/10/29
241,10005,56.0,2014/10/29
263,64000,42.0,2014/10/29
264,64000,74.0,2014/10/29
265,64000,75.0,2014/10/29
266,64000,74.0,2014/10/29
209,64000,72.0,2014/10/29
267,64000,68.0,2014/10/29
268,10013,62.0,2014/10/29
242,10005,71.0,2014/10/29
243,66000,87.0,2014/10/29
244,66000,72.0,2014/10/29
245,66000,71.0,2014/10/29
246,66000,72.0,2014/10/29
247,66000,74.0,2014/10/29
248,10007,69.0,2014/10/29
204,10007,74.0,2014/10/29
249,10007,65.0,2014/10/29
250,10008,64.0,2014/10/29
251,10009,62.0,2014/10/29
252,10009,70.0,2014/10/29
253,10010,62.0,2014/10/29
254,10010,66.0,2014/10/29
205,10009,78.0,2014/10/29
255,10020,69.0,2014/10/29
256,67000,61.0,2014/10/29
257,67000,58.0,2014/10/29
258,67000,62.0,2014/10/29
259,67000,52.0,2014/10/29
260,64000,57.0,2014/10/29
206,64000,81.0,2014/10/29
261,64000,81.0,2014/10/29
207,64000,76.0,2014/10/29
262,64000,72.0,2014/10/29
269,10013,52.0,2014/10/29
270,10013,45.0,2014/10/29
254,10010,80.0,2014/10/30
205,10009,70.0,2014/10/30
255,10020,62.0,2014/10/30
256,67000,68.0,2014/10/30
257,67000,62.0,2014/10/30
258,67000,72.0,2014/10/30
259,67000,58.0,2014/10/30
260,64000,54.0,2014/10/30
206,64000,74.0,2014/10/30
261,64000,76.0,2014/10/30
207,64000,68.0,2014/10/30
262,64000,73.0,2014/10/30
263,64000,71.0,2014/10/30
264,64000,69.0,2014/10/30
265,64000,63.0,2014/10/30
266,64000,64.0,2014/10/30
209,64000,62.0,2014/10/30
267,64000,,2014/10/30
268,10013,64.0,2014/10/30
269,10013,62.0,2014/10/30
270,10013,44.0,2014/10/30
271,10014,35.0,2014/10/30
272,10015,38.0,2014/10/30
210,63000,37.0,2014/10/30
273,10002,53.0,2014/10/30
274,10002,57.0,2014/10/30
211,65000,55.0,2014/10/30
275,10008,70.0,2014/10/30
213,65000,36.0,2014/10/30
214,64000,62.0,2014/10/30
215,10008,60.0,2014/10/30
218,9007,47.0,2014/10/30
220,9020,76.0,2014/10/30
221,10016,56.0,2014/10/30
223,10014,34.0,2014/10/30
367625,10009,84.0,2014/10/30
276,10017,37.0,2014/10/30
295,10004,52.0,2014/10/30
296,10004,50.0,2014/10/30
297,10018,56.0,2014/10/30
203,10005,68.0,2014/10/30
241,10005,58.0,2014/10/30
242,10005,59.0,2014/10/30
243,66000,61.0,2014/10/30
244,66000,70.0,2014/10/30
245,66000,72.0,2014/10/30
246,66000,70.0,2014/10/30
247,66000,66.0,2014/10/30
248,10007,70.0,2014/10/30
204,10007,64.0,2014/10/30
249,10007,57.0,2014/10/30
250,10008,79.0,2014/10/30
251,10009,73.0,2014/10/30
252,10009,64.0,2014/10/30
253,10010,80.0,2014/10/30
277,65000,43.0,2014/10/30
278,65000,45.0,2014/10/30
279,65000,40.0,2014/10/30
280,65000,51.0,2014/10/30
281,65000,50.0,2014/10/30
282,65000,45.0,2014/10/30
283,65000,47.0,2014/10/30
284,65000,43.0,2014/10/30
285,65000,45.0,2014/10/30
286,63000,44.0,2014/10/30
287,63000,57.0,2014/10/30
288,63000,44.0,2014/10/30
289,63000,43.0,2014/10/30
290,63000,46.0,2014/10/30
201,63000,52.0,2014/10/30
255,10020,64.0,2014/10/31
256,67000,60.0,2014/10/31
257,67000,52.0,2014/10/31
258,67000,57.0,2014/10/31
259,67000,50.0,2014/10/31
260,64000,53.0,2014/10/31
206,64000,60.0,2014/10/31
261,64000,58.0,2014/10/31
207,64000,62.0,2014/10/31
262,64000,60.0,2014/10/31
263,64000,41.0,2014/10/31
264,64000,56.0,2014/10/31
265,64000,54.0,2014/10/31
266,64000,53.0,2014/10/31
209,64000,53.0,2014/10/31
267,64000,58.0,2014/10/31
268,10013,56.0,2014/10/31
269,10013,62.0,2014/10/31
270,10013,37.0,2014/10/31
271,10014,27.0,2014/10/31
272,10015,32.0,2014/10/31
210,63000,33.0,2014/10/31
273,10002,49.0,2014/10/31
274,10002,48.0,2014/10/31
211,65000,66.0,2014/10/31
275,10008,80.0,2014/10/31
213,65000,56.0,2014/10/31
214,64000,54.0,2014/10/31
215,10008,68.0,2014/10/31
218,9007,46.0,2014/10/31
220,9020,57.0,2014/10/31
221,10016,56.0,2014/10/31
223,10014,28.0,2014/10/31
367625,10009,85.0,2014/10/31
276,10017,,2014/10/31
277,65000,29.0,2014/10/31
278,65000,42.0,2014/10/31
279,65000,52.0,2014/10/31
280,65000,70.0,2014/10/31
281,65000,64.0,2014/10/31
282,65000,65.0,2014/10/31
283,65000,56.0,2014/10/31
284,65000,63.0,2014/10/31
285,65000,50.0,2014/10/31
286,63000,50.0,2014/10/31
287,63000,64.0,2014/10/31
288,63000,53.0,2014/10/31
289,63000,54.0,2014/10/31
290,63000,42.0,2014/10/31
201,63000,58.0,2014/10/31
295,10004,69.0,2014/10/31
296,10004,69.0,2014/10/31
297,10018,70.0,2014/10/31
203,10005,77.0,2014/10/31
241,10005,79.0,2014/10/31
242,10005,88.0,2014/10/31
243,66000,92.0,2014/10/31
244,66000,82.0,2014/10/31
245,66000,86.0,2014/10/31
246,66000,86.0,2014/10/31
247,66000,78.0,2014/10/31
248,10007,77.0,2014/10/31
204,10007,73.0,2014/10/31
249,10007,92.0,2014/10/31
250,10008,88.0,2014/10/31
251,10009,68.0,2014/10/31
252,10009,70.0,2014/10/31
253,10010,69.0,2014/10/31
254,10010,62.0,2014/10/31
205,10009,60.0,2014/10/31
290,63000,30.0,2014/11/01
201,63000,51.0,2014/11/01
295,10004,72.0,2014/11/01
296,10004,76.0,2014/11/01
297,10018,76.0,2014/11/01
203,10005,81.0,2014/11/01
241,10005,76.0,2014/11/01
242,10005,79.0,2014/11/01
243,66000,80.0,2014/11/01
244,66000,94.0,2014/11/01
245,66000,97.0,2014/11/01
246,66000,92.0,2014/11/01
247,66000,84.0,2014/11/01
248,10007,87.0,2014/11/01
204,10007,76.0,2014/11/01
249,10007,90.0,2014/11/01
250,10008,102.0,2014/11/01
251,10009,84.0,2014/11/01
252,10009,85.0,2014/11/01
253,10010,84.0,2014/11/01
254,10010,77.0,2014/11/01
205,10009,72.0,2014/11/01
255,10020,78.0,2014/11/01
256,67000,72.0,2014/11/01
257,67000,56.0,2014/11/01
258,67000,61.0,2014/11/01
259,67000,55.0,2014/11/01
278,65000,32.0,2014/11/01
279,65000,34.0,2014/11/01
280,65000,52.0,2014/11/01
281,65000,46.0,2014/11/01
282,65000,49.0,2014/11/01
283,65000,40.0,2014/11/01
284,65000,43.0,2014/11/01
285,65000,38.0,2014/11/01
286,63000,33.0,2014/11/01
287,63000,50.0,2014/11/01
288,63000,42.0,2014/11/01
289,63000,42.0,2014/11/01
260,64000,54.0,2014/11/01
206,64000,64.0,2014/11/01
261,64000,53.0,2014/11/01
207,64000,55.0,2014/11/01
262,64000,58.0,2014/11/01
263,64000,37.0,2014/11/01
264,64000,57.0,2014/11/01
265,64000,52.0,2014/11/01
266,64000,48.0,2014/11/01
209,64000,52.0,2014/11/01
267,64000,54.0,2014/11/01
268,10013,62.0,2014/11/01
269,10013,58.0,2014/11/01
270,10013,36.0,2014/11/01
271,10014,27.0,2014/11/01
272,10015,30.0,2014/11/01
210,63000,35.0,2014/11/01
273,10002,48.0,2014/11/01
274,10002,40.0,2014/11/01
211,65000,52.0,2014/11/01
275,10008,90.0,2014/11/01
213,65000,35.0,2014/11/01
214,64000,52.0,2014/11/01
215,10008,84.0,2014/11/01
218,9007,47.0,2014/11/01
220,9020,47.0,2014/11/01
221,10016,54.0,2014/11/01
223,10014,21.0,2014/11/01
367625,10009,86.0,2014/11/01
277,65000,24.0,2014/11/01
207,64000,62.0,2014/11/02
262,64000,64.0,2014/11/02
263,64000,47.0,2014/11/02
264,64000,62.0,2014/11/02
260,64000,54.0,2014/11/02
206,64000,74.0,2014/11/02
261,64000,74.0,2014/11/02
265,64000,70.0,2014/11/02
266,64000,73.0,2014/11/02
209,64000,67.0,2014/11/02
267,64000,69.0,2014/11/02
268,10013,56.0,2014/11/02
269,10013,60.0,2014/11/02
270,10013,29.0,2014/11/02
271,10014,31.0,2014/11/02
272,10015,37.0,2014/11/02
210,63000,,2014/11/02
273,10002,27.0,2014/11/02
274,10002,25.0,2014/11/02
211,65000,43.0,2014/11/02
275,10008,64.0,2014/11/02
213,65000,17.0,2014/11/02
214,64000,72.0,2014/11/02
215,10008,62.0,2014/11/02
218,9007,34.0,2014/11/02
220,9020,61.0,2014/11/02
221,10016,45.0,2014/11/02
223,10014,30.0,2014/11/02
367625,10009,136.0,2014/11/02
276,10017,,2014/11/02
277,65000,26.0,2014/11/02
278,65000,47.0,2014/11/02
279,65000,26.0,2014/11/02
280,65000,25.0,2014/11/02
281,65000,,2014/11/02
282,65000,24.0,2014/11/02
283,65000,23.0,2014/11/02
284,65000,28.0,2014/11/02
285,65000,28.0,2014/11/02
286,63000,18.0,2014/11/02
287,63000,37.0,2014/11/02
288,63000,20.0,2014/11/02
289,63000,25.0,2014/11/02
290,63000,22.0,2014/11/02
201,63000,35.0,2014/11/02
295,10004,33.0,2014/11/02
296,10004,33.0,2014/11/02
297,10018,31.0,2014/11/02
203,10005,35.0,2014/11/02
241,10005,45.0,2014/11/02
242,10005,49.0,2014/11/02
243,66000,54.0,2014/11/02
244,66000,70.0,2014/11/02
245,66000,68.0,2014/11/02
246,66000,64.0,2014/11/02
247,66000,64.0,2014/11/02
248,10007,65.0,2014/11/02
204,10007,66.0,2014/11/02
249,10007,73.0,2014/11/02
250,10008,74.0,2014/11/02
251,10009,74.0,2014/11/02
252,10009,84.0,2014/11/02
253,10010,87.0,2014/11/02
254,10010,89.0,2014/11/02
205,10009,70.0,2014/11/02
255,10020,74.0,2014/11/02
256,67000,84.0,2014/11/02
276,10017,,
257,67000,68.0,2014/11/02
258,67000,77.0,2014/11/02
259,67000,65.0,2014/11/02
204,10007,76.0,2014/11/03
249,10007,67.0,2014/11/03
250,10008,57.0,2014/11/03
251,10009,61.0,2014/11/03
252,10009,102.0,2014/11/03
253,10010,68.0,2014/11/03
254,10010,,2014/11/03
205,10009,118.0,2014/11/03
255,10020,60.0,2014/11/03
256,67000,64.0,2014/11/03
257,67000,65.0,2014/11/03
258,67000,,2014/11/03
259,67000,64.0,2014/11/03
260,64000,58.0,2014/11/03
206,64000,70.0,2014/11/03
261,64000,64.0,2014/11/03
207,64000,66.0,2014/11/03
262,64000,68.0,2014/11/03
263,64000,68.0,2014/11/03
264,64000,69.0,2014/11/03
