SITEID,COUNTYID,PSI,DATACREATIONDATE
272,10015,41.0,2014/11/27
210,63000,,2014/11/27
273,10002,24.0,2014/11/27
274,10002,28.0,2014/11/27
211,65000,42.0,2014/11/27
275,10008,84.0,2014/11/27
213,65000,26.0,2014/11/27
214,64000,76.0,2014/11/27
215,10008,50.0,2014/11/27
218,9007,47.0,2014/11/27
220,9020,72.0,2014/11/27
289,63000,35.0,2014/11/15
290,63000,32.0,2014/11/15
201,63000,50.0,2014/11/15
295,10004,36.0,2014/11/15
296,10004,34.0,2014/11/15
297,10018,34.0,2014/11/15
203,10005,23.0,2014/11/15
279,65000,36.0,2014/11/27
280,65000,35.0,2014/11/27
281,65000,34.0,2014/11/27
282,65000,34.0,2014/11/27
283,65000,34.0,2014/11/27
284,65000,35.0,2014/11/27
285,65000,38.0,2014/11/27
286,63000,41.0,2014/11/27
287,63000,47.0,2014/11/27
288,63000,33.0,2014/11/27
289,63000,38.0,2014/11/27
290,63000,32.0,2014/11/27
201,63000,50.0,2014/11/27
295,10004,30.0,2014/11/27
296,10004,32.0,2014/11/27
297,10018,28.0,2014/11/27
203,10005,38.0,2014/11/27
241,10005,34.0,2014/11/27
242,10005,39.0,2014/11/27
243,66000,35.0,2014/11/27
244,66000,51.0,2014/11/27
245,66000,60.0,2014/11/27
246,66000,44.0,2014/11/27
247,66000,52.0,2014/11/27
248,10007,51.0,2014/11/27
204,10007,46.0,2014/11/27
249,10007,52.0,2014/11/27
250,10008,62.0,2014/11/27
251,10009,72.0,2014/11/27
252,10009,57.0,2014/11/27
253,10010,64.0,2014/11/27
254,10010,63.0,2014/11/27
205,10009,56.0,2014/11/27
255,10020,70.0,2014/11/27
256,67000,64.0,2014/11/27
257,67000,56.0,2014/11/27
263,64000,,2014/11/26
264,64000,98.0,2014/11/26
265,64000,94.0,2014/11/26
266,64000,108.0,2014/11/26
209,64000,82.0,2014/11/26
267,64000,97.0,2014/11/26
268,10013,94.0,2014/11/26
269,10013,115.0,2014/11/26
270,10013,46.0,2014/11/26
271,10014,40.0,2014/11/26
272,10015,44.0,2014/11/26
210,63000,38.0,2014/11/26
273,10002,49.0,2014/11/26
274,10002,50.0,2014/11/26
211,65000,56.0,2014/11/26
213,65000,32.0,2014/11/26
214,64000,84.0,2014/11/26
215,10008,54.0,2014/11/26
218,9007,55.0,2014/11/26
220,9020,54.0,2014/11/26
221,10016,40.0,2014/11/26
223,10014,38.0,2014/11/26
367625,10009,94.0,2014/11/26
276,10017,28.0,2014/11/26
277,65000,36.0,2014/11/26
278,65000,54.0,2014/11/26
279,65000,31.0,2014/11/26
280,65000,44.0,2014/11/26
281,65000,41.0,2014/11/26
282,65000,43.0,2014/11/26
283,65000,39.0,2014/11/26
284,65000,42.0,2014/11/26
285,65000,40.0,2014/11/26
286,63000,38.0,2014/11/26
287,63000,49.0,2014/11/26
288,63000,31.0,2014/11/26
289,63000,36.0,2014/11/26
251,10009,96.0,2014/11/26
252,10009,91.0,2014/11/26
253,10010,106.0,2014/11/26
254,10010,102.0,2014/11/26
205,10009,86.0,2014/11/26
255,10020,117.0,2014/11/26
256,67000,104.0,2014/11/26
257,67000,104.0,2014/11/26
258,67000,104.0,2014/11/26
259,67000,98.0,2014/11/26
260,64000,59.0,2014/11/26
206,64000,108.0,2014/11/26
261,64000,105.0,2014/11/26
207,64000,102.0,2014/11/26
262,64000,81.0,2014/11/26
204,10007,62.0,2014/11/26
249,10007,71.0,2014/11/26
250,10008,80.0,2014/11/26
296,10004,38.0,2014/11/21
297,10018,38.0,2014/11/21
203,10005,45.0,2014/11/21
241,10005,50.0,2014/11/21
242,10005,38.0,2014/11/21
243,66000,47.0,2014/11/21
244,66000,59.0,2014/11/21
245,66000,67.0,2014/11/21
246,66000,61.0,2014/11/21
247,66000,57.0,2014/11/21
248,10007,65.0,2014/11/21
204,10007,56.0,2014/11/21
249,10007,52.0,2014/11/21
250,10008,84.0,2014/11/21
251,10009,76.0,2014/11/21
252,10009,56.0,2014/11/21
253,10010,70.0,2014/11/21
254,10010,60.0,2014/11/21
205,10009,54.0,2014/11/21
255,10020,62.0,2014/11/21
256,67000,68.0,2014/11/21
257,67000,55.0,2014/11/21
258,67000,60.0,2014/11/21
259,67000,57.0,2014/11/21
260,64000,53.0,2014/11/21
206,64000,74.0,2014/11/21
261,64000,73.0,2014/11/21
207,64000,74.0,2014/11/21
278,65000,37.0,2014/11/20
279,65000,22.0,2014/11/20
280,65000,36.0,2014/11/20
281,65000,32.0,2014/11/20
282,65000,29.0,2014/11/20
283,65000,28.0,2014/11/20
284,65000,27.0,2014/11/20
285,65000,24.0,2014/11/20
286,63000,33.0,2014/11/20
287,63000,46.0,2014/11/20
288,63000,27.0,2014/11/20
289,63000,36.0,2014/11/20
290,63000,25.0,2014/11/20
201,63000,44.0,2014/11/20
295,10004,34.0,2014/11/20
296,10004,50.0,2014/11/20
297,10018,42.0,2014/11/20
203,10005,50.0,2014/11/20
241,10005,45.0,2014/11/20
242,10005,40.0,2014/11/20
243,66000,53.0,2014/11/20
244,66000,60.0,2014/11/20
245,66000,56.0,2014/11/20
246,66000,56.0,2014/11/20
247,66000,52.0,2014/11/20
248,10007,64.0,2014/11/20
204,10007,52.0,2014/11/20
249,10007,50.0,2014/11/20
250,10008,78.0,2014/11/20
251,10009,76.0,2014/11/20
252,10009,60.0,2014/11/20
253,10010,76.0,2014/11/20
254,10010,66.0,2014/11/20
205,10009,39.0,2014/11/20
255,10020,74.0,2014/11/20
256,67000,74.0,2014/11/20
257,67000,73.0,2014/11/20
258,67000,74.0,2014/11/20
259,67000,71.0,2014/11/20
260,64000,53.0,2014/11/20
206,64000,92.0,2014/11/20
261,64000,84.0,2014/11/20
207,64000,82.0,2014/11/20
262,64000,96.0,2014/11/20
263,64000,,2014/11/20
264,64000,89.0,2014/11/20
265,64000,76.0,2014/11/20
209,64000,73.0,2014/11/15
267,64000,84.0,2014/11/15
270,10013,38.0,2014/11/15
271,10014,23.0,2014/11/15
272,10015,28.0,2014/11/15
210,63000,38.0,2014/11/15
273,10002,19.0,2014/11/15
274,10002,19.0,2014/11/15
211,65000,49.0,2014/11/15
275,10008,36.0,2014/11/15
213,65000,28.0,2014/11/15
214,64000,82.0,2014/11/15
215,10008,36.0,2014/11/15
218,9007,43.0,2014/11/15
220,9020,64.0,2014/11/15
221,10016,42.0,2014/11/15
223,10014,19.0,2014/11/15
367625,10009,61.0,2014/11/15
276,10017,27.0,2014/11/15
277,65000,30.0,2014/11/15
278,65000,56.0,2014/11/15
279,65000,25.0,2014/11/15
280,65000,30.0,2014/11/15
281,65000,32.0,2014/11/15
282,65000,28.0,2014/11/15
283,65000,43.0,2014/11/15
284,65000,30.0,2014/11/15
285,65000,28.0,2014/11/15
286,63000,30.0,2014/11/15
287,63000,53.0,2014/11/15
288,63000,39.0,2014/11/15
241,10005,23.0,2014/11/15
242,10005,18.0,2014/11/15
243,66000,26.0,2014/11/15
244,66000,28.0,2014/11/15
245,66000,38.0,2014/11/15
246,66000,28.0,2014/11/15
247,66000,28.0,2014/11/15
248,10007,33.0,2014/11/15
204,10007,31.0,2014/11/15
249,10007,37.0,2014/11/15
250,10008,56.0,2014/11/15
251,10009,54.0,2014/11/15
252,10009,50.0,2014/11/15
253,10010,54.0,2014/11/15
254,10010,54.0,2014/11/15
205,10009,40.0,2014/11/15
255,10020,69.0,2014/11/15
256,67000,60.0,2014/11/15
257,67000,60.0,2014/11/15
258,67000,66.0,2014/11/15
259,67000,62.0,2014/11/15
260,64000,60.0,2014/11/15
206,64000,87.0,2014/11/15
261,64000,91.0,2014/11/15
207,64000,89.0,2014/11/15
262,64000,76.0,2014/11/15
263,64000,61.0,2014/11/15
264,64000,94.0,2014/11/15
265,64000,76.0,2014/11/15
266,64000,86.0,2014/11/15
268,10013,54.0,2014/11/15
269,10013,64.0,2014/11/15
258,67000,68.0,2014/11/27
259,67000,60.0,2014/11/27
260,64000,62.0,2014/11/27
206,64000,94.0,2014/11/27
261,64000,102.0,2014/11/27
207,64000,100.0,2014/11/27
262,64000,86.0,2014/11/27
263,64000,68.0,2014/11/27
264,64000,99.0,2014/11/27
265,64000,,2014/11/27
266,64000,92.0,2014/11/27
209,64000,84.0,2014/11/27
267,64000,89.0,2014/11/27
268,10013,68.0,2014/11/27
269,10013,68.0,2014/11/27
270,10013,29.0,2014/11/27
271,10014,20.0,2014/11/27
221,10016,45.0,2014/11/27
223,10014,32.0,2014/11/27
367625,10009,83.0,2014/11/27
276,10017,33.0,2014/11/27
277,65000,27.0,2014/11/27
278,65000,,2014/11/27
290,63000,36.0,2014/11/26
201,63000,50.0,2014/11/26
295,10004,37.0,2014/11/26
296,10004,40.0,2014/11/26
297,10018,40.0,2014/11/26
203,10005,48.0,2014/11/26
241,10005,39.0,2014/11/26
242,10005,40.0,2014/11/26
243,66000,48.0,2014/11/26
244,66000,56.0,2014/11/26
245,66000,62.0,2014/11/26
246,66000,54.0,2014/11/26
247,66000,55.0,2014/11/26
248,10007,56.0,2014/11/26
275,10008,67.0,2014/11/26
262,64000,68.0,2014/11/21
263,64000,56.0,2014/11/21
264,64000,73.0,2014/11/21
265,64000,68.0,2014/11/21
266,64000,76.0,2014/11/21
209,64000,67.0,2014/11/21
267,64000,70.0,2014/11/21
268,10013,60.0,2014/11/21
269,10013,62.0,2014/11/21
270,10013,38.0,2014/11/21
271,10014,18.0,2014/11/21
272,10015,19.0,2014/11/21
210,63000,37.0,2014/11/21
273,10002,32.0,2014/11/21
274,10002,32.0,2014/11/21
211,65000,45.0,2014/11/21
275,10008,72.0,2014/11/21
213,65000,14.0,2014/11/21
214,64000,72.0,2014/11/21
215,10008,55.0,2014/11/21
218,9007,35.0,2014/11/21
220,9020,69.0,2014/11/21
221,10016,38.0,2014/11/21
223,10014,32.0,2014/11/21
367625,10009,,2014/11/21
276,10017,23.0,2014/11/21
277,65000,25.0,2014/11/21
278,65000,32.0,2014/11/21
279,65000,20.0,2014/11/21
280,65000,52.0,2014/11/21
281,65000,34.0,2014/11/21
266,64000,74.0,2014/11/20
209,64000,70.0,2014/11/20
267,64000,78.0,2014/11/20
268,10013,87.0,2014/11/20
269,10013,82.0,2014/11/20
270,10013,42.0,2014/11/20
271,10014,36.0,2014/11/20
272,10015,41.0,2014/11/20
210,63000,38.0,2014/11/20
273,10002,39.0,2014/11/20
274,10002,34.0,2014/11/20
211,65000,44.0,2014/11/20
275,10008,68.0,2014/11/20
213,65000,28.0,2014/11/20
214,64000,72.0,2014/11/20
215,10008,66.0,2014/11/20
218,9007,49.0,2014/11/20
220,9020,70.0,2014/11/20
221,10016,39.0,2014/11/20
223,10014,36.0,2014/11/20
223,10014,19.0,2014/11/23
367625,10009,62.0,2014/11/23
276,10017,12.0,2014/11/23
277,65000,16.0,2014/11/23
278,65000,17.0,2014/11/23
279,65000,15.0,2014/11/23
280,65000,26.0,2014/11/23
281,65000,23.0,2014/11/23
282,65000,20.0,2014/11/23
283,65000,22.0,2014/11/23
284,65000,26.0,2014/11/23
285,65000,32.0,2014/11/23
286,63000,34.0,2014/11/23
287,63000,40.0,2014/11/23
288,63000,21.0,2014/11/23
289,63000,25.0,2014/11/23
290,63000,36.0,2014/11/23
201,63000,30.0,2014/11/23
282,65000,34.0,2014/11/21
283,65000,33.0,2014/11/21
284,65000,28.0,2014/11/21
285,65000,32.0,2014/11/21
286,63000,34.0,2014/11/21
287,63000,34.0,2014/11/21
288,63000,24.0,2014/11/21
289,63000,28.0,2014/11/21
290,63000,25.0,2014/11/21
201,63000,49.0,2014/11/21
295,10004,40.0,2014/11/21
295,10004,27.0,2014/11/23
296,10004,30.0,2014/11/23
297,10018,26.0,2014/11/23
203,10005,32.0,2014/11/23
241,10005,54.0,2014/11/23
242,10005,59.0,2014/11/23
243,66000,64.0,2014/11/23
244,66000,84.0,2014/11/23
245,66000,80.0,2014/11/23
246,66000,76.0,2014/11/23
247,66000,75.0,2014/11/23
248,10007,73.0,2014/11/23
204,10007,74.0,2014/11/23
249,10007,69.0,2014/11/23
250,10008,76.0,2014/11/23
251,10009,64.0,2014/11/23
252,10009,58.0,2014/11/23
253,10010,62.0,2014/11/23
254,10010,54.0,2014/11/23
205,10009,46.0,2014/11/23
255,10020,64.0,2014/11/23
256,67000,61.0,2014/11/23
275,10008,69.0,2014/11/23
213,65000,26.0,2014/11/23
214,64000,56.0,2014/11/23
215,10008,54.0,2014/11/23
218,9007,35.0,2014/11/23
220,9020,110.0,2014/11/23
221,10016,42.0,2014/11/23
209,64000,60.0,2014/11/25
267,64000,62.0,2014/11/25
268,10013,72.0,2014/11/25
269,10013,68.0,2014/11/25
270,10013,27.0,2014/11/25
271,10014,19.0,2014/11/25
272,10015,51.0,2014/11/25
210,63000,68.0,2014/11/25
273,10002,62.0,2014/11/25
274,10002,59.0,2014/11/25
211,65000,68.0,2014/11/25
275,10008,101.0,2014/11/25
213,65000,54.0,2014/11/25
214,64000,60.0,2014/11/25
215,10008,74.0,2014/11/25
218,9007,40.0,2014/11/25
220,9020,72.0,2014/11/25
221,10016,50.0,2014/11/25
223,10014,24.0,2014/11/25
367625,10009,85.0,2014/11/25
276,10017,41.0,2014/11/25
277,65000,50.0,2014/11/25
278,65000,50.0,2014/11/25
279,65000,58.0,2014/11/25
209,64000,52.0,2014/11/23
267,64000,54.0,2014/11/23
268,10013,56.0,2014/11/23
269,10013,58.0,2014/11/23
270,10013,38.0,2014/11/23
271,10014,36.0,2014/11/23
272,10015,36.0,2014/11/23
210,63000,33.0,2014/11/23
273,10002,36.0,2014/11/23
274,10002,36.0,2014/11/23
211,65000,37.0,2014/11/23
280,65000,70.0,2014/11/25
281,65000,70.0,2014/11/25
282,65000,65.0,2014/11/25
283,65000,60.0,2014/11/25
284,65000,64.0,2014/11/25
285,65000,61.0,2014/11/25
286,63000,54.0,2014/11/25
287,63000,74.0,2014/11/25
288,63000,55.0,2014/11/25
289,63000,62.0,2014/11/25
290,63000,56.0,2014/11/25
201,63000,68.0,2014/11/25
295,10004,61.0,2014/11/25
296,10004,71.0,2014/11/25
297,10018,63.0,2014/11/25
203,10005,67.0,2014/11/25
241,10005,58.0,2014/11/25
242,10005,64.0,2014/11/25
243,66000,78.0,2014/11/25
244,66000,82.0,2014/11/25
245,66000,88.0,2014/11/25
246,66000,84.0,2014/11/25
247,66000,86.0,2014/11/25
248,10007,77.0,2014/11/25
204,10007,68.0,2014/11/25
249,10007,82.0,2014/11/25
250,10008,94.0,2014/11/25
251,10009,98.0,2014/11/25
252,10009,88.0,2014/11/25
253,10010,94.0,2014/11/25
254,10010,82.0,2014/11/25
205,10009,72.0,2014/11/25
255,10020,88.0,2014/11/25
256,67000,78.0,2014/11/25
257,67000,67.0,2014/11/25
258,67000,72.0,2014/11/25
275,10008,63.0,2014/11/22
262,64000,52.0,2014/11/23
263,64000,39.0,2014/11/23
264,64000,56.0,2014/11/23
265,64000,47.0,2014/11/23
266,64000,54.0,2014/11/23
206,64000,63.0,2014/11/23
261,64000,66.0,2014/11/23
207,64000,69.0,2014/11/23
207,64000,65.0,2014/11/25
262,64000,64.0,2014/11/25
263,64000,55.0,2014/11/25
264,64000,72.0,2014/11/25
257,67000,60.0,2014/11/23
258,67000,67.0,2014/11/23
259,67000,68.0,2014/11/23
260,64000,59.0,2014/11/23
265,64000,58.0,2014/11/25
266,64000,60.0,2014/11/25
259,67000,58.0,2014/11/25
260,64000,58.0,2014/11/25
206,64000,70.0,2014/11/25
261,64000,72.0,2014/11/25
295,10004,29.0,2014/12/01
296,10004,30.0,2014/12/01
297,10018,28.0,2014/12/01
203,10005,38.0,2014/12/01
241,10005,28.0,2014/12/01
242,10005,31.0,2014/12/01
243,66000,40.0,2014/12/01
244,66000,50.0,2014/12/01
245,66000,60.0,2014/12/01
246,66000,52.0,2014/12/01
247,66000,56.0,2014/12/01
248,10007,48.0,2014/12/01
204,10007,48.0,2014/12/01
249,10007,58.0,2014/12/01
250,10008,64.0,2014/12/01
251,10009,65.0,2014/12/01
252,10009,66.0,2014/12/01
253,10010,68.0,2014/12/01
254,10010,70.0,2014/12/01
205,10009,54.0,2014/12/01
255,10020,64.0,2014/12/01
256,67000,64.0,2014/12/01
257,67000,60.0,2014/12/01
258,67000,62.0,2014/12/01
259,67000,60.0,2014/12/01
260,64000,56.0,2014/12/01
206,64000,72.0,2014/12/01
261,64000,,2014/12/01
207,64000,74.0,2014/12/01
262,64000,66.0,2014/12/01
263,64000,54.0,2014/12/01
264,64000,78.0,2014/12/01
265,64000,68.0,2014/12/01
266,64000,75.0,2014/12/01
268,10013,60.0,2014/12/01
269,10013,54.0,2014/12/01
273,10002,51.0,2014/11/30
274,10002,40.0,2014/11/30
211,65000,56.0,2014/11/30
275,10008,88.0,2014/11/30
213,65000,50.0,2014/11/30
214,64000,54.0,2014/11/30
215,10008,62.0,2014/11/30
218,9007,60.0,2014/11/30
220,9020,65.0,2014/11/30
221,10016,32.0,2014/11/30
223,10014,20.0,2014/11/30
367625,10009,64.0,2014/11/30
276,10017,37.0,2014/11/30
277,65000,46.0,2014/11/30
278,65000,44.0,2014/11/30
279,65000,44.0,2014/11/30
280,65000,50.0,2014/11/30
270,10013,31.0,2014/11/29
271,10014,24.0,2014/11/29
272,10015,22.0,2014/11/29
210,63000,33.0,2014/11/29
273,10002,39.0,2014/11/29
274,10002,40.0,2014/11/29
