SITEID,COUNTYID,PSI,DATACREATIONDATE
210,63000,37.0,2014/12/26
273,10002,46.0,2014/12/26
274,10002,40.0,2014/12/26
211,65000,58.0,2014/12/26
212,68000,56.0,2014/12/26
275,10008,53.0,2014/12/26
213,65000,41.0,2014/12/26
214,64000,66.0,2014/12/26
215,10008,26.0,2014/12/26
218,9007,39.0,2014/12/26
220,9020,77.0,2014/12/26
221,10016,52.0,2014/12/26
223,10014,30.0,2014/12/26
367625,10009,60.0,2014/12/26
276,10017,35.0,2014/12/26
277,65000,40.0,2014/12/26
278,65000,56.0,2014/12/26
279,65000,39.0,2014/12/26
280,65000,44.0,2014/12/26
281,65000,48.0,2014/12/26
282,65000,45.0,2014/12/26
283,65000,46.0,2014/12/26
255,10020,65.0,2014/12/25
256,67000,65.0,2014/12/25
257,67000,66.0,2014/12/25
258,67000,72.0,2014/12/25
259,67000,66.0,2014/12/25
260,64000,64.0,2014/12/25
206,64000,82.0,2014/12/25
261,64000,97.0,2014/12/25
207,64000,102.0,2014/12/25
262,64000,84.0,2014/12/25
263,64000,60.0,2014/12/25
264,64000,85.0,2014/12/25
265,64000,77.0,2014/12/25
266,64000,86.0,2014/12/25
209,64000,78.0,2014/12/25
267,64000,100.0,2014/12/25
268,10013,72.0,2014/12/25
269,10013,78.0,2014/12/25
270,10013,42.0,2014/12/25
271,10014,41.0,2014/12/25
272,10015,54.0,2014/12/25
210,63000,46.0,2014/12/25
273,10002,61.0,2014/12/25
205,10009,59.0,2014/12/26
255,10020,59.0,2014/12/26
256,67000,62.0,2014/12/26
257,67000,58.0,2014/12/26
258,67000,64.0,2014/12/26
259,67000,54.0,2014/12/26
260,64000,56.0,2014/12/26
206,64000,72.0,2014/12/26
261,64000,77.0,2014/12/26
207,64000,84.0,2014/12/26
262,64000,69.0,2014/12/26
263,64000,43.0,2014/12/26
264,64000,79.0,2014/12/26
247,66000,84.0,2014/12/23
241,10005,60.0,2014/12/25
242,10005,53.0,2014/12/25
243,66000,24.0,2014/12/25
244,66000,58.0,2014/12/25
245,66000,64.0,2014/12/25
246,66000,49.0,2014/12/25
247,66000,54.0,2014/12/25
248,10007,52.0,2014/12/25
204,10007,62.0,2014/12/25
249,10007,60.0,2014/12/25
250,10008,70.0,2014/12/25
251,10009,61.0,2014/12/25
252,10009,72.0,2014/12/25
253,10010,64.0,2014/12/25
254,10010,78.0,2014/12/25
205,10009,64.0,2014/12/25
204,10007,66.0,2014/12/23
249,10007,66.0,2014/12/23
250,10008,63.0,2014/12/23
251,10009,65.0,2014/12/23
252,10009,68.0,2014/12/23
253,10010,72.0,2014/12/23
254,10010,76.0,2014/12/23
205,10009,67.0,2014/12/23
255,10020,74.0,2014/12/23
256,67000,76.0,2014/12/23
257,67000,74.0,2014/12/23
258,67000,80.0,2014/12/23
259,67000,78.0,2014/12/23
260,64000,74.0,2014/12/23
206,64000,101.0,2014/12/23
261,64000,111.0,2014/12/23
207,64000,116.0,2014/12/23
262,64000,96.0,2014/12/23
263,64000,70.0,2014/12/23
264,64000,106.0,2014/12/23
265,64000,97.0,2014/12/23
266,64000,106.0,2014/12/23
209,64000,102.0,2014/12/23
267,64000,102.0,2014/12/23
268,10013,84.0,2014/12/23
269,10013,60.0,2014/12/23
270,10013,48.0,2014/12/23
271,10014,35.0,2014/12/23
272,10015,37.0,2014/12/23
210,63000,32.0,2014/12/23
273,10002,41.0,2014/12/23
274,10002,52.0,2014/12/23
211,65000,60.0,2014/12/23
284,65000,41.0,2014/12/23
285,65000,43.0,2014/12/23
286,63000,48.0,2014/12/23
260,64000,54.0,2014/12/27
206,64000,66.0,2014/12/27
261,64000,69.0,2014/12/27
207,64000,70.0,2014/12/27
262,64000,64.0,2014/12/27
263,64000,54.0,2014/12/27
264,64000,62.0,2014/12/27
265,64000,64.0,2014/12/27
266,64000,68.0,2014/12/27
209,64000,65.0,2014/12/27
267,64000,73.0,2014/12/27
268,10013,52.0,2014/12/27
269,10013,52.0,2014/12/27
270,10013,38.0,2014/12/27
271,10014,21.0,2014/12/27
272,10015,23.0,2014/12/27
210,63000,37.0,2014/12/27
273,10002,25.0,2014/12/27
274,10002,14.0,2014/12/27
211,65000,54.0,2014/12/27
212,68000,45.0,2014/12/27
275,10008,52.0,2014/12/27
213,65000,29.0,2014/12/27
214,64000,72.0,2014/12/27
215,10008,24.0,2014/12/27
218,9007,36.0,2014/12/27
204,10007,64.0,2014/12/22
249,10007,64.0,2014/12/22
250,10008,74.0,2014/12/22
251,10009,74.0,2014/12/22
252,10009,79.0,2014/12/22
253,10010,80.0,2014/12/22
254,10010,93.0,2014/12/22
205,10009,72.0,2014/12/22
255,10020,90.0,2014/12/22
256,67000,94.0,2014/12/22
220,9020,59.0,2014/12/27
221,10016,39.0,2014/12/27
223,10014,27.0,2014/12/27
367625,10009,58.0,2014/12/27
276,10017,38.0,2014/12/27
277,65000,33.0,2014/12/27
278,65000,51.0,2014/12/27
279,65000,35.0,2014/12/27
280,65000,34.0,2014/12/27
281,65000,37.0,2014/12/27
282,65000,37.0,2014/12/27
283,65000,39.0,2014/12/27
284,65000,33.0,2014/12/27
285,65000,35.0,2014/12/27
286,63000,37.0,2014/12/27
287,63000,54.0,2014/12/27
288,63000,33.0,2014/12/27
289,63000,36.0,2014/12/27
271,10014,27.0,2014/12/26
272,10015,31.0,2014/12/26
284,65000,40.0,2014/12/26
285,65000,42.0,2014/12/26
286,63000,39.0,2014/12/26
287,63000,58.0,2014/12/26
288,63000,50.0,2014/12/26
289,63000,45.0,2014/12/26
290,63000,45.0,2014/12/26
201,63000,51.0,2014/12/26
291,68000,44.0,2014/12/26
292,68000,41.0,2014/12/26
248,10007,58.0,2014/12/26
204,10007,60.0,2014/12/26
249,10007,62.0,2014/12/26
250,10008,62.0,2014/12/26
251,10009,50.0,2014/12/26
252,10009,61.0,2014/12/26
253,10010,64.0,2014/12/26
254,10010,66.0,2014/12/26
265,64000,64.0,2014/12/26
266,64000,66.0,2014/12/26
209,64000,64.0,2014/12/26
274,10002,66.0,2014/12/25
211,65000,70.0,2014/12/25
212,68000,72.0,2014/12/25
275,10008,77.0,2014/12/25
213,65000,58.0,2014/12/25
214,64000,102.0,2014/12/25
287,63000,56.0,2014/12/23
288,63000,47.0,2014/12/23
289,63000,51.0,2014/12/23
290,63000,42.0,2014/12/23
201,63000,56.0,2014/12/23
295,10004,,2014/12/23
296,10004,54.0,2014/12/23
297,10018,58.0,2014/12/23
203,10005,58.0,2014/12/23
241,10005,60.0,2014/12/23
242,10005,64.0,2014/12/23
243,66000,81.0,2014/12/23
244,66000,82.0,2014/12/23
245,66000,81.0,2014/12/23
246,66000,76.0,2014/12/23
248,10007,70.0,2014/12/23
276,10017,37.0,2014/12/23
277,65000,48.0,2014/12/23
278,65000,47.0,2014/12/23
279,65000,50.0,2014/12/23
280,65000,51.0,2014/12/23
281,65000,50.0,2014/12/23
282,65000,47.0,2014/12/23
283,65000,51.0,2014/12/23
290,63000,31.0,2014/12/27
201,63000,48.0,2014/12/27
291,68000,36.0,2014/12/27
292,68000,36.0,2014/12/27
202,68000,43.0,2014/12/27
293,68000,46.0,2014/12/27
294,68000,36.0,2014/12/27
295,10004,33.0,2014/12/27
297,10018,33.0,2014/12/27
203,10005,31.0,2014/12/27
241,10005,24.0,2014/12/27
242,10005,24.0,2014/12/27
243,66000,19.0,2014/12/27
244,66000,29.0,2014/12/27
245,66000,33.0,2014/12/27
246,66000,18.0,2014/12/27
247,66000,21.0,2014/12/27
248,10007,31.0,2014/12/27
204,10007,32.0,2014/12/27
249,10007,32.0,2014/12/27
250,10008,50.0,2014/12/27
251,10009,40.0,2014/12/27
252,10009,35.0,2014/12/27
253,10010,39.0,2014/12/27
254,10010,54.0,2014/12/27
205,10009,45.0,2014/12/27
255,10020,52.0,2014/12/27
256,67000,46.0,2014/12/27
257,67000,47.0,2014/12/27
258,67000,39.0,2014/12/27
259,67000,46.0,2014/12/27
202,68000,52.0,2014/12/26
