序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/09/30,松山,3.8,0.46,402.67,23.0,37.0,48.0,31.0,25.15,4.22,20.94,2.156,0.248,1.91,27.4,77.12
2.0,臺北市,2011/09/30,古亭,4.7,0.57,401.18961111111105,23.8,45.0,55.0,37.0,31.07,5.85,25.22,2.169,0.232,1.94,28.68,82.48
3.0,臺北市,2011/09/30,中山,3.5,0.7,401.18961111111105,19.4,32.0,65.0,38.0,37.16,10.13,27.03,2.204,0.267,1.94,28.81,78.53
4.0,臺北市,2011/09/30,大同,4.9,1.52,401.18961111111105,36.384795590261824,56.434624145785875,52.0,36.0,56.39,28.87,27.52,2.657,0.59,2.07,27.814524137931034,74.05528223955945
5.0,臺北市,2011/09/30,萬華,3.9,0.57,401.18961111111105,19.4,35.0,46.0,33.0,33.39,6.9,26.49,2.1612601156069364,0.2213102119460501,1.9404142581888248,29.58,78.53
6.0,臺北市,2011/09/30,陽明,1.4,0.09,395.33,35.9,40.0,14.0,11.0,3.93,0.91,3.02,2.1612601156069364,0.2213102119460501,1.9404142581888248,21.78,96.87
7.0,臺北市,2011/09/30,士林,3.4,0.31,401.18961111111105,26.7,39.0,44.0,28.0,16.33,2.26,14.07,2.1612601156069364,0.2213102119460501,1.9404142581888248,28.39,75.07
8.0,臺北市,2011/09/29,松山,5.0,0.65,415.14,39.0,85.0,51.0,35.0,33.5,6.93,26.57,2.3,0.298,2.0,30.3,65.73
9.0,臺北市,2011/09/29,古亭,4.7,0.68,401.18961111111105,37.0,83.0,54.0,34.0,32.07,6.95,25.12,2.211,0.259,1.95,30.65,71.35
10.0,臺北市,2011/09/29,中山,4.4,0.81,401.18961111111105,31.7,69.0,66.0,36.0,40.67,11.38,29.29,2.312,0.326,1.99,30.85,67.52
11.0,臺北市,2011/09/29,大同,5.2,1.7,401.18961111111105,36.384795590261824,56.434624145785875,54.0,37.0,65.44,32.56,32.89,2.733,0.652,2.08,27.814524137931034,74.05528223955945
12.0,臺北市,2011/09/29,萬華,5.3,0.78,401.18961111111105,30.8,72.0,45.0,34.0,40.54,10.03,30.51,2.1612601156069364,0.2213102119460501,1.9404142581888248,31.58,67.85
13.0,臺北市,2011/09/29,陽明,2.4,0.16,401.35,45.1,76.0,28.0,24.0,5.35,1.24,4.11,2.1612601156069364,0.2213102119460501,1.9404142581888248,23.27,94.24
14.0,臺北市,2011/09/29,士林,3.6,0.42,401.18961111111105,37.2,76.0,46.0,28.0,19.44,3.69,15.75,2.1612601156069364,0.2213102119460501,1.9404142581888248,30.44,66.27
15.0,臺北市,2011/09/28,松山,1.8,0.24,388.01,13.3,17.0,17.0,11.0,16.21,7.33,8.88,1.865,0.092,1.77,29.58,66.17
16.0,臺北市,2011/09/28,古亭,1.5,0.27,401.18961111111105,14.0,18.0,28.0,15.0,14.25,5.65,8.6,1.884,0.06,1.82,30.2,70.03
17.0,臺北市,2011/09/28,中山,2.1,0.43,401.18961111111105,9.5,14.0,34.0,18.0,23.6,10.82,12.79,1.986,0.157,1.83,30.27,67.31
18.0,臺北市,2011/09/28,大同,2.9,1.47,401.18961111111105,36.384795590261824,56.434624145785875,32.0,17.0,64.42,46.08,18.34,2.422,0.547,1.88,27.814524137931034,74.05528223955945
19.0,臺北市,2011/09/28,萬華,0.9,0.3,401.18961111111105,9.9,14.0,17.0,14.0,20.37,7.87,12.5,2.1612601156069364,0.2213102119460501,1.9404142581888248,31.1,66.67
20.0,臺北市,2011/09/28,陽明,1.4,0.05,387.29,17.3,20.0,7.0,5.0,1.84,0.86,0.98,2.1612601156069364,0.2213102119460501,1.9404142581888248,22.15,94.41
21.0,臺北市,2011/09/28,士林,1.4,0.17,401.18961111111105,16.3,19.0,24.0,12.0,7.92,3.25,4.66,2.1612601156069364,0.2213102119460501,1.9404142581888248,30.19,63.06
22.0,臺北市,2011/09/27,松山,2.8,0.28,390.5,17.0,30.0,24.0,13.0,20.89,9.23,11.66,1.986,0.147,1.84,27.76,75.92
23.0,臺北市,2011/09/27,古亭,2.4,0.28,401.18961111111105,18.7,31.0,27.0,11.0,17.07,6.15,10.92,1.912,0.077,1.84,28.37,79.5
24.0,臺北市,2011/09/27,中山,3.2,0.39,401.18961111111105,15.5,30.0,36.0,19.0,23.71,11.34,12.38,1.982,0.156,1.83,28.44,76.24
25.0,臺北市,2011/09/27,大同,2.7,0.91,401.18961111111105,36.384795590261824,56.434624145785875,27.0,15.0,44.45,28.24,16.21,2.236,0.365,1.87,27.814524137931034,74.05528223955945
26.0,臺北市,2011/09/27,萬華,2.1,0.22,401.18961111111105,16.5,30.0,21.0,15.0,24.55,10.97,13.58,2.1612601156069364,0.2213102119460501,1.9404142581888248,29.19,75.64
27.0,臺北市,2011/09/27,陽明,1.3,0.07,388.37,23.5,36.0,5.0,3.0,2.22,1.29,0.93,2.1612601156069364,0.2213102119460501,1.9404142581888248,20.62,100.0
28.0,臺北市,2011/09/27,士林,1.5,0.15,401.18961111111105,21.8,34.0,18.0,10.0,7.14,2.09,5.06,2.1612601156069364,0.2213102119460501,1.9404142581888248,28.89,67.15
29.0,臺北市,2011/09/26,松山,3.0,0.31,391.59,17.8,20.0,26.0,15.0,20.69,6.83,13.87,2.01,0.111,1.9,27.11,80.53
30.0,臺北市,2011/09/26,古亭,2.6,0.37,401.18961111111105,17.4,19.0,37.0,15.0,20.94,6.13,14.82,1.996,0.102,1.89,27.96,82.59
31.0,臺北市,2011/09/26,中山,2.6,0.43,401.18961111111105,16.0,18.0,39.0,21.0,23.18,8.36,14.81,2.014,0.148,1.87,27.91,80.06
32.0,臺北市,2011/09/26,大同,5.4,0.9,401.18961111111105,36.384795590261824,56.434624145785875,31.0,18.0,44.08,24.96,19.12,2.246,0.351,1.9,27.814524137931034,74.05528223955945
