﻿序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),臭氧 O3 (ppb),懸浮微粒 PM 10 (μg/m 3 ),細懸浮微粒 PM 2.5 (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),風速 WIND_SPEED (m/sec),溫度 AMB_TEMP (℃),相對濕度 RH (percent) 
459.0,新北市,2015/01/30,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,5.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
460.0,新北市,2015/01/30,三重,3.3,1.8,31.225284339457566,40.0,34.07998289136014,131.33,97.15,34.19,2.6251324651998202,17.28,70.42
461.0,新北市,2015/01/30,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,9.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
462.0,新北市,2015/01/30,菜寮,1.2,0.38,20.0,19.0,34.07998289136014,19.89,2.9,16.98,1.89,16.55,74.08
463.0,新北市,2015/01/30,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,7.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
464.0,新北市,2015/01/30,永和,1.5,0.63,21.3,19.0,34.07998289136014,30.23,10.5,19.73,2.22,17.1,81.03
465.0,新北市,2015/01/30,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,5.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
466.0,新北市,2015/01/30,新莊,1.4,0.37,25.8,22.0,34.07998289136014,16.78,3.7,13.08,3.81,14.54,79.25
467.0,新北市,2015/01/30,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,11.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
468.0,新北市,2015/01/30,新店,1.1,0.36,23.4,16.0,34.07998289136014,17.23,2.95,14.28,1.46,16.36,81.23
469.0,新北市,2015/01/30,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,5.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
470.0,新北市,2015/01/30,淡水,1.2,0.2,33.5,14.0,34.07998289136014,4.72,1.8,2.92,2.6251324651998202,17.116743780008733,69.75121397379911
471.0,新北市,2015/01/30,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,6.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
472.0,新北市,2015/01/30,汐止,0.4,0.28,27.4,15.0,34.07998289136014,14.64,3.49,11.15,1.99,15.75,88.16
473.0,新北市,2015/01/30,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,13.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
474.0,新北市,2015/01/30,土城,1.5,0.42,22.9,23.0,34.07998289136014,19.52,2.54,16.98,1.64,16.41,78.04
475.0,新北市,2015/01/30,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,10.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
476.0,新北市,2015/01/30,林口,0.9,0.19,34.0,20.0,34.07998289136014,6.37,1.27,5.1,2.54,13.32,93.19
477.0,新北市,2015/01/30,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,5.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
478.0,新北市,2015/01/30,萬里,3.5,0.16,37.3,47.0,34.07998289136014,3.44,0.67,2.74,8.75,15.75,87.33
479.0,新北市,2015/01/29,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,11.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
480.0,新北市,2015/01/29,板橋,3.9,0.54,22.1,27.0,34.07998289136014,27.42,5.35,22.08,2.16,18.41,76.38
481.0,新北市,2015/01/29,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,6.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
482.0,新北市,2015/01/29,三重,5.2,1.6,31.225284339457566,39.0,34.07998289136014,95.55,64.09,31.46,2.6251324651998202,18.83,74.34
483.0,新北市,2015/01/29,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,10.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
484.0,新北市,2015/01/29,菜寮,3.3,0.49,20.7,23.0,34.07998289136014,24.18,5.45,18.73,2.49,18.48,76.14
485.0,新北市,2015/01/29,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,8.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
486.0,新北市,2015/01/29,永和,3.1,0.71,21.9,25.0,34.07998289136014,34.72,12.72,22.0,2.29,18.62,84.64
487.0,新北市,2015/01/29,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,10.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
488.0,新北市,2015/01/29,新莊,3.1,0.49,24.3,25.0,34.07998289136014,24.1,4.7,19.37,3.13,17.73,80.39
489.0,新北市,2015/01/29,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,12.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
490.0,新北市,2015/01/29,新店,2.2,0.44,23.2,20.0,34.07998289136014,22.31,5.59,16.72,1.23,18.56,78.42
491.0,新北市,2015/01/29,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,5.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
492.0,新北市,2015/01/29,淡水,1.0,0.32,27.6,14.0,34.07998289136014,13.23,3.68,9.54,2.6251324651998202,17.116743780008733,69.75121397379911
493.0,新北市,2015/01/29,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,12.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
494.0,新北市,2015/01/29,汐止,3.9,0.44,18.6,27.0,34.07998289136014,35.8,13.75,22.05,1.53,17.56,88.95
495.0,新北市,2015/01/29,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,14.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
496.0,新北市,2015/01/29,土城,1.9,0.5,24.7,26.0,34.07998289136014,22.38,3.08,19.32,1.52,18.36,77.82
497.0,新北市,2015/01/29,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,13.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
498.0,新北市,2015/01/29,林口,2.6,0.27,31.4,24.0,34.07998289136014,14.74,2.27,12.46,2.08,16.77,86.43
499.0,新北市,2015/01/29,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,8.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
500.0,新北市,2015/01/29,萬里,0.6,0.19,35.7,39.0,34.07998289136014,7.58,1.15,6.4,2.27,17.65,89.86
501.0,新北市,2015/01/28,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,14.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
502.0,新北市,2015/01/28,板橋,2.2,0.52,25.2,28.0,34.07998289136014,25.01,4.7,20.3,2.71,15.29,82.62
503.0,新北市,2015/01/28,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,6.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
504.0,新北市,2015/01/28,三重,2.4,1.33,31.225284339457566,45.0,34.07998289136014,72.33,42.25,30.07,2.6251324651998202,15.77,76.48
505.0,新北市,2015/01/28,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,13.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
506.0,新北市,2015/01/28,菜寮,2.0,0.46,25.0,23.0,34.07998289136014,17.18,2.54,14.64,3.04,15.57,77.63
507.0,新北市,2015/01/28,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,12.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
508.0,新北市,2015/01/28,永和,2.1,0.58,29.2,25.0,34.07998289136014,22.94,7.22,15.72,2.74,15.44,88.6
509.0,新北市,2015/01/28,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,13.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
510.0,新北市,2015/01/28,新莊,1.8,0.5,26.6,26.0,34.07998289136014,19.07,2.19,16.88,3.95,14.91,83.45
511.0,新北市,2015/01/28,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,15.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
512.0,新北市,2015/01/28,新店,2.3,0.46,29.5,20.0,34.07998289136014,18.14,3.17,14.96,1.53,15.49,81.08
513.0,新北市,2015/01/28,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,7.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
514.0,新北市,2015/01/28,淡水,0.5,0.28,37.3,15.0,34.07998289136014,5.37,1.97,3.41,2.6251324651998202,17.116743780008733,69.75121397379911
515.0,新北市,2015/01/28,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,15.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
516.0,新北市,2015/01/28,汐止,2.4,0.36,25.1,27.0,34.07998289136014,22.09,3.19,18.9,2.01,14.56,92.43
517.0,新北市,2015/01/28,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,16.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
518.0,新北市,2015/01/28,土城,1.9,0.48,29.5,26.0,34.07998289136014,16.23,1.33,14.9,1.74,15.18,81.07
519.0,新北市,2015/01/28,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,15.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
520.0,新北市,2015/01/28,林口,1.6,0.36,31.1,24.0,34.07998289136014,14.45,2.11,12.34,2.73,13.85,87.81
521.0,新北市,2015/01/28,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,15.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
522.0,新北市,2015/01/28,萬里,1.8,0.22,43.5,67.0,34.07998289136014,5.78,1.61,4.16,7.28,16.11,84.82
523.0,新北市,2015/01/27,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,28.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
524.0,新北市,2015/01/27,板橋,2.2,0.66,29.9,47.0,34.07998289136014,28.9,3.55,25.35,2.07,17.48,85.94
525.0,新北市,2015/01/27,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,23.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
526.0,新北市,2015/01/27,三重,2.6,1.88,31.225284339457566,51.0,34.07998289136014,102.01,59.08,42.93,2.6251324651998202,17.64,81.8
527.0,新北市,2015/01/27,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,27.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
528.0,新北市,2015/01/27,菜寮,1.7,0.65,26.1,37.0,34.07998289136014,24.6,2.9,21.69,2.23,17.46,82.61
529.0,新北市,2015/01/27,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,28.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
530.0,新北市,2015/01/27,永和,2.3,0.81,32.9,40.0,34.07998289136014,28.59,7.73,20.85,2.22,17.63,91.24
531.0,新北市,2015/01/27,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,27.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
532.0,新北市,2015/01/27,新莊,2.1,0.68,30.5,39.0,34.07998289136014,25.99,2.92,23.07,2.75,16.63,89.78
533.0,新北市,2015/01/27,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,29.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
534.0,新北市,2015/01/27,新店,2.1,0.56,35.7,36.0,34.07998289136014,18.99,1.74,17.24,1.26,17.45,85.61
535.0,新北市,2015/01/27,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,20.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
536.0,新北市,2015/01/27,淡水,1.4,0.43,43.5,37.0,34.07998289136014,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
537.0,新北市,2015/01/27,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,30.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
538.0,新北市,2015/01/27,汐止,3.0,0.47,39.1,45.0,34.07998289136014,16.96,2.01,14.95,2.12,16.95,91.82
539.0,新北市,2015/01/27,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,33.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
540.0,新北市,2015/01/27,土城,1.7,0.6,37.3,42.0,34.07998289136014,19.27,1.91,17.37,1.31,17.26,85.63
541.0,新北市,2015/01/27,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,28.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
542.0,新北市,2015/01/27,林口,1.1,0.47,41.7,40.0,34.07998289136014,15.29,2.21,13.08,1.89,15.4,94.32
543.0,新北市,2015/01/27,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,31.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
544.0,新北市,2015/01/27,萬里,1.0,0.39,53.2,84.0,34.07998289136014,5.94,1.39,4.55,5.9,17.67,89.35
545.0,新北市,2015/01/26,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,37.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
546.0,新北市,2015/01/26,板橋,5.2,0.78,13.4,64.0,34.07998289136014,46.05,10.97,35.08,1.48,18.93,78.13
547.0,新北市,2015/01/26,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,19.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
548.0,新北市,2015/01/26,三重,5.1,1.79,31.225284339457566,67.0,34.07998289136014,130.16,86.18,43.98,2.6251324651998202,19.03,73.51
549.0,新北市,2015/01/26,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,34.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
550.0,新北市,2015/01/26,菜寮,3.5,0.71,13.3,52.0,34.07998289136014,44.28,12.27,32.01,1.17,18.76,75.49
551.0,新北市,2015/01/26,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,30.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
552.0,新北市,2015/01/26,永和,3.6,1.16,15.0,53.0,34.07998289136014,60.0,28.22,31.78,1.16,19.38,81.0
553.0,新北市,2015/01/26,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,37.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
554.0,新北市,2015/01/26,新莊,4.3,0.77,10.5,60.0,34.07998289136014,54.4,16.7,37.7,1.5,17.91,81.23
555.0,新北市,2015/01/26,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,29.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
556.0,新北市,2015/01/26,新店,3.6,0.57,18.7,41.0,34.07998289136014,29.9,6.22,23.68,1.1,19.1,74.94
557.0,新北市,2015/01/26,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,21.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
558.0,新北市,2015/01/26,淡水,1.9,0.45,22.7,47.0,34.07998289136014,22.21,4.65,17.56,2.6251324651998202,17.116743780008733,69.75121397379911
559.0,新北市,2015/01/26,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,29.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
560.0,新北市,2015/01/26,汐止,7.9,0.65,10.9,50.0,34.07998289136014,55.01,24.75,30.26,1.17,18.28,83.24
561.0,新北市,2015/01/26,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,39.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
562.0,新北市,2015/01/26,土城,4.2,0.72,17.4,57.0,34.07998289136014,38.18,9.64,28.54,1.05,18.86,77.71
563.0,新北市,2015/01/26,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,32.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
564.0,新北市,2015/01/26,林口,3.4,0.35,30.9,47.0,34.07998289136014,21.05,2.54,18.46,1.09,16.98,82.57
565.0,新北市,2015/01/26,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,22.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
566.0,新北市,2015/01/26,萬里,2.9,0.31,31.3,39.0,34.07998289136014,12.54,2.2,10.34,2.27,18.08,82.97
567.0,新北市,2015/01/25,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,39.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
568.0,新北市,2015/01/25,板橋,5.7,0.92,18.0,74.0,34.07998289136014,47.0,10.69,36.31,1.56,19.44,64.92
569.0,新北市,2015/01/25,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,34.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
570.0,新北市,2015/01/25,三重,5.8,1.98,31.225284339457566,81.0,34.07998289136014,149.68,100.78,48.9,2.6251324651998202,19.43,63.81
571.0,新北市,2015/01/25,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,39.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
572.0,新北市,2015/01/25,菜寮,3.9,0.89,16.2,64.0,34.07998289136014,55.01,21.81,33.2,1.37,18.96,65.63
573.0,新北市,2015/01/25,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,37.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
574.0,新北市,2015/01/25,永和,4.4,1.5,11.2,64.0,34.07998289136014,79.1,35.66,43.44,1.04,19.89,68.5
575.0,新北市,2015/01/25,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,44.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
576.0,新北市,2015/01/25,新莊,5.5,1.07,14.1,74.0,34.07998289136014,61.2,21.16,40.04,1.7,18.1,66.95
577.0,新北市,2015/01/25,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,32.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
578.0,新北市,2015/01/25,新店,3.3,0.57,28.3,47.0,34.07998289136014,27.9,4.63,23.28,1.02,19.95,59.12
579.0,新北市,2015/01/25,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,25.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
580.0,新北市,2015/01/25,淡水,2.6,0.4,29.6,55.0,34.07998289136014,20.63,2.69,17.93,2.6251324651998202,17.116743780008733,69.75121397379911
581.0,新北市,2015/01/25,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,28.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
582.0,新北市,2015/01/25,汐止,5.2,0.63,17.1,50.0,34.07998289136014,45.44,17.47,27.96,1.06,18.88,68.11
583.0,新北市,2015/01/25,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,46.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
584.0,新北市,2015/01/25,土城,4.8,0.92,15.6,72.0,34.07998289136014,51.58,15.96,35.62,1.06,18.42,69.84
585.0,新北市,2015/01/25,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,38.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
586.0,新北市,2015/01/25,林口,3.3,0.39,34.1,59.0,34.07998289136014,20.96,2.37,18.59,1.42,17.46,73.79
587.0,新北市,2015/01/25,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,21.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
588.0,新北市,2015/01/25,萬里,2.9,0.28,34.8,39.0,34.07998289136014,12.05,2.46,9.58,2.45,18.42,71.86
589.0,新北市,2015/01/24,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,43.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
590.0,新北市,2015/01/24,板橋,4.4,0.9,30.2,75.0,34.07998289136014,39.96,8.74,31.21,1.59,18.07,55.17
591.0,新北市,2015/01/24,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,38.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
592.0,新北市,2015/01/24,三重,5.7,2.26,31.225284339457566,88.0,34.07998289136014,178.99,122.42,56.57,2.6251324651998202,18.02,56.57
593.0,新北市,2015/01/24,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,46.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
594.0,新北市,2015/01/24,菜寮,4.0,1.13,17.2,74.0,34.07998289136014,74.58,32.98,41.6,1.47,17.68,56.38
595.0,新北市,2015/01/24,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,42.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
596.0,新北市,2015/01/24,永和,3.8,1.32,19.8,66.0,34.07998289136014,60.65,21.46,39.18,1.29,18.25,63.01
597.0,新北市,2015/01/24,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,49.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
598.0,新北市,2015/01/24,新莊,3.9,1.27,23.4,77.0,34.07998289136014,61.33,23.22,38.11,1.69,16.89,61.57
599.0,新北市,2015/01/24,新店,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,41.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
600.0,新北市,2015/01/24,新店,2.2,0.64,34.3,60.0,34.07998289136014,28.0,4.74,23.25,1.65,18.01,56.66
601.0,新北市,2015/01/24,淡水,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,38.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
602.0,新北市,2015/01/24,淡水,3.4,0.66,28.5,69.0,34.07998289136014,29.83,3.14,26.69,2.6251324651998202,17.116743780008733,69.75121397379911
603.0,新北市,2015/01/24,汐止,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,36.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
604.0,新北市,2015/01/24,汐止,4.2,0.69,20.6,62.0,34.07998289136014,48.09,18.22,29.87,1.28,16.8,66.42
605.0,新北市,2015/01/24,土城,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,47.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
606.0,新北市,2015/01/24,土城,3.7,0.88,23.2,78.0,34.07998289136014,61.42,28.05,33.36,1.12,15.98,64.9
607.0,新北市,2015/01/24,林口,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,48.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
608.0,新北市,2015/01/24,林口,3.1,0.61,36.6,75.0,34.07998289136014,30.72,3.57,27.15,1.64,16.0,66.3
609.0,新北市,2015/01/24,萬里,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,30.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
610.0,新北市,2015/01/24,萬里,1.9,0.35,42.0,47.0,34.07998289136014,8.12,1.08,7.01,3.7,16.54,68.38
611.0,新北市,2015/01/23,板橋,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,40.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
612.0,新北市,2015/01/23,板橋,4.3,0.78,30.0,72.0,34.07998289136014,34.42,5.65,28.75,1.96,15.39,52.81
613.0,新北市,2015/01/23,三重,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,37.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
614.0,新北市,2015/01/23,三重,5.9,1.88,31.225284339457566,93.0,34.07998289136014,129.65,79.68,49.97,2.6251324651998202,15.88,55.0
615.0,新北市,2015/01/23,菜寮,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,41.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
616.0,新北市,2015/01/23,菜寮,4.2,0.74,26.7,70.0,34.07998289136014,30.69,3.63,27.07,2.41,15.43,55.38
617.0,新北市,2015/01/23,永和,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,41.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
618.0,新北市,2015/01/23,永和,2.8,0.92,30.4,65.0,34.07998289136014,37.28,11.24,26.04,1.92,15.54,62.18
619.0,新北市,2015/01/23,新莊,3.486537634408602,0.5538766709788703,31.225284339457566,68.8,44.0,24.49018486672399,6.15920894239037,18.32768271711092,2.6251324651998202,17.116743780008733,69.75121397379911
620.0,新北市,2015/01/23,新莊,3.6,0.79,31.2,73.0,34.07998289136014,32.64,5.86,26.78,2.72,15.12,58.12
