序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2012/03/31,松山,2.1,0.45,414.43,44.5,57.0,62.0,37.0,20.01,2.34,17.66,2.088,0.145,1.94,17.95,60.0
2.0,臺北市,2012/03/31,古亭,2.5,0.46,417.09194117647064,41.1,50.0,72.0,32.0,20.31,3.32,17.0,1.981,0.108,1.87,18.28,64.99
3.0,臺北市,2012/03/31,中山,2.4,0.6,417.09194117647064,35.1,46.0,85.0,42.0,30.23,5.43,24.8,2.121,0.195,1.93,18.63,59.35
4.0,臺北市,2012/03/31,大同,2.6,1.18,417.09194117647064,33.02931567328919,50.26791958041958,80.0,38.0,64.08,29.34,34.74,2.466,0.451,2.02,19.746975824175827,75.67772847100176
5.0,臺北市,2012/03/31,萬華,2.0,0.49,417.09194117647064,36.7,48.0,59.0,34.0,25.78,3.64,22.14,2.262706454465075,0.2883448275862069,1.9749160035366933,18.47,60.28
6.0,臺北市,2012/03/31,陽明,2.1,0.26,403.63,59.6,64.0,38.0,19.0,3.66,1.35,2.31,2.262706454465075,0.2883448275862069,1.9749160035366933,10.42,86.65
7.0,臺北市,2012/03/31,士林,2.7,0.5,417.09194117647064,45.6,59.0,67.0,28.0,17.24,4.44,12.78,2.262706454465075,0.2883448275862069,1.9749160035366933,17.11,59.98
8.0,臺北市,2012/03/30,松山,2.9,0.82,421.7,36.2,59.0,84.0,39.0,37.3,7.44,29.85,2.524,0.49,2.03,23.57,53.68
9.0,臺北市,2012/03/30,古亭,2.3,0.72,417.09194117647064,33.7,55.0,71.0,35.0,38.68,8.4,30.28,2.184,0.277,1.91,23.92,56.19
10.0,臺北市,2012/03/30,中山,2.1,0.9,417.09194117647064,25.3,44.0,79.0,45.0,55.65,16.94,38.71,2.351,0.339,2.01,23.87,54.65
11.0,臺北市,2012/03/30,大同,3.5,1.77,417.09194117647064,33.02931567328919,50.26791958041958,74.0,42.0,88.25,45.51,42.75,2.786,0.663,2.12,19.746975824175827,75.67772847100176
12.0,臺北市,2012/03/30,萬華,1.8,0.83,417.09194117647064,28.3,42.0,62.0,36.0,45.55,8.16,37.38,2.262706454465075,0.2883448275862069,1.9749160035366933,23.99,54.28
13.0,臺北市,2012/03/30,陽明,2.6,0.22,400.36,62.3,70.0,38.0,26.0,4.87,1.22,3.65,2.262706454465075,0.2883448275862069,1.9749160035366933,16.85,74.65
14.0,臺北市,2012/03/30,士林,2.4,0.51,417.09194117647064,39.7,63.0,77.0,36.77725321888412,27.77,3.81,23.96,2.262706454465075,0.2883448275862069,1.9749160035366933,21.89,59.29
15.0,臺北市,2012/03/29,松山,3.9,0.27,402.6,56.7,63.0,76.0,29.0,12.33,1.39,10.94,3.201,1.376,1.83,23.07,47.54
16.0,臺北市,2012/03/29,古亭,1.8,0.39,417.09194117647064,43.7,49.0,67.0,31.0,20.98,4.1,16.88,1.951,0.106,1.85,23.45,50.76
17.0,臺北市,2012/03/29,中山,2.3,0.46,417.09194117647064,39.3,45.0,71.0,37.0,24.52,3.62,20.89,2.029,0.153,1.88,23.34,49.75
18.0,臺北市,2012/03/29,大同,3.5,2.05,417.09194117647064,33.02931567328919,50.26791958041958,78.0,41.0,102.79,59.45,43.35,2.788,0.792,2.0,19.746975824175827,75.67772847100176
19.0,臺北市,2012/03/29,萬華,1.2,0.46,417.09194117647064,37.9,43.0,60.0,30.0,25.57,3.09,22.48,2.262706454465075,0.2883448275862069,1.9749160035366933,23.38,50.28
20.0,臺北市,2012/03/29,陽明,1.8,0.17,397.66,57.0,59.0,39.0,22.0,3.69,1.51,2.19,2.262706454465075,0.2883448275862069,1.9749160035366933,14.93,79.11
21.0,臺北市,2012/03/29,士林,1.8,0.28,417.09194117647064,49.1,52.0,70.0,36.77725321888412,12.44,1.87,10.57,2.262706454465075,0.2883448275862069,1.9749160035366933,21.65,52.45
22.0,臺北市,2012/03/28,松山,0.6,0.25,401.39,60.9,69.0,62.0,26.0,9.65,1.82,7.83,1.865,0.05,1.82,22.71,44.07
23.0,臺北市,2012/03/28,古亭,1.8,0.3,417.09194117647064,52.0,57.0,57.0,28.0,14.22,3.07,11.15,1.9,0.066,1.83,23.2,46.32
24.0,臺北市,2012/03/28,中山,2.6,0.44,417.09194117647064,45.1,52.0,63.0,34.0,22.32,4.03,18.27,1.999,0.144,1.86,23.11,45.72
25.0,臺北市,2012/03/28,大同,2.0,1.21,417.09194117647064,33.02931567328919,50.26791958041958,74.0,33.0,67.66,31.48,36.18,2.404,0.442,1.96,19.746975824175827,75.67772847100176
26.0,臺北市,2012/03/28,萬華,0.6,0.36,417.09194117647064,45.5,51.0,55.0,28.0,20.88,2.95,17.93,2.262706454465075,0.2883448275862069,1.9749160035366933,23.09,46.03
27.0,臺北市,2012/03/28,陽明,1.2,0.16,397.41,60.0,65.0,31.0,19.0,2.0,0.89,1.09,2.262706454465075,0.2883448275862069,1.9749160035366933,14.83,72.21
28.0,臺北市,2012/03/28,士林,1.6,0.23,417.09194117647064,56.6,62.0,61.0,26.0,8.61,1.3,7.3,2.262706454465075,0.2883448275862069,1.9749160035366933,21.1,48.51
29.0,臺北市,2012/03/27,松山,2.5,0.35,404.65,64.9,69.0,72.0,38.0,15.12,2.06,13.06,1.969,0.083,1.89,21.61,47.51
30.0,臺北市,2012/03/27,古亭,2.3,0.35,417.09194117647064,61.3,64.0,78.0,42.0,13.41,2.29,11.12,1.916,0.067,1.85,22.24,49.49
31.0,臺北市,2012/03/27,中山,1.8,0.53,417.09194117647064,48.3,53.0,81.0,47.0,27.59,3.92,23.67,2.056,0.167,1.89,21.97,49.55
32.0,臺北市,2012/03/27,大同,2.5,1.18,417.09194117647064,33.02931567328919,50.26791958041958,96.0,48.0,68.56,28.29,40.27,2.395,0.436,1.96,19.746975824175827,75.67772847100176
33.0,臺北市,2012/03/27,萬華,2.2,0.4,417.09194117647064,53.9,56.0,71.0,36.0,21.85,2.71,19.14,2.262706454465075,0.2883448275862069,1.9749160035366933,22.12,49.77
34.0,臺北市,2012/03/27,陽明,2.5,0.19,398.17,68.4,70.0,42.0,28.0,3.27,1.46,1.81,2.262706454465075,0.2883448275862069,1.9749160035366933,13.54,79.47
35.0,臺北市,2012/03/27,士林,2.3,0.27,417.09194117647064,66.1,69.0,75.0,34.0,8.88,1.5,7.38,2.262706454465075,0.2883448275862069,1.9749160035366933,20.13,51.69
36.0,臺北市,2012/03/26,松山,3.3,0.4,411.92,51.2,62.0,73.0,29.0,22.69,2.18,20.51,2.043,0.133,1.91,19.72,44.16
37.0,臺北市,2012/03/26,古亭,2.3,0.33,417.09194117647064,58.1,61.0,58.0,29.0,14.08,2.21,11.87,1.928,0.076,1.85,20.71,43.5
38.0,臺北市,2012/03/26,中山,3.1,0.53,417.09194117647064,45.2,52.0,61.0,36.0,30.8,5.08,25.72,2.06,0.157,1.9,20.44,44.45
39.0,臺北市,2012/03/26,大同,2.7,0.96,417.09194117647064,33.02931567328919,50.26791958041958,74.0,36.0,61.21,23.72,37.49,2.322,0.358,1.96,19.746975824175827,75.67772847100176
40.0,臺北市,2012/03/26,萬華,2.5,0.43,417.09194117647064,45.2,52.0,53.0,31.0,28.59,3.1,25.49,2.262706454465075,0.2883448275862069,1.9749160035366933,20.37,44.93
41.0,臺北市,2012/03/26,陽明,4.0,0.2,400.06,67.8,72.0,33.0,21.0,3.33,1.03,2.3,2.262706454465075,0.2883448275862069,1.9749160035366933,11.94,72.75
42.0,臺北市,2012/03/26,士林,2.2,0.26,417.09194117647064,64.1,68.0,63.0,27.0,9.47,1.56,7.91,2.262706454465075,0.2883448275862069,1.9749160035366933,18.81,45.77
