序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/06/30,松山,5.3,0.58,424.91,26.7,59.0,35.0,29.0,31.99,9.01,22.98,2.129,0.216,1.91,28.79,70.66
2.0,臺北市,2011/06/30,古亭,5.2,0.72,407.1661111111111,28.7,69.0,50.0,27.0,34.51,11.3,23.21,2.2,0.316,1.88,28.5,77.51
3.0,臺北市,2011/06/30,中山,5.2,0.89,407.1661111111111,19.6,45.0,48.0,34.0,47.55,18.91,28.64,2.295,0.376,1.92,29.23,72.2
4.0,臺北市,2011/06/30,大同,5.4,2.1,407.1661111111111,22.316506630086877,37.910819375282934,41.0,32.0,81.45,49.12,32.33,2.966,0.816,2.15,28.829853747714804,75.9474074074074
5.0,臺北市,2011/06/30,萬華,3.5,0.8,407.1661111111111,19.0,46.0,42.0,24.0,40.67,12.55,28.12,2.0687832369942196,0.22196435452793833,1.8473314065510598,28.68,73.09
6.0,臺北市,2011/06/30,陽明,3.3,0.1,393.23,30.3,46.0,18.0,14.0,4.3,1.16,3.14,2.0687832369942196,0.22196435452793833,1.8473314065510598,21.91,93.44
7.0,臺北市,2011/06/30,士林,3.8,0.56,407.1661111111111,22.5,48.0,43.0,19.0,28.1,9.66,18.44,2.0687832369942196,0.22196435452793833,1.8473314065510598,28.85,71.84
8.0,臺北市,2011/06/29,松山,2.1,0.58,420.32,10.1,21.0,23.0,19.0,34.79,12.6,22.19,2.15,0.233,1.92,27.25,76.89
9.0,臺北市,2011/06/29,古亭,3.1,0.72,407.1661111111111,14.3,30.0,35.0,18.0,38.51,15.39,23.12,2.159,0.262,1.9,26.94,84.25
10.0,臺北市,2011/06/29,中山,2.9,1.08,407.1661111111111,12.3,30.0,37.0,28.0,60.27,27.57,32.7,2.403,0.436,1.97,27.45,81.18
11.0,臺北市,2011/06/29,大同,4.7,2.3,407.1661111111111,22.316506630086877,37.910819375282934,38.0,24.0,104.4,67.59,36.81,3.104,0.873,2.23,28.829853747714804,75.9474074074074
12.0,臺北市,2011/06/29,萬華,1.9,0.93,407.1661111111111,14.2,35.0,25.0,17.0,45.54,15.98,29.57,2.0687832369942196,0.22196435452793833,1.8473314065510598,27.08,80.33
13.0,臺北市,2011/06/29,陽明,0.6,0.09,388.63,28.0,35.0,12.0,8.0,2.4,1.0,1.38,2.0687832369942196,0.22196435452793833,1.8473314065510598,20.99,96.75
14.0,臺北市,2011/06/29,士林,2.9,0.66,407.1661111111111,15.9,37.0,34.0,14.0,34.37,10.82,23.55,2.0687832369942196,0.22196435452793833,1.8473314065510598,26.83,80.06
15.0,臺北市,2011/06/28,松山,2.9,0.51,411.69,13.7,25.0,19.0,16.0,32.82,10.35,22.47,2.096,0.207,1.89,27.89,74.98
16.0,臺北市,2011/06/28,古亭,2.1,0.66,407.1661111111111,14.1,26.0,27.0,14.0,37.52,13.37,24.14,2.187,0.255,1.93,27.78,81.8
17.0,臺北市,2011/06/28,中山,1.6,0.77,407.1661111111111,10.9,20.0,30.0,23.0,45.31,20.53,24.79,2.193,0.3,1.89,28.21,77.87
18.0,臺北市,2011/06/28,大同,3.6,1.4,407.1661111111111,22.316506630086877,37.910819375282934,30.0,18.0,68.5,40.51,27.99,2.727,0.623,2.1,28.829853747714804,75.9474074074074
19.0,臺北市,2011/06/28,萬華,1.8,0.8,407.1661111111111,10.9,20.0,22.0,15.0,42.02,15.29,26.73,2.0687832369942196,0.22196435452793833,1.8473314065510598,27.85,77.82
20.0,臺北市,2011/06/28,陽明,1.1,0.1,395.77,27.0,33.0,7.0,5.0,3.29,0.54,2.72,2.0687832369942196,0.22196435452793833,1.8473314065510598,21.2,98.73
21.0,臺北市,2011/06/28,士林,2.6,0.49,407.1661111111111,14.8,30.0,26.0,12.0,24.87,6.45,18.42,2.0687832369942196,0.22196435452793833,1.8473314065510598,28.829853747714804,77.67
22.0,臺北市,2011/06/27,松山,3.0,0.46,413.88,14.6,27.0,26.0,19.0,25.94,8.84,17.09,2.094,0.17,1.92,29.57,71.07
23.0,臺北市,2011/06/27,古亭,3.788096299598752,0.37000901713255185,407.1661111111111,22.316506630086877,28.0,36.27370786516854,20.101793721973095,18.836119536128457,6.312413024085638,12.523657448706512,2.0687832369942196,0.22196435452793833,1.8473314065510598,28.829853747714804,75.9474074074074
24.0,臺北市,2011/06/27,中山,1.0,0.7,407.1661111111111,14.4,25.0,40.0,27.0,33.93,14.04,19.89,2.179,0.266,1.91,30.25,73.3
25.0,臺北市,2011/06/27,大同,4.1,2.08,407.1661111111111,22.316506630086877,37.910819375282934,41.0,23.0,73.04,44.5,28.55,2.891,0.756,2.14,28.829853747714804,75.9474074074074
26.0,臺北市,2011/06/27,萬華,2.9,0.58,407.1661111111111,16.0,26.0,32.0,18.0,28.29,7.47,20.82,2.0687832369942196,0.22196435452793833,1.8473314065510598,29.75,73.3
27.0,臺北市,2011/06/27,陽明,1.5,0.14,394.98,26.0,29.0,14.0,10.0,4.48,0.76,3.67,2.0687832369942196,0.22196435452793833,1.8473314065510598,22.94,94.47
28.0,臺北市,2011/06/27,士林,2.8,0.46,407.1661111111111,20.9,35.0,33.0,15.0,22.87,6.05,16.83,2.0687832369942196,0.22196435452793833,1.8473314065510598,29.86,72.21
29.0,臺北市,2011/06/26,松山,4.1,0.66,417.47,11.5,26.0,26.0,19.0,38.55,16.3,22.26,2.232,0.255,1.98,28.96,73.91
