序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
58.0,臺北市,2013/11/22,古亭,1.5,0.36,418.5032584269663,26.6,29.0,37.0,21.0,22.27,4.07,18.2,1.929,0.109,1.82,2.94,20.28,77.53
59.0,臺北市,2013/11/22,中山,2.5,0.57,418.5032584269663,18.7,29.0,61.0,29.0,38.83,11.77,27.06,2.103,0.227,1.88,2.5,20.82,76.45
60.0,臺北市,2013/11/22,大同,4.6,1.55,418.5032584269663,31.9011748757343,49.4518018018018,58.0,30.0,97.08,60.71,36.37,2.517,0.58,1.94,2.5826942355889724,21.828047898779936,73.93651898734177
61.0,臺北市,2013/11/22,萬華,2.7,0.46,418.5032584269663,21.0,32.0,30.0,21.0,38.68,9.98,28.69,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.13,20.69,75.68
62.0,臺北市,2013/11/22,陽明,2.1,0.13,395.37,46.9,48.0,12.0,8.0,2.63,1.48,1.15,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,14.29,97.27
63.0,臺北市,2013/11/22,士林,2.5,0.22,418.5032584269663,39.1,42.0,32.0,17.0,15.24,5.15,10.09,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.09,21.09,69.08
64.0,臺北市,2013/11/21,松山,2.3,0.46,418.98,20.4,25.0,39.0,25.0,32.5,7.0,25.49,2.087,0.188,1.9,1.95,20.11,69.85
65.0,臺北市,2013/11/21,古亭,1.9,0.37,418.5032584269663,28.1,32.0,41.0,20.0,21.51,4.46,17.05,1.944,0.084,1.86,3.06,20.67,70.21
66.0,臺北市,2013/11/21,中山,1.7,0.58,418.5032584269663,19.1,26.0,63.0,32.0,39.54,12.34,27.21,2.113,0.214,1.9,2.4,21.27,70.07
67.0,臺北市,2013/11/21,大同,3.4,1.14,418.5032584269663,31.9011748757343,49.4518018018018,68.0,28.0,76.6,42.15,34.45,2.381,0.435,1.95,2.5826942355889724,21.828047898779936,73.93651898734177
68.0,臺北市,2013/11/21,萬華,2.6,0.45,418.5032584269663,21.3,27.0,33.0,24.0,33.92,7.88,26.04,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.15,21.1,68.67
69.0,臺北市,2013/11/21,陽明,2.4,0.14,399.29,44.2,47.0,16.0,12.0,3.66,0.94,2.72,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,14.41,95.76
70.0,臺北市,2013/11/21,士林,3.2,0.24,418.5032584269663,35.8,46.0,39.0,23.0,25.23,11.1,14.14,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.79,21.41,66.49
71.0,臺北市,2013/11/20,松山,4.8,0.58,425.07,25.7,40.0,64.0,38.0,36.98,6.68,30.28,2.159,0.212,1.95,2.0,18.67,60.16
72.0,臺北市,2013/11/20,古亭,4.0,0.51,418.5032584269663,36.7,49.0,67.0,35.0,26.44,4.75,21.66,2.014,0.117,1.9,2.88,19.76,57.95
73.0,臺北市,2013/11/20,中山,3.2,0.66,418.5032584269663,26.2,34.0,91.0,45.0,39.95,10.02,29.93,2.155,0.222,1.93,2.26,20.25,58.5
74.0,臺北市,2013/11/20,大同,5.0,1.36,418.5032584269663,31.9011748757343,49.4518018018018,86.0,43.0,86.14,45.44,40.7,2.491,0.496,2.0,2.5826942355889724,21.828047898779936,73.93651898734177
75.0,臺北市,2013/11/20,萬華,3.9,0.54,418.5032584269663,30.0,39.0,60.0,37.0,36.83,6.89,29.94,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.06,20.01,56.72
76.0,臺北市,2013/11/20,陽明,6.9,0.21,407.11,52.7,58.0,32.0,24.0,5.8,1.02,4.78,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,12.9,87.49
77.0,臺北市,2013/11/20,士林,3.8,0.32,418.5032584269663,44.6,57.0,62.0,36.0,27.41,10.96,16.44,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.66,20.29,56.64
78.0,臺北市,2013/11/19,松山,6.0,0.63,431.59,23.8,48.0,71.0,37.0,39.95,8.23,31.72,2.234,0.23,2.0,2.06,16.84,53.88
79.0,臺北市,2013/11/19,古亭,5.7,0.47,418.5032584269663,37.6,51.0,73.0,35.0,22.0,4.17,17.83,2.045,0.098,1.95,2.91,17.45,53.78
80.0,臺北市,2013/11/19,中山,6.4,0.8,418.5032584269663,20.5,38.0,102.0,46.0,54.04,17.37,36.67,2.328,0.29,2.04,2.19,18.32,53.23
81.0,臺北市,2013/11/19,大同,7.5,1.27,418.5032584269663,31.9011748757343,49.4518018018018,101.0,47.0,96.08,50.76,45.33,2.563,0.474,2.09,2.5826942355889724,21.828047898779936,73.93651898734177
82.0,臺北市,2013/11/19,萬華,5.3,0.58,418.5032584269663,27.5,44.0,71.0,38.0,33.78,4.31,29.47,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.74,17.98,50.85
83.0,臺北市,2013/11/19,陽明,7.9,0.31,412.45,54.5,66.0,46.0,30.0,6.33,1.37,4.96,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,10.92,76.42
84.0,臺北市,2013/11/19,士林,6.8,0.41,418.5032584269663,40.0,56.0,75.0,40.0,29.48,10.16,19.32,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.43,17.81,52.03
85.0,臺北市,2013/11/18,松山,5.0,0.59,429.98,26.8,53.0,103.0,37.0,32.89,7.18,25.71,2.243,0.195,2.05,1.92,16.72,55.34
86.0,臺北市,2013/11/18,古亭,5.0,0.58,418.5032584269663,28.6,47.0,110.0,36.0,30.93,8.24,22.69,2.075,0.14,1.94,2.29,16.9,57.9
87.0,臺北市,2013/11/18,中山,4.8,0.73,418.5032584269663,20.3,38.0,131.0,46.0,31.64,8.5,23.14,2.303,0.258,2.05,1.52,18.09,54.8
88.0,臺北市,2013/11/18,大同,6.2,1.38,418.5032584269663,31.9011748757343,49.4518018018018,127.0,46.0,89.06,49.63,39.43,2.59,0.492,2.1,2.5826942355889724,21.828047898779936,73.93651898734177
89.0,臺北市,2013/11/18,萬華,4.7,0.58,418.5032584269663,25.5,43.0,95.0,42.0,33.22,6.54,26.68,2.1844153005464477,0.24773406193078323,1.9372586520947173,1.68,17.58,53.92
90.0,臺北市,2013/11/18,陽明,5.4,0.27,410.68,50.4,57.0,65.0,29.0,6.37,1.86,4.51,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,10.77,77.96
91.0,臺北市,2013/11/18,士林,5.8,0.53,418.5032584269663,29.1,50.0,116.0,39.0,30.41,8.28,22.12,2.1844153005464477,0.24773406193078323,1.9372586520947173,1.88,16.99,57.02
92.0,臺北市,2013/11/17,松山,4.7,0.63,431.96,38.2,71.0,125.0,55.0,28.06,4.06,24.0,2.266,0.195,2.07,1.71,18.53,59.92
93.0,臺北市,2013/11/17,古亭,4.8,0.66,418.5032584269663,34.2,61.0,139.0,54.0,29.02,5.35,23.67,2.17,0.146,2.02,2.23,18.83,63.22
94.0,臺北市,2013/11/17,中山,4.3,0.73,418.5032584269663,30.9,52.0,166.0,58.0,22.43275233437083,5.326620720320142,17.10323699421965,2.303,0.225,2.08,1.48,19.92,57.87
95.0,臺北市,2013/11/17,大同,6.1,1.26,418.5032584269663,31.9011748757343,49.4518018018018,149.0,65.0,81.46,38.91,42.56,2.55,0.441,2.11,2.5826942355889724,21.828047898779936,73.93651898734177
96.0,臺北市,2013/11/17,萬華,5.4,0.68,418.5032584269663,32.5,54.0,126.0,59.0,30.99,3.98,27.01,2.1844153005464477,0.24773406193078323,1.9372586520947173,1.64,19.69,58.21
97.0,臺北市,2013/11/17,陽明,5.6,0.32,409.23,62.7,71.0,87.0,43.0,4.82,1.09,3.73,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,12.47,76.87
98.0,臺北市,2013/11/17,士林,5.1,0.62,418.5032584269663,37.3,61.0,145.0,55.0,29.88,7.34,22.54,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.04,18.85,60.11
99.0,臺北市,2013/11/16,松山,3.5,0.67,426.14,29.8,34.0,74.0,57.0,27.86,2.94,24.91,2.16,0.195,1.97,1.62,19.78,83.86
100.0,臺北市,2013/11/16,古亭,3.2,0.62,418.5032584269663,32.0,37.0,78.0,53.0,24.0,2.95,21.04,2.085,0.124,1.96,2.27,20.25,85.46
101.0,臺北市,2013/11/16,中山,3.2,0.8,418.5032584269663,22.2,30.0,96.0,58.0,22.43275233437083,5.326620720320142,17.10323699421965,2.226,0.233,1.99,1.61,20.93,82.09
102.0,臺北市,2013/11/16,大同,4.8,1.58,418.5032584269663,31.9011748757343,49.4518018018018,98.0,63.0,94.93,52.36,42.57,2.703,0.645,2.06,2.5826942355889724,21.828047898779936,73.93651898734177
103.0,臺北市,2013/11/16,萬華,3.3,0.67,418.5032584269663,26.7,34.0,66.0,51.0,30.45,3.3,27.14,2.1844153005464477,0.24773406193078323,1.9372586520947173,1.8,20.86,81.15
104.0,臺北市,2013/11/16,陽明,1.5,0.36,413.14,54.1,59.0,17.0,16.0,3.8,1.27,2.53,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,14.9,99.66
105.0,臺北市,2013/11/16,士林,2.3,0.73,418.5032584269663,25.5,35.0,73.0,48.0,34.49,7.92,26.59,2.1844153005464477,0.24773406193078323,1.9372586520947173,1.25,20.67,78.97
106.0,臺北市,2013/11/15,松山,2.9,0.59,423.73,21.2,31.0,47.0,38.0,27.13,4.93,22.19,2.074,0.152,1.92,2.2,20.65,83.05
107.0,臺北市,2013/11/15,古亭,3.1,0.59,418.5032584269663,21.6,26.0,62.0,34.0,26.29,5.7,20.59,2.029,0.131,1.9,2.84,21.08,85.25
108.0,臺北市,2013/11/15,中山,2.1,0.75,418.5032584269663,17.1,22.0,78.0,43.0,21.15,4.88,16.27,2.127,0.222,1.91,2.07,22.07,78.82
109.0,臺北市,2013/11/15,大同,3.7,1.37,418.5032584269663,31.9011748757343,49.4518018018018,73.0,42.0,79.52,46.24,33.28,2.453,0.49,1.96,2.5826942355889724,21.828047898779936,73.93651898734177
110.0,臺北市,2013/11/15,萬華,2.3,0.62,418.5032584269663,18.5,25.0,50.0,36.0,32.87,7.89,24.98,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.64,21.93,78.63
111.0,臺北市,2013/11/15,陽明,1.5,0.35,412.54,41.0,53.0,9.0,6.0,5.89,1.47,4.42,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,15.84,99.95
112.0,臺北市,2013/11/15,士林,2.4,0.45,418.5032584269663,31.7,38.0,43.0,30.0,20.28,7.21,13.06,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.1,22.12,73.0
113.0,臺北市,2013/11/14,松山,3.2,0.43,412.57,22.7,32.0,19.0,12.0,27.89,6.69,21.2,2.033,0.159,1.87,2.27,22.07,81.91
114.0,臺北市,2013/11/14,古亭,2.6,0.45,418.5032584269663,21.4,29.0,27.0,11.0,26.61,7.04,19.56,1.976,0.124,1.85,2.94,22.66,84.53
115.0,臺北市,2013/11/14,中山,2.6,0.59,418.5032584269663,18.5,30.0,35.0,19.0,23.62,7.97,15.65,2.052,0.185,1.87,2.32,23.28,79.73
116.0,臺北市,2013/11/14,大同,3.4,1.23,418.5032584269663,31.9011748757343,49.4518018018018,46.0,16.0,68.42,40.01,28.41,2.343,0.428,1.92,2.5826942355889724,21.828047898779936,73.93651898734177
117.0,臺北市,2013/11/14,萬華,2.0,0.44,418.5032584269663,21.1,31.0,17.0,11.0,30.29,8.97,21.33,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.27,23.14,79.64
118.0,臺北市,2013/11/14,陽明,1.4,0.14,398.71,40.4,44.0,6.0,5.0,3.0,1.6,1.39,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,17.28,99.93
119.0,臺北市,2013/11/14,士林,2.6,0.26,418.5032584269663,33.1,39.0,21.0,11.0,11.5,2.54,8.97,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5,23.6,72.95
120.0,臺北市,2013/11/13,松山,2.4,0.35,412.12,24.6,31.0,15.0,11.0,23.34,4.38,18.96,1.971,0.114,1.86,2.49,19.84,86.13
121.0,臺北市,2013/11/13,古亭,1.6,0.36,418.5032584269663,26.0,28.0,20.0,7.0,17.76,3.54,14.22,1.926,0.078,1.85,3.27,20.26,90.15
122.0,臺北市,2013/11/13,中山,2.0,0.49,418.5032584269663,20.8,28.0,46.0,18.0,30.44,9.2,21.24,2.015,0.161,1.85,2.84,20.88,85.28
123.0,臺北市,2013/11/13,大同,3.0,1.31,418.5032584269663,31.9011748757343,49.4518018018018,50.0,16.0,70.95,41.73,29.22,2.356,0.447,1.91,2.5826942355889724,21.828047898779936,73.93651898734177
124.0,臺北市,2013/11/13,萬華,2.0,0.37,418.5032584269663,22.3,29.0,19.0,12.0,24.76,5.34,19.42,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.64,20.82,84.13
125.0,臺北市,2013/11/13,陽明,1.0,0.13,401.07,41.8,45.0,5.0,3.0,1.93,0.75,1.14,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,15.42,100.0
126.0,臺北市,2013/11/13,士林,2.4,0.22,418.5032584269663,34.1,36.0,19.0,11.0,10.85,2.9,7.95,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.09,21.18,76.99
127.0,臺北市,2013/11/12,松山,1.4,0.37,413.13,27.3,37.0,15.0,16.0,20.97,3.57,17.39,1.967,0.111,1.86,2.78,19.72,86.44
128.0,臺北市,2013/11/12,古亭,1.7,0.42,418.5032584269663,26.0,35.0,22.0,11.0,20.06,4.08,15.99,1.945,0.093,1.85,3.74,20.15,90.07
129.0,臺北市,2013/11/12,中山,1.8,0.5,418.5032584269663,23.3,32.0,50.0,20.0,27.56,8.64,18.92,2.002,0.157,1.84,2.94,20.87,84.75
130.0,臺北市,2013/11/12,大同,3.4,1.11,418.5032584269663,31.9011748757343,49.4518018018018,39.0,18.0,59.46,31.84,27.62,2.277,0.373,1.9,2.5826942355889724,21.828047898779936,73.93651898734177
131.0,臺北市,2013/11/12,萬華,2.9,0.39,418.5032584269663,24.2,33.0,19.0,13.0,24.58,5.37,19.21,2.1844153005464477,0.24773406193078323,1.9372586520947173,4.02,20.72,84.21
132.0,臺北市,2013/11/12,陽明,1.2,0.17,405.24,42.8,45.0,5.0,3.0,1.52,0.6,0.89,2.1844153005464477,0.24773406193078323,1.9372586520947173,2.5826942355889724,15.29,100.0
133.0,臺北市,2013/11/12,士林,1.7,0.23,418.5032584269663,37.9,42.0,20.0,9.0,8.01,1.47,6.55,2.1844153005464477,0.24773406193078323,1.9372586520947173,3.78,21.18,75.88
134.0,臺北市,2013/11/11,松山,2.4,0.41,416.17,31.6,41.0,18.0,14.0,20.12,3.03,17.09,1.97,0.109,1.86,2.99,20.98,86.82
135.0,臺北市,2013/11/11,古亭,1.8,0.44,418.5032584269663,30.1,38.0,26.0,15.0,17.08,3.06,14.02,1.938,0.085,1.85,3.69,21.35,90.89
136.0,臺北市,2013/11/11,中山,2.2,0.55,418.5032584269663,26.2,36.0,46.0,21.0,26.0,5.69,20.31,2.001,0.148,1.85,3.12,22.22,84.36
137.0,臺北市,2013/11/11,大同,3.2,1.25,418.5032584269663,31.9011748757343,49.4518018018018,63.0,21.0,61.9,35.2,26.7,2.303,0.389,1.91,2.5826942355889724,21.828047898779936,73.93651898734177
138.0,臺北市,2013/11/11,萬華,2.7,0.44,418.5032584269663,28.6,37.0,21.0,15.0,21.2,3.68,17.53,2.1844153005464477,0.24773406193078323,1.9372586520947173,4.16,22.03,84.43
