序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2012/02/29,松山,3.3,0.87,423.63,24.8,38.0,33.0,21.0,46.04,18.15,27.9,2.477,0.472,2.01,17.22,82.16
2.0,臺北市,2012/02/29,古亭,3.4,0.78,412.34,26.8,40.0,40.0,21.0,38.89,14.02,24.87,2.231,0.287,1.94,17.94,81.1
3.0,臺北市,2012/02/29,中山,2.7,0.98,412.34,19.7,30.0,35.0,28.0,53.08,22.47,30.61,2.364,0.36,2.0,17.96,79.76
4.0,臺北市,2012/02/29,大同,4.2,1.92,412.34,24.688925387142184,36.72074592074592,41.0,25.0,96.19,59.02,37.17,2.863,0.777,2.09,16.795773921200748,81.58038912330052
5.0,臺北市,2012/02/29,萬華,3.0,0.82,412.34,21.5,33.0,32.0,20.0,61.54,24.39,37.15,2.2468347417840375,0.286256338028169,1.9612582159624412,17.8,81.37
6.0,臺北市,2012/02/29,陽明,3.9,0.27,404.87,46.5,49.0,5.0,4.0,26.82140423572744,8.394953959484345,18.425027624309394,2.2468347417840375,0.286256338028169,1.9612582159624412,11.78,99.92
7.0,臺北市,2012/02/29,士林,2.0,0.61,412.34,28.7,44.0,31.0,12.0,25.36,7.72,17.65,2.2468347417840375,0.286256338028169,1.9612582159624412,18.02,76.82
8.0,臺北市,2012/02/28,松山,9.4,0.53,418.35,18.7,22.0,25.0,16.0,38.63,11.17,27.46,5.027,3.033,1.99,14.93,87.71
9.0,臺北市,2012/02/28,古亭,1.9,0.54,412.34,18.7,20.0,28.0,17.0,33.84,8.31,25.52,2.135,0.185,1.95,15.09,89.99
10.0,臺北市,2012/02/28,中山,0.5,0.67,412.34,12.6,15.0,24.0,21.0,45.2,13.46,31.74,2.26,0.252,2.01,15.23,87.83
11.0,臺北市,2012/02/28,大同,3.0,1.49,412.34,24.688925387142184,36.72074592074592,30.0,22.0,88.78,53.96,34.82,2.591,0.551,2.04,16.795773921200748,81.58038912330052
12.0,臺北市,2012/02/28,萬華,3.2610473128158013,0.564375,412.34,6.8,12.0,51.37412750116333,30.842154131847725,26.82140423572744,8.394953959484345,18.425027624309394,2.2468347417840375,0.286256338028169,1.9612582159624412,16.795773921200748,43.89
13.0,臺北市,2012/02/28,陽明,0.7,0.2,403.77,44.8,46.0,5.0,3.0,3.46,1.3,2.16,2.2468347417840375,0.286256338028169,1.9612582159624412,10.16,100.0
14.0,臺北市,2012/02/28,士林,1.2,0.48,412.34,17.8,25.0,24.0,15.0,30.23,5.86,24.38,2.2468347417840375,0.286256338028169,1.9612582159624412,14.93,87.1
15.0,臺北市,2012/02/27,松山,1.2,0.36,408.56,30.9,40.0,14.0,12.0,21.86,2.4,19.46,2.051,0.14,1.91,13.53,86.97
16.0,臺北市,2012/02/27,古亭,1.5,0.36,412.34,31.6,37.0,22.0,14.0,19.82,3.25,16.57,1.976,0.09,1.89,13.92,88.9
17.0,臺北市,2012/02/27,中山,1.2,0.47,412.34,23.8,30.0,21.0,17.0,29.55,5.88,23.67,2.055,0.138,1.92,14.11,84.89
18.0,臺北市,2012/02/27,大同,2.4,1.07,412.34,24.688925387142184,36.72074592074592,26.0,17.0,70.82,38.43,32.39,2.359,0.407,1.95,16.795773921200748,81.58038912330052
19.0,臺北市,2012/02/27,萬華,3.2610473128158013,0.564375,412.34,17.9,32.0,51.37412750116333,30.842154131847725,26.82140423572744,8.394953959484345,18.425027624309394,2.2468347417840375,0.286256338028169,1.9612582159624412,16.795773921200748,53.66
