序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/10/31,松山,3.2,0.52,410.95,28.1,47.0,51.0,27.0,34.69,6.55,28.14,2.143,0.171,1.97,22.1,75.72
2.0,臺北市,2011/10/31,古亭,3.1,0.51,405.2062162162162,35.3,46.0,51.0,25.0,25.96,4.18,21.79,2.078,0.135,1.94,22.73,78.44
3.0,臺北市,2011/10/31,中山,2.4,0.65,405.2062162162162,29.9,46.0,59.0,33.0,34.87,7.48,27.39,2.138,0.191,1.95,22.96,73.9
4.0,臺北市,2011/10/31,大同,3.0,1.12,405.2062162162162,34.859964570416295,52.65017513134851,51.0,29.0,58.74,26.13,32.61,2.325,0.387,1.94,25.039466490299823,76.96195326278661
5.0,臺北市,2011/10/31,萬華,2.1,0.52,405.2062162162162,30.0,46.0,45.0,29.0,31.52,5.72,25.79,2.187513489208633,0.24084712230215827,1.9470953237410074,22.79,74.03
6.0,臺北市,2011/10/31,陽明,1.5,0.24,393.97,50.4,53.0,17.0,13.0,1.98,0.65,1.32,2.187513489208633,0.24084712230215827,1.9470953237410074,15.24,99.8
7.0,臺北市,2011/10/31,士林,1.5,0.33,405.2062162162162,45.8,52.0,39.0,21.0,11.23,0.69,10.56,2.187513489208633,0.24084712230215827,1.9470953237410074,22.81,66.04
8.0,臺北市,2011/10/30,松山,3.5,0.35,405.04,36.3,40.0,38.0,25.0,18.61,1.99,16.61,2.04,0.086,1.95,22.7,71.72
9.0,臺北市,2011/10/30,古亭,4.2,0.39,405.2062162162162,38.6,44.0,46.0,27.0,20.44,2.99,17.45,2.034,0.1,1.94,23.19,75.72
10.0,臺北市,2011/10/30,中山,1.5,0.45,405.2062162162162,35.5,40.0,52.0,30.0,24.25,4.4,19.84,2.081,0.124,1.96,23.54,70.88
11.0,臺北市,2011/10/30,大同,2.0,0.8,405.2062162162162,34.859964570416295,52.65017513134851,41.0,27.0,42.72,16.07,26.66,2.21,0.253,1.96,25.039466490299823,76.96195326278661
12.0,臺北市,2011/10/30,萬華,1.7,0.37,405.2062162162162,34.0,38.0,36.0,26.0,22.44,2.8,19.63,2.187513489208633,0.24084712230215827,1.9470953237410074,23.27,71.19
13.0,臺北市,2011/10/30,陽明,1.1,0.19,390.99,49.2,51.0,16.0,14.0,2.38,1.29,1.09,2.187513489208633,0.24084712230215827,1.9470953237410074,15.33,97.64
14.0,臺北市,2011/10/30,士林,1.4,0.25,405.2062162162162,48.1,50.0,34.0,19.0,7.81,1.55,6.25,2.187513489208633,0.24084712230215827,1.9470953237410074,23.25,63.61
15.0,臺北市,2011/10/29,松山,3.7,0.37,404.92,22.8,31.0,38.0,20.0,25.12,5.26,19.86,2.082,0.145,1.94,23.02,73.08
16.0,臺北市,2011/10/29,古亭,2.5,0.34,405.2062162162162,31.3,34.0,42.0,23.0,20.97,4.14,16.83,2.019,0.107,1.91,24.04,73.4
