﻿序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),懸浮微粒 PM 10 (μg/m 3 ),細懸浮微粒 PM 2.5 (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),風速 WIND_SPEED (m/sec),溫度 AMB_TEMP (℃),相對濕度 RH (percent) 
1.0,臺北市,2014/09/30,松山,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,23.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
2.0,臺北市,2014/09/30,松山,5.6,0.5,425.46,23.4,43.0,18.17139061116032,25.91,6.32,19.59,2.12,27.58,73.81
3.0,臺北市,2014/09/30,古亭,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,25.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
4.0,臺北市,2014/09/30,古亭,4.2,0.46,411.97039772727277,24.9,47.0,18.17139061116032,21.54,5.57,15.98,2.7,28.18,74.45
5.0,臺北市,2014/09/30,中山,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,21.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
6.0,臺北市,2014/09/30,中山,2.2,0.63,411.97039772727277,22.1,58.0,18.17139061116032,31.26,9.78,21.48,2.1,28.97,69.79
7.0,臺北市,2014/09/30,大同,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,18.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
8.0,臺北市,2014/09/30,大同,3.6,1.32,411.97039772727277,28.402894617819992,53.0,18.17139061116032,66.26,34.83,31.44,2.1164265799256508,29.351365280289333,74.67839963833634
9.0,臺北市,2014/09/30,萬華,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,20.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
10.0,臺北市,2014/09/30,萬華,3.3,0.52,411.97039772727277,24.9,40.0,18.17139061116032,27.1,6.4,20.7,2.69,28.49,70.77
11.0,臺北市,2014/09/30,陽明,3.3826471890216907,0.3587360428762841,411.97039772727277,28.402894617819992,39.20701910262106,15.0,15.929340169415962,4.193062862238074,11.732465448060633,2.1164265799256508,29.351365280289333,74.67839963833634
