序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/08/31,松山,5.6,0.54,411.18,21.9,39.0,35.0,21.0,32.02,7.36,24.66,2.205,0.235,1.97,28.81,72.4
2.0,臺北市,2011/08/31,古亭,3.6,0.62,405.28010928961754,23.5,42.0,44.0,21.0,30.44,6.77,23.67,2.205,0.226,1.98,29.15,76.34
3.0,臺北市,2011/08/31,中山,6.4,0.75,405.28010928961754,19.1,33.0,38.0,28.0,39.66,9.86,29.8,2.31,0.311,2.0,29.59,72.65
4.0,臺北市,2011/08/31,大同,7.3,2.26,405.28010928961754,24.371826625386994,40.82690622261175,44.0,27.0,80.41,43.81,36.6,2.989,0.862,2.13,29.316472663139326,74.85430335097001
5.0,臺北市,2011/08/31,萬華,4.5,0.66,405.28010928961754,17.7,35.0,31.0,17.0,36.7,7.54,29.15,2.0639842738205365,0.20748658649398705,1.8570212765957446,30.36,72.13
6.0,臺北市,2011/08/31,陽明,1.0,0.14,394.12,35.8,43.0,13.0,9.0,2.57,1.06,1.51,2.0639842738205365,0.20748658649398705,1.8570212765957446,22.79,92.14
7.0,臺北市,2011/08/31,士林,3.6,0.41,405.28010928961754,32.3,47.0,37.0,18.0,17.73,3.83,13.9,2.0639842738205365,0.20748658649398705,1.8570212765957446,29.31,68.76
8.0,臺北市,2011/08/30,松山,2.0,0.41,396.96,20.2,28.0,21.0,13.0,21.16,4.54,16.61,2.052,0.175,1.88,29.35,71.38
9.0,臺北市,2011/08/30,古亭,2.6,0.51,405.28010928961754,21.1,29.0,39.0,18.0,25.88,6.51,19.37,2.072,0.175,1.9,29.54,76.77
10.0,臺北市,2011/08/30,中山,1.9,0.67,405.28010928961754,18.6,27.0,32.0,22.0,32.09,10.02,22.07,2.149,0.254,1.89,29.74,73.87
