序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2013/02/28,松山,3.1,0.61,422.52,29.7,43.0,40.0,25.0,29.98,8.85,21.13,2.16,0.201,1.96,20.77,75.96
2.0,臺北市,2013/02/28,古亭,4.4,0.76,419.4006547619048,27.8,38.0,62.0,30.0,37.62,10.79,26.83,2.254,0.282,1.97,21.2,75.07
3.0,臺北市,2013/02/28,中山,3.3,0.9,419.4006547619048,23.4,32.0,60.0,20.0,44.88,14.68,30.19,2.401,0.336,2.07,21.88,73.58
4.0,臺北市,2013/02/28,大同,4.3,1.62,419.4006547619048,30.756259132976133,46.174019607843135,58.0,34.0,72.37,35.51,36.85,2.646,0.547,2.1,19.23733495145631,78.45284604176786
5.0,臺北市,2013/02/28,萬華,4.5,0.85,419.4006547619048,23.2,32.0,55.0,31.0,43.3,12.84,30.45,2.1943155818540436,0.22830078895463513,1.966577909270217,21.51,74.65
6.0,臺北市,2013/02/28,陽明,1.2,0.25,407.11,42.5,49.0,14.0,11.0,2.59,1.21,1.39,2.1943155818540436,0.22830078895463513,1.966577909270217,15.37,97.34
7.0,臺北市,2013/02/28,士林,2.7,0.55,419.4006547619048,29.6,45.0,51.0,26.0,24.07,6.18,17.9,2.1943155818540436,0.22830078895463513,1.966577909270217,21.19,78.68
8.0,臺北市,2013/02/27,松山,2.6,0.63,427.13,15.2,21.0,39.0,29.0,36.55,7.4,29.16,2.235,0.279,1.96,19.08,85.62
9.0,臺北市,2013/02/27,古亭,2.3,0.65,419.4006547619048,16.2,23.0,49.0,29.0,36.84,7.78,29.06,2.199,0.232,1.97,19.25,87.68
10.0,臺北市,2013/02/27,中山,1.3,0.94,419.4006547619048,8.8,11.0,52.0,19.0,55.68,19.11,36.58,2.423,0.343,2.08,19.94,86.5
