序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2013/08/31,松山,2.8,0.49,437.12,18.8,28.0,23.0,18.0,27.35,5.14,22.2,2.113,0.217,1.9,26.51,85.42
2.0,臺北市,2013/08/31,古亭,2.9,0.65,413.0006010928962,15.2,27.0,32.0,18.0,32.3,7.52,24.78,2.132,0.252,1.88,26.5,94.58
3.0,臺北市,2013/08/31,中山,3.9,0.87,413.0006010928962,10.5,20.0,61.0,30.0,46.18,13.73,32.44,2.364,0.35,2.02,27.21,86.83
4.0,臺北市,2013/08/31,大同,4.9,1.91,413.0006010928962,22.260256978289767,38.23174464363795,39.0,23.0,80.12,45.06,35.06,2.757,0.655,2.1,28.850490933215394,78.06758513931888
5.0,臺北市,2013/08/31,萬華,4.0,0.77,413.0006010928962,11.6,23.0,33.0,18.0,39.13,9.0,30.13,2.052899274047187,0.20039292196007258,1.8530036297640653,27.12,87.33
6.0,臺北市,2013/08/31,陽明,1.3,0.18,396.34,34.9,55.0,10.0,6.0,5.0,0.96,4.03,2.052899274047187,0.20039292196007258,1.8530036297640653,21.91,99.96
7.0,臺北市,2013/08/31,士林,3.1,0.54,413.0006010928962,18.8,33.0,47.0,18.0,29.45,7.01,22.43,2.052899274047187,0.20039292196007258,1.8530036297640653,26.61,86.86
8.0,臺北市,2013/08/30,松山,4.0,0.6,430.55,20.1,40.0,29.0,19.0,33.87,9.84,24.02,2.119,0.253,1.87,28.16,71.46
9.0,臺北市,2013/08/30,古亭,3.5,0.63,413.0006010928962,15.2,30.0,31.0,16.0,33.19,9.47,23.73,2.096,0.251,1.85,28.15,76.28
10.0,臺北市,2013/08/30,中山,4.2,0.86,413.0006010928962,15.8,31.0,47.0,26.0,44.72,16.06,28.66,2.245,0.338,1.91,28.84,72.68
