序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
11.0,臺北市,2013/09/29,大同,2.4,0.8,408.12563218390807,33.72979498861048,52.01580135440181,40.0,26.0,41.48,21.64,19.84,2.112,0.238,1.87,2.4597686053783616,27.85040072859745,75.5451549680948
12.0,臺北市,2013/09/29,萬華,2.9,0.3,408.12563218390807,20.5,22.0,27.0,19.0,19.82,5.34,14.48,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.54,28.32,72.68
13.0,臺北市,2013/09/29,陽明,1.4,0.12,399.66,31.8,34.0,12.0,10.0,3.32,1.44,1.88,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.23,97.53
14.0,臺北市,2013/09/29,士林,1.3,0.18,408.12563218390807,32.4,36.0,31.0,21.0,7.29,2.14,5.16,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.75,28.54,68.32
15.0,臺北市,2013/09/28,松山,2.7,0.3,406.03,29.4,35.0,28.0,16.0,15.71,2.16,13.55,1.89,0.088,1.8,2.52,26.3,77.78
16.0,臺北市,2013/09/28,古亭,2.3,0.34,408.12563218390807,27.0,31.0,37.0,16.0,18.27,3.4,14.87,1.94,0.089,1.85,3.27,26.76,79.07
17.0,臺北市,2013/09/28,中山,3.5,0.43,408.12563218390807,25.0,31.0,48.0,25.0,23.04,5.73,17.31,1.952,0.131,1.82,2.39,27.35,76.18
18.0,臺北市,2013/09/28,大同,3.1,0.99,408.12563218390807,33.72979498861048,52.01580135440181,50.0,28.0,51.82,26.63,25.18,2.214,0.328,1.89,2.4597686053783616,27.85040072859745,75.5451549680948
19.0,臺北市,2013/09/28,萬華,2.7,0.33,408.12563218390807,23.0,28.0,34.0,17.0,22.69,4.99,17.7,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.4,27.16,76.9
20.0,臺北市,2013/09/28,陽明,0.7,0.1,392.61,40.6,45.0,7.0,6.0,3.32,1.85,1.47,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,20.31,99.9
21.0,臺北市,2013/09/28,士林,2.8,0.21,408.12563218390807,37.9,44.0,31.0,16.0,8.49,1.09,7.38,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.68,27.42,71.75
22.0,臺北市,2013/09/27,松山,2.8,0.35,408.54,33.0,40.0,33.0,17.0,19.21,3.13,16.06,1.912,0.114,1.8,2.37,25.09,71.37
23.0,臺北市,2013/09/27,古亭,3.1302315227070348,0.361731893837157,408.12563218390807,33.72979498861048,36.0,46.38215712383489,26.000889284126277,15.141566696508505,3.8592748433303488,11.2794315129812,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,27.85040072859745,75.5451549680948
24.0,臺北市,2013/09/27,中山,3.8,0.53,408.12563218390807,27.3,34.0,57.0,25.0,27.95,6.77,21.19,2.028,0.173,1.86,2.49,26.31,69.8
25.0,臺北市,2013/09/27,大同,3.2,1.15,408.12563218390807,33.72979498861048,52.01580135440181,54.0,24.0,61.77,31.49,30.28,2.313,0.392,1.92,2.4597686053783616,27.85040072859745,75.5451549680948
26.0,臺北市,2013/09/27,萬華,2.8,0.36,408.12563218390807,28.8,34.0,39.0,17.0,23.97,5.23,18.74,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.19,26.05,70.11
27.0,臺北市,2013/09/27,陽明,0.9,0.13,389.55,47.5,51.0,12.0,7.0,2.08,1.22,0.86,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,18.3,99.33
28.0,臺北市,2013/09/27,士林,1.1,0.22,408.12563218390807,43.6,45.0,39.0,17.0,9.08,2.11,6.97,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.76,25.95,68.19
29.0,臺北市,2013/09/26,松山,1.2,0.27,405.44,35.6,46.0,42.0,15.0,16.15,2.68,13.47,1.872,0.08,1.79,2.26,24.97,67.66
30.0,臺北市,2013/09/26,古亭,1.6,0.35,408.12563218390807,30.1,39.0,47.0,15.0,20.63,4.25,16.38,1.965,0.093,1.87,2.78,24.95,73.89
31.0,臺北市,2013/09/26,中山,3.1302315227070348,0.361731893837157,408.12563218390807,33.72979498861048,25.0,46.38215712383489,26.000889284126277,15.141566696508505,3.8592748433303488,11.2794315129812,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,27.85040072859745,75.5451549680948
32.0,臺北市,2013/09/26,大同,2.1,1.1,408.12563218390807,33.72979498861048,52.01580135440181,56.0,26.0,58.64,30.82,27.82,2.237,0.354,1.88,2.4597686053783616,27.85040072859745,75.5451549680948
33.0,臺北市,2013/09/26,萬華,1.8,0.36,408.12563218390807,27.9,38.0,44.0,17.0,23.22,4.78,18.45,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.62,25.79,67.32
34.0,臺北市,2013/09/26,陽明,1.1,0.12,391.61,46.1,50.0,18.0,8.0,2.29,1.33,0.93,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,18.13,96.83
35.0,臺北市,2013/09/26,士林,1.2,0.2,408.12563218390807,41.2,49.0,45.0,18.0,11.06,3.74,7.32,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.97,25.54,66.38
36.0,臺北市,2013/09/25,松山,3.1,0.31,408.36,25.7,37.0,35.0,24.0,17.46,3.12,14.34,1.911,0.116,1.8,2.56,27.11,73.74
37.0,臺北市,2013/09/25,古亭,2.0,0.35,408.12563218390807,26.6,35.0,43.0,21.0,17.79,4.57,13.21,1.939,0.098,1.84,2.86,27.83,73.37
38.0,臺北市,2013/09/25,中山,4.0,0.47,408.12563218390807,21.9,29.0,59.0,31.0,25.12,7.63,17.49,2.013,0.172,1.84,2.39,28.73,69.75
39.0,臺北市,2013/09/25,大同,3.9,1.25,408.12563218390807,33.72979498861048,52.01580135440181,53.0,32.0,57.01,31.55,25.46,2.322,0.42,1.9,2.4597686053783616,27.85040072859745,75.5451549680948
40.0,臺北市,2013/09/25,萬華,4.0,0.36,408.12563218390807,22.1,30.0,42.0,23.0,22.4,5.41,16.99,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.7,28.23,70.99
41.0,臺北市,2013/09/25,陽明,1.1,0.12,389.26,38.5,42.0,19.0,13.0,3.19,1.9,1.28,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.0,95.18
42.0,臺北市,2013/09/25,士林,2.1,0.22,408.12563218390807,34.3,40.0,42.0,24.0,9.52,2.59,6.92,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.51,28.27,68.09
43.0,臺北市,2013/09/24,松山,2.5,0.31,400.1,22.1,30.0,29.0,18.0,15.79,3.68,12.1,1.879,0.107,1.77,2.52,28.4,67.49
44.0,臺北市,2013/09/24,古亭,1.5,0.3,408.12563218390807,22.0,27.0,38.0,16.0,16.92,4.79,12.14,1.897,0.087,1.81,3.17,29.17,65.23
45.0,臺北市,2013/09/24,中山,2.9,0.51,408.12563218390807,17.7,23.0,46.0,25.0,25.57,8.35,17.22,1.967,0.165,1.8,2.51,29.32,67.36
46.0,臺北市,2013/09/24,大同,4.5,1.07,408.12563218390807,33.72979498861048,52.01580135440181,44.0,23.0,55.76,33.22,22.54,2.239,0.366,1.87,2.4597686053783616,27.85040072859745,75.5451549680948
47.0,臺北市,2013/09/24,萬華,2.7,0.34,408.12563218390807,17.6,22.0,29.0,16.0,21.12,5.85,15.26,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.38,29.3,66.73
48.0,臺北市,2013/09/24,陽明,1.9,0.06,384.15,31.7,34.0,15.0,8.0,2.79,1.4,1.39,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.42,96.79
49.0,臺北市,2013/09/24,士林,2.1,0.17,408.12563218390807,29.9,31.0,35.0,15.0,10.78,3.59,7.18,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.96,29.23,66.29
50.0,臺北市,2013/09/23,松山,1.3,0.36,401.96,13.5,16.0,20.0,13.0,19.97,7.89,12.06,1.893,0.128,1.77,1.92,28.08,73.72
51.0,臺北市,2013/09/23,古亭,1.4,0.3,408.12563218390807,16.0,17.0,28.0,12.0,15.53,6.04,9.48,1.855,0.074,1.78,3.06,28.75,72.14
52.0,臺北市,2013/09/23,中山,1.5,0.55,408.12563218390807,10.9,14.0,38.0,21.0,27.91,13.32,14.6,1.965,0.181,1.78,2.64,28.98,73.21
53.0,臺北市,2013/09/23,大同,3.1,1.3,408.12563218390807,33.72979498861048,52.01580135440181,46.38215712383489,24.0,63.14,43.15,19.99,2.341,0.463,1.88,2.4597686053783616,27.85040072859745,75.5451549680948
54.0,臺北市,2013/09/23,萬華,1.4,0.38,408.12563218390807,11.5,14.0,23.0,14.0,24.72,10.57,14.15,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.82,29.32,70.44
55.0,臺北市,2013/09/23,陽明,1.1,0.08,386.87,23.1,27.0,11.0,6.0,2.63,1.33,1.28,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,22.09,98.57
56.0,臺北市,2013/09/23,士林,0.8,0.16,408.12563218390807,22.7,25.0,25.0,13.0,11.17,4.99,6.18,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.42,29.09,70.53
57.0,臺北市,2013/09/22,松山,0.6,0.26,399.3,17.7,22.0,15.0,12.0,12.47,3.13,9.33,1.805,0.073,1.73,2.72,27.71,77.02
58.0,臺北市,2013/09/22,古亭,1.1,0.16,408.12563218390807,20.8,23.0,23.0,9.0,8.18,2.29,5.89,1.792,0.027,1.77,4.39,27.99,79.75
59.0,臺北市,2013/09/22,中山,1.7,0.34,408.12563218390807,13.6,18.0,32.0,20.0,19.54,6.94,12.59,1.877,0.104,1.77,3.66,28.34,78.1
60.0,臺北市,2013/09/22,大同,1.9,0.74,408.12563218390807,33.72979498861048,52.01580135440181,46.38215712383489,22.0,44.78,27.36,17.42,2.066,0.221,1.85,2.4597686053783616,27.85040072859745,75.5451549680948
61.0,臺北市,2013/09/22,萬華,1.1,0.22,408.12563218390807,16.0,19.0,20.0,13.0,13.96,3.87,10.09,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.71,28.88,74.34
62.0,臺北市,2013/09/22,陽明,0.9,0.1,386.07,24.5,29.0,9.0,5.0,1.9,1.5,0.36,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,22.07,99.96
63.0,臺北市,2013/09/22,士林,0.9,0.11,408.12563218390807,26.1,29.0,22.0,12.0,6.02,2.5,3.52,2.0697364055299543,0.17678986175115208,1.8934101382488482,4.98,28.6,74.19
64.0,臺北市,2013/09/21,松山,0.5,0.1,394.94,18.0,19.0,20.0,11.0,6.64,2.39,4.25,1.713,0.022,1.69,3.94,28.0,79.85
65.0,臺北市,2013/09/21,古亭,0.5,0.13,408.12563218390807,17.7,18.0,27.0,10.0,6.5,2.69,3.81,1.756,0.018,1.74,5.2,27.79,87.18
66.0,臺北市,2013/09/21,中山,1.4,0.22,408.12563218390807,13.3,15.0,36.0,21.0,13.34,5.39,7.95,1.78,0.057,1.72,3.94,28.44,82.61
67.0,臺北市,2013/09/21,大同,1.8,0.41,408.12563218390807,33.72979498861048,52.01580135440181,46.38215712383489,15.0,25.56,14.61,10.96,1.9,0.111,1.79,2.4597686053783616,27.85040072859745,75.5451549680948
68.0,臺北市,2013/09/21,萬華,1.2,0.16,408.12563218390807,13.5,15.0,24.0,12.0,11.24,3.58,7.66,2.0697364055299543,0.17678986175115208,1.8934101382488482,5.14,28.61,81.35
69.0,臺北市,2013/09/21,陽明,1.6,0.05,383.6,21.0,22.0,5.0,3.0,15.141566696508505,3.8592748433303488,11.2794315129812,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,22.77,100.0
70.0,臺北市,2013/09/21,士林,0.8,0.09,408.12563218390807,22.9,23.0,24.0,13.0,3.2,0.73,2.45,2.0697364055299543,0.17678986175115208,1.8934101382488482,5.45,28.44,78.83
71.0,臺北市,2013/09/20,松山,1.7,0.16,395.27,23.3,32.0,25.0,12.0,8.1,1.58,6.52,1.771,0.033,1.74,3.1,27.16,83.55
72.0,臺北市,2013/09/20,古亭,1.6,0.22,408.12563218390807,17.0,23.0,30.0,12.0,13.23,3.53,9.7,1.861,0.061,1.8,3.01,26.82,94.84
73.0,臺北市,2013/09/20,中山,1.6,0.28,408.12563218390807,17.8,25.0,42.0,22.0,15.72,6.09,9.63,1.858,0.083,1.77,2.62,28.56,79.29
74.0,臺北市,2013/09/20,大同,1.5,0.62,408.12563218390807,33.72979498861048,52.01580135440181,35.0,21.0,31.63,17.67,13.96,2.032,0.191,1.84,2.4597686053783616,27.85040072859745,75.5451549680948
75.0,臺北市,2013/09/20,萬華,1.5,0.22,408.12563218390807,16.5,23.0,29.0,12.0,14.62,4.7,9.91,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.33,28.27,81.13
76.0,臺北市,2013/09/20,陽明,1.2,0.05,379.21,26.4,35.0,7.0,3.0,2.23,1.07,1.15,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.86,99.98
77.0,臺北市,2013/09/20,士林,1.3,0.14,408.12563218390807,26.5,33.0,31.0,14.0,6.28,2.73,3.55,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.0,28.35,76.25
78.0,臺北市,2013/09/19,松山,2.0,0.2,398.31,19.3,23.0,30.0,15.0,11.94,2.86,9.08,1.812,0.059,1.75,2.53,27.42,82.09
79.0,臺北市,2013/09/19,古亭,2.3,0.26,408.12563218390807,16.8,21.0,36.0,14.0,13.72,3.47,10.26,1.857,0.066,1.79,3.02,27.74,86.74
80.0,臺北市,2013/09/19,中山,2.5,0.35,408.12563218390807,16.1,19.0,52.0,25.0,18.44,6.82,11.62,1.869,0.099,1.77,2.59,28.5,80.19
81.0,臺北市,2013/09/19,大同,2.6,0.75,408.12563218390807,33.72979498861048,52.01580135440181,45.0,25.0,39.08,22.43,16.65,2.072,0.23,1.84,2.4597686053783616,27.85040072859745,75.5451549680948
82.0,臺北市,2013/09/19,萬華,2.0,0.24,408.12563218390807,15.4,18.0,33.0,15.0,17.09,5.46,11.64,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.48,28.41,80.92
83.0,臺北市,2013/09/19,陽明,0.6,0.05,378.58,26.9,29.0,9.0,4.0,2.74,2.19,0.5,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.49,99.82
84.0,臺北市,2013/09/19,士林,1.7,0.13,408.12563218390807,27.2,29.0,31.0,15.0,5.23,1.3,3.92,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.15,29.03,71.4
85.0,臺北市,2013/09/18,松山,1.8,0.42,412.05,13.7,25.0,27.0,15.0,27.92,8.72,19.2,1.967,0.167,1.8,1.88,26.52,82.33
86.0,臺北市,2013/09/18,古亭,1.7,0.46,408.12563218390807,16.6,31.0,33.0,13.0,24.81,9.58,15.24,1.962,0.145,1.82,2.42,26.99,83.42
87.0,臺北市,2013/09/18,中山,2.6,0.6,408.12563218390807,13.1,26.0,46.0,24.0,34.72,14.44,20.27,2.038,0.22,1.82,2.29,27.55,82.31
88.0,臺北市,2013/09/18,大同,3.1,1.63,408.12563218390807,33.72979498861048,52.01580135440181,45.0,25.0,80.53,53.63,26.89,2.488,0.582,1.91,2.4597686053783616,27.85040072859745,75.5451549680948
89.0,臺北市,2013/09/18,萬華,2.2,0.46,408.12563218390807,12.3,26.0,30.0,22.0,31.95,12.74,19.2,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.7,27.62,81.48
90.0,臺北市,2013/09/18,陽明,0.6,0.06,382.2,31.9,42.0,9.0,4.0,3.07,2.4,0.66,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,21.36,100.0
91.0,臺北市,2013/09/18,士林,2.0,0.19,408.12563218390807,27.0,42.0,26.0,12.0,13.23,3.57,9.64,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.75,27.31,78.68
92.0,臺北市,2013/09/17,松山,3.5,0.37,416.35,34.5,46.0,41.0,23.0,18.82,2.08,16.73,1.977,0.122,1.86,2.56,26.8,67.02
93.0,臺北市,2013/09/17,古亭,2.4,0.35,408.12563218390807,37.4,41.0,46.0,22.0,18.06,3.59,14.47,1.953,0.094,1.86,3.34,27.44,69.28
94.0,臺北市,2013/09/17,中山,1.5,0.55,408.12563218390807,29.1,38.0,63.0,30.0,29.62,6.86,22.76,2.073,0.185,1.89,2.51,28.29,64.92
95.0,臺北市,2013/09/17,大同,3.2,1.11,408.12563218390807,33.72979498861048,52.01580135440181,59.0,30.0,56.97,26.78,30.2,2.296,0.368,1.93,2.4597686053783616,27.85040072859745,75.5451549680948
96.0,臺北市,2013/09/17,萬華,3.1,0.37,408.12563218390807,32.6,40.0,45.0,29.0,22.06,4.15,17.92,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.09,27.94,65.82
97.0,臺北市,2013/09/17,陽明,1.5,0.14,391.01,49.6,55.0,21.0,12.0,15.141566696508505,3.8592748433303488,11.2794315129812,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,19.82,99.04
98.0,臺北市,2013/09/17,士林,3.1,0.22,408.12563218390807,48.3,54.0,48.0,21.0,10.65,1.96,8.67,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.65,27.9,65.48
99.0,臺北市,2013/09/16,松山,2.9,0.36,412.34,38.7,45.0,47.0,28.0,13.95,1.85,12.06,1.943,0.092,1.85,2.47,27.55,69.21
100.0,臺北市,2013/09/16,古亭,2.2,0.35,408.12563218390807,36.3,40.0,56.0,27.0,14.79,2.77,12.01,1.958,0.081,1.88,3.2,28.1,70.78
101.0,臺北市,2013/09/16,中山,3.1,0.54,408.12563218390807,31.7,36.0,69.0,35.0,24.54,6.41,18.13,2.03,0.146,1.88,2.45,28.67,67.83
102.0,臺北市,2013/09/16,大同,3.2,1.1,408.12563218390807,33.72979498861048,52.01580135440181,58.0,36.0,48.43,23.32,25.11,2.263,0.341,1.92,2.4597686053783616,27.85040072859745,75.5451549680948
103.0,臺北市,2013/09/16,萬華,4.0,0.41,408.12563218390807,31.8,37.0,52.0,40.0,20.0,3.27,16.73,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.98,28.43,68.89
104.0,臺北市,2013/09/16,陽明,0.7,0.18,392.11,49.4,51.0,30.0,23.0,2.05,0.49,1.54,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,20.63,97.85
105.0,臺北市,2013/09/16,士林,1.4,0.28,408.12563218390807,46.8,49.0,49.0,31.0,10.4,2.25,8.14,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.43,28.31,66.68
106.0,臺北市,2013/09/15,松山,2.8,0.25,411.98,13.3,20.0,19.0,12.0,15.85,3.73,12.12,1.857,0.085,1.77,2.05,28.15,75.44
107.0,臺北市,2013/09/15,古亭,2.2,0.23,408.12563218390807,13.5,18.0,24.0,14.0,15.39,5.07,10.32,1.868,0.081,1.79,2.59,28.79,75.28
108.0,臺北市,2013/09/15,中山,2.6,0.34,408.12563218390807,12.4,16.0,33.0,20.0,20.31,7.64,12.67,1.892,0.106,1.79,2.1,29.39,72.53
109.0,臺北市,2013/09/15,大同,4.3,0.88,408.12563218390807,33.72979498861048,52.01580135440181,29.0,21.0,46.61,28.54,18.08,2.123,0.282,1.84,2.4597686053783616,27.85040072859745,75.5451549680948
110.0,臺北市,2013/09/15,萬華,3.4,0.27,408.12563218390807,11.4,15.0,22.0,26.000889284126277,19.91,6.22,13.69,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.29,29.2,73.74
111.0,臺北市,2013/09/15,陽明,1.1,0.06,390.45,23.6,37.0,10.0,7.0,2.58,1.18,1.39,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,22.08,95.33
112.0,臺北市,2013/09/15,士林,4.0,0.17,408.12563218390807,20.4,28.0,22.0,14.0,10.55,3.3,7.24,2.0697364055299543,0.17678986175115208,1.8934101382488482,1.83,28.92,71.33
113.0,臺北市,2013/09/14,松山,5.4,0.26,415.88,9.4,19.0,13.0,12.0,19.68,7.83,11.85,1.879,0.109,1.77,2.07,29.52,69.33
114.0,臺北市,2013/09/14,古亭,3.7,0.32,408.12563218390807,9.6,20.0,23.0,10.0,21.68,9.11,12.57,1.884,0.119,1.77,2.55,30.13,70.14
115.0,臺北市,2013/09/14,中山,4.1,0.46,408.12563218390807,8.6,18.0,32.0,20.0,28.6,14.0,14.6,1.965,0.165,1.8,1.89,30.89,66.01
116.0,臺北市,2013/09/14,大同,4.3,1.13,408.12563218390807,33.72979498861048,52.01580135440181,29.0,23.0,55.36,38.65,16.72,2.267,0.399,1.87,2.4597686053783616,27.85040072859745,75.5451549680948
117.0,臺北市,2013/09/14,萬華,4.0,0.37,408.12563218390807,8.0,19.0,22.0,17.0,26.1,11.79,14.31,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.42,30.68,67.43
118.0,臺北市,2013/09/14,陽明,1.4,0.06,391.69,16.4,21.0,8.0,7.0,3.25,1.5,1.75,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,23.27,94.56
119.0,臺北市,2013/09/14,士林,4.0,0.18,408.12563218390807,14.3,26.0,21.0,13.0,12.18,4.62,7.56,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.12,30.44,66.5
120.0,臺北市,2013/09/13,松山,2.2,0.35,416.24,5.9,13.0,13.0,12.0,23.58,13.58,10.0,1.908,0.146,1.76,1.81,29.71,66.35
121.0,臺北市,2013/09/13,古亭,1.5,0.33,408.12563218390807,7.5,14.0,22.0,12.0,19.77,9.67,10.1,1.888,0.124,1.76,2.6,30.3,66.46
122.0,臺北市,2013/09/13,中山,1.6,0.46,408.12563218390807,6.5,12.0,32.0,21.0,26.76,16.0,10.76,1.956,0.184,1.77,2.68,30.89,63.41
123.0,臺北市,2013/09/13,大同,3.1,1.54,408.12563218390807,33.72979498861048,52.01580135440181,27.0,21.0,70.25,54.96,15.3,2.36,0.514,1.85,2.4597686053783616,27.85040072859745,75.5451549680948
124.0,臺北市,2013/09/13,萬華,2.3,0.39,408.12563218390807,6.4,13.0,16.0,9.0,24.97,12.64,12.33,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.62,30.71,64.88
125.0,臺北市,2013/09/13,陽明,0.7,0.05,389.15,11.6,14.0,6.0,4.0,2.93,1.49,1.45,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,23.89,90.66
126.0,臺北市,2013/09/13,士林,1.5,0.22,408.12563218390807,11.9,19.0,25.0,13.0,15.67,6.58,9.09,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.55,30.5,64.47
127.0,臺北市,2013/09/12,松山,2.0,0.23,408.33,9.2,13.0,12.0,10.0,15.16,7.11,8.04,1.812,0.085,1.73,2.24,30.09,64.59
128.0,臺北市,2013/09/12,古亭,1.2,0.22,408.12563218390807,9.6,12.0,18.0,13.0,13.48,6.66,6.82,1.798,0.069,1.73,3.21,30.68,65.24
129.0,臺北市,2013/09/12,中山,2.5,0.38,408.12563218390807,7.9,12.0,28.0,21.0,20.99,12.66,8.33,1.904,0.136,1.77,3.03,31.04,64.28
130.0,臺北市,2013/09/12,大同,2.7,1.29,408.12563218390807,33.72979498861048,52.01580135440181,26.0,17.0,64.33,50.81,13.53,2.276,0.445,1.83,2.4597686053783616,27.85040072859745,75.5451549680948
131.0,臺北市,2013/09/12,萬華,2.3,0.29,408.12563218390807,7.6,11.0,16.0,11.0,19.66,10.71,8.94,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.87,31.07,64.54
132.0,臺北市,2013/09/12,陽明,1.0,0.05,390.28,13.6,15.0,6.0,5.0,3.08,1.41,1.67,2.0697364055299543,0.17678986175115208,1.8934101382488482,2.4597686053783616,23.93,92.35
133.0,臺北市,2013/09/12,士林,0.8,0.14,408.12563218390807,13.6,18.0,19.0,10.0,9.96,4.58,5.38,2.0697364055299543,0.17678986175115208,1.8934101382488482,3.03,30.75,65.04
134.0,臺北市,2013/09/11,松山,2.1,0.31,409.58,14.2,21.0,17.0,14.0,16.39,5.4,10.97,1.906,0.113,1.79,2.1,29.49,67.38
135.0,臺北市,2013/09/11,古亭,1.5,0.31,408.12563218390807,14.4,19.0,23.0,13.0,16.57,6.69,9.89,1.859,0.088,1.77,2.97,30.42,65.64
136.0,臺北市,2013/09/11,中山,2.0,0.48,408.12563218390807,12.2,17.0,39.0,20.0,26.73,12.42,14.3,1.969,0.159,1.81,2.46,30.55,66.27
137.0,臺北市,2013/09/11,大同,2.9,1.19,408.12563218390807,33.72979498861048,52.01580135440181,30.0,20.0,56.47,38.36,18.11,2.288,0.408,1.88,2.4597686053783616,27.85040072859745,75.5451549680948
