序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/03/31,松山,2.3,0.49,407.74,33.7,40.0,57.0,24.0,33.7,6.36,27.34,2.186,0.187,2.0,19.25,57.81
2.0,臺北市,2011/03/31,古亭,1.6,0.42,410.1322580645162,43.0,47.0,57.0,35.0,23.32,4.85,18.47,2.009,0.105,1.9,19.67,60.39
3.0,臺北市,2011/03/31,中山,2.0,0.62,410.1322580645162,31.2,39.0,62.0,40.0,40.58,8.72,31.86,2.178,0.224,1.95,19.62,58.73
4.0,臺北市,2011/03/31,大同,3.5,1.45,410.1322580645162,36.156238859180036,52.175586023883234,60.0,38.0,90.24,44.46,45.78,2.587,0.588,2.0,17.56387254901961,72.81974598930482
5.0,臺北市,2011/03/31,萬華,1.8,0.51,410.1322580645162,31.2,36.0,55.0,35.0,36.88,6.8,30.08,2.2708325750682437,0.28111373976342124,1.9902456778889897,19.47,58.4
6.0,臺北市,2011/03/31,陽明,2.6,0.17,388.26,54.6,56.0,33.0,24.0,3.45,1.13,2.33,2.2708325750682437,0.28111373976342124,1.9902456778889897,12.43,92.84
7.0,臺北市,2011/03/31,士林,3.6,0.31,410.1322580645162,48.5,53.0,53.0,32.0,15.23,2.21,13.02,2.2708325750682437,0.28111373976342124,1.9902456778889897,19.67,58.62
8.0,臺北市,2011/03/30,松山,3.2,0.46,408.28,46.1,53.0,74.0,27.0,26.6,3.56,23.05,2.127,0.156,1.97,16.78,52.57
9.0,臺北市,2011/03/30,古亭,3.4,0.42,410.1322580645162,54.7,67.0,77.0,39.0,20.9,3.88,17.02,2.01,0.101,1.91,17.39,54.5
10.0,臺北市,2011/03/30,中山,4.6,0.58,410.1322580645162,39.4,48.0,77.0,45.0,37.1,6.62,30.48,2.173,0.196,1.98,17.08,53.94
11.0,臺北市,2011/03/30,大同,5.0,1.01,410.1322580645162,36.156238859180036,52.175586023883234,76.0,46.0,61.96,23.23,38.73,2.385,0.396,1.99,17.56387254901961,72.81974598930482
12.0,臺北市,2011/03/30,萬華,3.9,0.47,410.1322580645162,42.4,52.0,70.0,39.0,31.86,5.19,26.67,2.2708325750682437,0.28111373976342124,1.9902456778889897,17.04,52.37
13.0,臺北市,2011/03/30,陽明,3.4,0.22,390.66,61.9,69.0,40.0,26.0,4.2,1.17,3.03,2.2708325750682437,0.28111373976342124,1.9902456778889897,9.68,87.04
14.0,臺北市,2011/03/30,士林,4.0,0.34,410.1322580645162,58.9,68.0,69.0,34.0,13.12,2.65,10.48,2.2708325750682437,0.28111373976342124,1.9902456778889897,16.91,53.42
15.0,臺北市,2011/03/29,松山,3.7,0.54,411.71,43.6,66.0,65.0,25.0,33.66,5.51,28.15,2.22,0.191,2.03,17.94,55.33
16.0,臺北市,2011/03/29,古亭,3.6,0.63,410.1322580645162,43.8,63.0,67.0,38.0,38.07,9.96,28.11,2.189,0.182,2.01,18.49,58.73
