序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2012/05/31,松山,1.7,0.31,402.08,39.9,48.0,33.0,17.0,17.08,2.36,14.72,1.978,0.118,1.86,24.59,79.66
2.0,臺北市,2012/05/31,古亭,1.7,0.41,412.45590163934423,34.4,41.0,35.0,15.0,22.36,3.6,18.77,1.956,0.133,1.82,25.28,86.31
3.0,臺北市,2012/05/31,中山,0.5,0.6,412.45590163934423,30.8,33.0,29.0,23.0,31.53,6.95,24.58,2.106,0.189,1.92,25.61,78.14
4.0,臺北市,2012/05/31,大同,1.8,0.98,412.45590163934423,33.590569395017795,51.297692990239575,46.0,18.0,50.26,22.49,27.78,2.298,0.376,1.92,26.496002667852377,77.26420186749667
5.0,臺北市,2012/05/31,萬華,1.3,0.44,412.45590163934423,33.0,37.0,28.0,14.0,25.37,3.03,22.33,2.1082063773250663,0.22028166519043402,1.888308237378211,25.42,78.73
6.0,臺北市,2012/05/31,陽明,0.6,0.12,400.11,53.9,60.0,5.0,24.119173474291205,1.99,1.38,0.6,2.1082063773250663,0.22028166519043402,1.888308237378211,18.23,100.0
7.0,臺北市,2012/05/31,士林,1.2,0.23,412.45590163934423,45.6,55.0,35.0,11.0,10.11,1.41,8.69,2.1082063773250663,0.22028166519043402,1.888308237378211,25.5,69.94
8.0,臺北市,2012/05/30,松山,3.6,0.58,424.11,18.8,39.0,43.0,23.0,31.57,7.09,24.49,2.197,0.234,1.96,27.4,77.66
9.0,臺北市,2012/05/30,古亭,2.3,0.59,412.45590163934423,18.1,40.0,35.0,21.0,28.27,7.03,21.24,2.09,0.222,1.87,28.18,83.2
10.0,臺北市,2012/05/30,中山,2.0,0.86,412.45590163934423,17.9,38.0,43.0,27.0,44.22,16.37,27.85,2.322,0.307,2.01,28.62,75.26
11.0,臺北市,2012/05/30,大同,3.6,1.52,412.45590163934423,33.590569395017795,51.297692990239575,51.0,28.0,63.02,32.72,30.29,2.732,0.621,2.11,26.496002667852377,77.26420186749667
