序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/11/30,松山,2.4,0.44,407.17,15.1,24.0,20.0,14.0,25.46,7.07,18.39,2.093,0.188,1.91,23.32,82.04
2.0,臺北市,2011/11/30,古亭,2.0,0.56,410.814,12.0,18.0,30.0,15.0,34.16,13.17,20.98,2.163,0.23,1.93,23.84,82.86
3.0,臺北市,2011/11/30,中山,2.4,0.74,410.814,9.1,12.0,34.0,26.0,48.0,20.64,27.37,2.293,0.345,1.95,24.08,80.93
4.0,臺北市,2011/11/30,大同,4.2,1.87,410.814,25.81718181818182,40.690401081568275,39.0,25.0,87.8,56.33,31.47,2.821,0.753,2.07,23.403443889141297,80.32326818181818
5.0,臺北市,2011/11/30,萬華,2.1,0.69,410.814,9.4,13.0,30.0,19.0,43.18,15.63,27.55,2.260042124542124,0.2867179487179487,1.9737820512820512,23.89,81.02
6.0,臺北市,2011/11/30,陽明,1.3,0.09,394.62,31.2,35.0,5.0,3.0,5.7,0.77,4.92,2.260042124542124,0.2867179487179487,1.9737820512820512,17.81,99.97
7.0,臺北市,2011/11/30,士林,2.9,0.51,410.814,16.4,23.0,30.0,15.0,32.5,11.09,21.41,2.260042124542124,0.2867179487179487,1.9737820512820512,22.8,80.99
8.0,臺北市,2011/11/29,松山,3.7,0.48,408.43,10.6,22.0,18.0,16.0,34.28,9.17,25.12,2.129,0.211,1.92,23.26,84.51
9.0,臺北市,2011/11/29,古亭,3.5,0.55,410.814,13.7,21.0,28.0,13.0,35.6,12.64,22.97,2.155,0.221,1.93,24.13,82.59
10.0,臺北市,2011/11/29,中山,3.0,0.66,410.814,9.2,20.0,34.0,21.0,47.47,19.48,27.99,2.043,0.287,1.76,24.41,81.87
