序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2013/06/30,松山,7.1,0.49,429.11,36.7,71.0,56.0,45.0,22.36,2.47,19.89,2.034,0.163,1.87,29.71,69.96
2.0,臺北市,2013/06/30,古亭,4.6,0.5,415.8307262569832,33.0,60.0,60.0,43.0,21.32,3.59,17.73,1.933,0.145,1.79,29.99,72.98
3.0,臺北市,2013/06/30,中山,4.7,0.65,415.8307262569832,26.8,50.0,64.0,53.0,30.33,5.38,24.96,2.106,0.212,1.89,30.83,69.03
4.0,臺北市,2013/06/30,大同,5.5,1.27,415.8307262569832,24.9297052154195,42.628274616079494,67.0,49.0,53.28,22.09,31.19,2.414,0.376,2.04,28.908280399274048,75.83813436223332
5.0,臺北市,2013/06/30,萬華,4.3,0.55,415.8307262569832,27.2,51.0,51.0,39.0,26.8,3.88,22.92,2.049906481481482,0.20045740740740742,1.8499074074074076,30.72,68.68
6.0,臺北市,2013/06/30,陽明,1.6,0.27,413.15,42.8,57.0,36.0,29.0,7.41,1.75,5.67,2.049906481481482,0.20045740740740742,1.8499074074074076,23.66,94.39
7.0,臺北市,2013/06/30,士林,3.2,0.44,415.8307262569832,33.9,53.0,55.0,35.0,18.12,3.19,14.94,2.049906481481482,0.20045740740740742,1.8499074074074076,30.28,74.38
8.0,臺北市,2013/06/29,松山,9.4,0.5,425.97,30.7,65.0,52.0,42.0,26.6,4.49,22.12,2.033,0.18,1.85,30.62,65.33
9.0,臺北市,2013/06/29,古亭,5.6,0.57,415.8307262569832,28.8,61.0,59.0,36.0,26.71,5.11,21.61,1.947,0.172,1.78,30.72,71.14
10.0,臺北市,2013/06/29,中山,6.1,0.72,415.8307262569832,24.6,56.0,58.0,49.0,37.27,10.16,27.11,2.106,0.234,1.87,31.65,65.83
11.0,臺北市,2013/06/29,大同,6.7,1.22,415.8307262569832,24.9297052154195,42.628274616079494,66.0,43.0,54.71,24.76,29.95,2.364,0.381,1.98,28.908280399274048,75.83813436223332
12.0,臺北市,2013/06/29,萬華,6.7,0.61,415.8307262569832,23.6,54.0,54.0,34.0,33.24,7.29,25.96,2.049906481481482,0.20045740740740742,1.8499074074074076,31.63,65.78
13.0,臺北市,2013/06/29,陽明,2.2,0.23,409.82,41.0,63.0,28.0,22.0,6.92,1.57,5.34,2.049906481481482,0.20045740740740742,1.8499074074074076,25.0,83.41
14.0,臺北市,2013/06/29,士林,4.3,0.43,415.8307262569832,33.9,60.0,57.0,35.0,19.16,4.47,14.69,2.049906481481482,0.20045740740740742,1.8499074074074076,31.05,70.99
15.0,臺北市,2013/06/28,松山,2.6,0.58,434.29,24.1,57.0,50.0,35.0,26.64,6.62,20.02,2.064,0.232,1.83,31.19,60.35
16.0,臺北市,2013/06/28,古亭,3.1,0.63,415.8307262569832,21.6,48.0,55.0,29.0,26.34,8.04,18.3,1.976,0.215,1.76,30.91,67.58
17.0,臺北市,2013/06/28,中山,4.4,0.95,415.8307262569832,17.1,40.0,62.0,43.0,42.44,17.01,25.44,2.167,0.321,1.85,32.36,59.68
18.0,臺北市,2013/06/28,大同,4.5,2.05,415.8307262569832,24.9297052154195,42.628274616079494,57.0,39.0,62.22,36.35,25.88,2.578,0.605,1.97,28.908280399274048,75.83813436223332
