序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/02/28,松山,8.0,0.75,429.22,19.7,37.0,66.0,49.0,46.33,11.12,35.21,2.405,0.276,2.13,20.11,73.64
2.0,臺北市,2011/02/28,古亭,4.3,0.88,410.1044642857143,28.0,53.0,73.0,50.0,46.76,11.37,35.39,2.43,0.311,2.12,20.83,72.28
3.0,臺北市,2011/02/28,中山,4.8,1.35,410.1044642857143,12.5,30.0,84.0,59.0,84.9,38.76,46.14,2.854,0.53,2.32,19.99,74.47
4.0,臺北市,2011/02/28,大同,4.3,1.42,410.1044642857143,30.591633663366334,47.70974057758199,75.0,55.0,77.6,34.32,43.28,3.161,0.549,2.61,17.16175395256917,76.7452842313396
5.0,臺北市,2011/02/28,萬華,3.7,1.36,410.1044642857143,14.7,36.0,77.0,57.0,77.18,32.32,44.86,2.294807692307692,0.2924038461538461,2.0029453441295546,19.7,74.88
6.0,臺北市,2011/02/28,陽明,4.2,0.35,404.5,60.1,66.0,39.0,33.0,11.79,1.3,10.5,2.294807692307692,0.2924038461538461,2.0029453441295546,17.26,94.04
7.0,臺北市,2011/02/28,士林,2.8,0.85,410.1044642857143,18.1,38.0,71.0,45.0,47.42,15.11,32.31,2.294807692307692,0.2924038461538461,2.0029453441295546,18.28,80.51
8.0,臺北市,2011/02/27,松山,5.8,1.03,433.09,21.1,46.0,64.0,46.0,64.0,23.66,40.35,2.874,0.457,2.42,22.33,65.14
9.0,臺北市,2011/02/27,古亭,3.8,1.06,410.1044642857143,26.8,63.0,82.0,52.0,58.37,16.51,41.86,2.646,0.45,2.2,22.4,65.87
10.0,臺北市,2011/02/27,中山,6.9,1.68,410.1044642857143,16.6,42.0,91.0,62.0,112.23,62.31,49.92,3.163,0.693,2.47,22.08,65.58
11.0,臺北市,2011/02/27,大同,6.6,1.62,410.1044642857143,30.591633663366334,47.70974057758199,83.0,60.0,90.72,43.52,47.2,3.106,0.658,2.45,17.16175395256917,76.7452842313396
12.0,臺北市,2011/02/27,萬華,8.0,1.56,410.1044642857143,19.4,46.0,86.0,62.0,87.72,41.9,45.82,2.294807692307692,0.2924038461538461,2.0029453441295546,21.5,67.44
13.0,臺北市,2011/02/27,陽明,2.7,0.29,397.45,65.0,82.0,35.0,29.0,6.6,1.38,5.21,2.294807692307692,0.2924038461538461,2.0029453441295546,17.52,98.78
14.0,臺北市,2011/02/27,士林,4.2,0.94,410.1044642857143,20.6,43.0,80.0,56.0,56.8,22.04,34.76,2.294807692307692,0.2924038461538461,2.0029453441295546,20.34,72.09
15.0,臺北市,2011/02/26,松山,3.8,0.43,399.33,32.7,42.0,41.0,26.0,23.88,4.06,19.82,2.122,0.14,1.98,21.55,63.14
16.0,臺北市,2011/02/26,古亭,0.8,0.41,410.1044642857143,37.4,41.0,50.0,24.0,20.84,4.15,16.68,2.01,0.097,1.91,22.14,63.22
17.0,臺北市,2011/02/26,中山,2.1,0.53,410.1044642857143,29.3,36.0,44.0,32.0,31.22,5.96,25.26,2.098,0.166,1.93,22.08,62.79
18.0,臺北市,2011/02/26,大同,2.7,1.16,410.1044642857143,30.591633663366334,47.70974057758199,46.0,27.0,66.76,31.22,35.54,2.42,0.425,2.0,17.16175395256917,76.7452842313396
19.0,臺北市,2011/02/26,萬華,2.1,0.46,410.1044642857143,25.9,31.0,46.0,27.0,36.02,8.35,27.67,2.294807692307692,0.2924038461538461,2.0029453441295546,21.84,63.68
20.0,臺北市,2011/02/26,陽明,1.4,0.17,390.76,47.2,50.0,18.0,13.0,1.69,0.33,1.29,2.294807692307692,0.2924038461538461,2.0029453441295546,14.37,99.21
21.0,臺北市,2011/02/26,士林,1.9,0.29,410.1044642857143,45.7,50.0,38.0,23.0,11.23,2.03,9.21,2.294807692307692,0.2924038461538461,2.0029453441295546,21.99,61.66
22.0,臺北市,2011/02/25,松山,3.6,0.66,409.13,25.4,38.0,57.0,41.0,40.29,10.26,30.03,2.312,0.232,2.08,19.15,77.39
23.0,臺北市,2011/02/25,古亭,2.0,0.73,410.1044642857143,27.6,41.0,65.0,38.0,42.67,16.65,26.02,2.264,0.227,2.04,19.4,78.73
24.0,臺北市,2011/02/25,中山,3.8,1.08,410.1044642857143,21.5,37.0,64.0,46.0,62.0,27.38,34.62,2.701,0.438,2.26,19.69,75.62
25.0,臺北市,2011/02/25,大同,4.2,1.91,410.1044642857143,30.591633663366334,47.70974057758199,68.0,46.0,104.7,59.35,45.35,3.189,0.814,2.38,17.16175395256917,76.7452842313396
26.0,臺北市,2011/02/25,萬華,4.0,0.93,410.1044642857143,20.6,37.0,59.0,41.0,55.38,22.07,33.31,2.294807692307692,0.2924038461538461,2.0029453441295546,19.39,76.74
27.0,臺北市,2011/02/25,陽明,1.2,0.27,394.97,51.8,58.0,14.0,10.0,2.12,0.31,1.78,2.294807692307692,0.2924038461538461,2.0029453441295546,12.78,99.39
28.0,臺北市,2011/02/25,士林,2.6,0.63,410.1044642857143,36.5,56.0,51.0,37.0,31.39,10.97,20.42,2.294807692307692,0.2924038461538461,2.0029453441295546,19.51,74.2
29.0,臺北市,2011/02/24,松山,4.1,0.7,412.16,13.3,18.0,46.0,31.0,51.91,14.96,36.94,2.355,0.285,2.07,18.1,83.95
30.0,臺北市,2011/02/24,古亭,2.5,0.77,410.1044642857143,14.6,18.0,52.0,32.0,51.4,15.03,36.37,2.272,0.256,2.02,18.63,85.42
31.0,臺北市,2011/02/24,中山,4.7,0.93,410.1044642857143,11.4,15.0,46.0,37.0,61.88,22.33,39.55,2.477,0.356,2.12,18.66,81.92
32.0,臺北市,2011/02/24,大同,6.5,2.26,410.1044642857143,30.591633663366334,47.70974057758199,64.0,38.0,126.04,76.7,49.34,3.192,0.952,2.24,17.16175395256917,76.7452842313396
33.0,臺北市,2011/02/24,萬華,4.2,0.74,410.1044642857143,13.4,16.0,45.0,28.0,53.17,15.16,38.01,2.294807692307692,0.2924038461538461,2.0029453441295546,18.62,82.91
34.0,臺北市,2011/02/24,陽明,1.4,0.26,396.22,42.7,45.0,21.0,18.0,2.76,0.46,2.25,2.294807692307692,0.2924038461538461,2.0029453441295546,13.05,99.39
35.0,臺北市,2011/02/24,士林,5.1,0.67,410.1044642857143,19.6,38.0,52.0,32.0,42.81,14.1,28.71,2.294807692307692,0.2924038461538461,2.0029453441295546,18.58,81.84
36.0,臺北市,2011/02/23,松山,6.6,0.6,411.2,16.4,28.0,47.0,29.0,46.91,12.43,34.49,2.26,0.241,2.02,18.2,70.14
37.0,臺北市,2011/02/23,古亭,2.3,0.58,410.1044642857143,25.5,32.0,54.0,27.0,36.92,7.61,29.31,2.132,0.192,1.94,18.95,70.02
38.0,臺北市,2011/02/23,中山,4.9,0.7,410.1044642857143,20.4,23.0,52.0,34.0,45.99,12.36,33.63,2.246,0.255,1.99,18.8,68.84
39.0,臺北市,2011/02/23,大同,6.1,1.88,410.1044642857143,30.591633663366334,47.70974057758199,69.0,32.0,106.38,59.44,46.95,2.864,0.779,2.08,17.16175395256917,76.7452842313396
40.0,臺北市,2011/02/23,萬華,4.3,0.57,410.1044642857143,20.3,24.0,48.0,28.0,42.21,8.92,33.29,2.294807692307692,0.2924038461538461,2.0029453441295546,18.69,69.56
41.0,臺北市,2011/02/23,陽明,1.7,0.21,393.53,42.8,45.0,30.0,23.0,3.32,0.95,2.34,2.294807692307692,0.2924038461538461,2.0029453441295546,12.37,99.27
42.0,臺北市,2011/02/23,士林,3.6,0.49,410.1044642857143,28.7,39.0,53.0,31.0,29.82,6.45,23.36,2.294807692307692,0.2924038461538461,2.0029453441295546,18.47,70.98
43.0,臺北市,2011/02/22,松山,3.8,0.91,430.94,8.9,24.0,60.0,37.0,71.33,34.1,37.24,2.685,0.448,2.24,16.62,68.79
44.0,臺北市,2011/02/22,古亭,1.4,0.7,410.1044642857143,23.2,39.0,60.0,31.0,38.06,10.59,27.47,2.21,0.206,2.0,17.12,69.92
45.0,臺北市,2011/02/22,中山,2.8,1.2,410.1044642857143,13.9,32.0,66.0,45.0,78.67,38.25,40.42,2.754,0.462,2.29,17.03,67.8
46.0,臺北市,2011/02/22,大同,4.3,2.03,410.1044642857143,30.591633663366334,47.70974057758199,69.0,41.0,111.38,64.13,47.24,3.162,0.817,2.34,17.16175395256917,76.7452842313396
47.0,臺北市,2011/02/22,萬華,1.4,0.85,410.1044642857143,16.2,32.0,56.0,34.0,52.42,16.89,35.53,2.294807692307692,0.2924038461538461,2.0029453441295546,16.91,68.43
