序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2013/04/30,松山,2.2,0.64,439.92,29.9,57.0,30.0,29.0,29.14,6.22,22.92,2.28,0.256,2.03,26.29,68.69
2.0,臺北市,2013/04/30,古亭,2.8,0.61,419.36066666666665,27.6,51.0,48.0,28.0,28.28,7.65,20.63,2.068,0.206,1.86,26.34,70.86
3.0,臺北市,2013/04/30,中山,3.1,1.04,419.36066666666665,21.1,37.0,57.0,35.689578713968956,46.89,16.86,30.03,2.378,0.362,2.02,27.35,68.07
4.0,臺北市,2013/04/30,大同,3.4,1.73,419.36066666666665,35.75831818181818,52.592727272727274,47.0,30.0,63.17,30.09,33.09,2.642,0.563,2.08,22.194820861678004,78.74987301587302
5.0,臺北市,2013/04/30,萬華,3.3,0.67,419.36066666666665,24.0,45.0,38.0,25.0,27.65,6.18,21.47,2.2497486338797814,0.2533615664845173,1.9969307832422587,26.84,69.83
6.0,臺北市,2013/04/30,陽明,1.9,0.23,411.76,42.6,47.0,21.0,17.0,4.68,0.61,4.02,2.2497486338797814,0.2533615664845173,1.9969307832422587,19.56,91.34
7.0,臺北市,2013/04/30,士林,3.1,0.54,419.36066666666665,27.5,53.0,19.0,35.689578713968956,21.22,3.68,17.53,2.2497486338797814,0.2533615664845173,1.9969307832422587,26.39,75.86
8.0,臺北市,2013/04/29,松山,2.6,0.94,449.03,27.6,65.0,35.0,34.0,46.37,13.95,32.42,2.561,0.363,2.2,24.88,71.24
9.0,臺北市,2013/04/29,古亭,2.2,0.82,419.36066666666665,13.6,23.0,45.0,27.0,38.81,10.49,28.31,2.198,0.28,1.92,25.3,70.39
10.0,臺北市,2013/04/29,中山,4.0,1.16,419.36066666666665,25.3,59.0,61.0,29.0,53.52,19.3,34.22,2.562,0.399,2.16,26.05,68.58
11.0,臺北市,2013/04/29,大同,3.3,2.14,419.36066666666665,35.75831818181818,52.592727272727274,43.0,29.0,78.85,41.66,37.18,3.044,0.714,2.33,22.194820861678004,78.74987301587302
12.0,臺北市,2013/04/29,萬華,2.4,0.88,419.36066666666665,26.1,61.0,28.0,25.0,35.67,6.82,28.84,2.2497486338797814,0.2533615664845173,1.9969307832422587,25.86,68.17
13.0,臺北市,2013/04/29,陽明,1.8,0.26,408.07,50.0,60.0,18.0,17.0,4.26,0.66,3.56,2.2497486338797814,0.2533615664845173,1.9969307832422587,19.3,92.86
14.0,臺北市,2013/04/29,士林,2.3,0.64,419.36066666666665,28.1,64.0,19.0,23.0,22.7,4.02,18.66,2.2497486338797814,0.2533615664845173,1.9969307832422587,24.86,78.87
15.0,臺北市,2013/04/28,松山,0.7,0.67,433.31,26.7,33.0,25.0,30.0,32.97,8.14,24.83,2.275,0.207,2.07,22.51,73.12
16.0,臺北市,2013/04/28,古亭,1.3,0.8,419.36066666666665,20.0,25.0,42.0,29.0,38.11,9.1,29.0,2.209,0.236,1.97,22.68,75.6
17.0,臺北市,2013/04/28,中山,2.3,1.01,419.36066666666665,18.4,26.0,57.0,30.0,52.13,17.6,34.53,2.403,0.296,2.11,23.41,72.42
18.0,臺北市,2013/04/28,大同,2.9,1.88,419.36066666666665,35.75831818181818,52.592727272727274,51.0,31.0,98.23,54.27,43.97,2.833,0.622,2.21,22.194820861678004,78.74987301587302
19.0,臺北市,2013/04/28,萬華,1.0,0.86,419.36066666666665,17.3,23.0,35.0,26.0,42.22,8.8,33.42,2.2497486338797814,0.2533615664845173,1.9969307832422587,23.33,72.32
20.0,臺北市,2013/04/28,陽明,0.9,0.27,410.86,48.5,50.0,15.0,14.0,3.92,1.08,2.84,2.2497486338797814,0.2533615664845173,1.9969307832422587,16.89,94.96
21.0,臺北市,2013/04/28,士林,1.7,0.61,419.36066666666665,25.6,35.0,18.0,23.0,26.55,2.49,24.05,2.2497486338797814,0.2533615664845173,1.9969307832422587,22.52,79.32
22.0,臺北市,2013/04/27,松山,2.8,0.45,417.25,60.6,70.0,49.0,46.0,16.7,1.61,15.08,2.004,0.084,1.92,20.6,73.78
23.0,臺北市,2013/04/27,古亭,1.3,0.48,419.36066666666665,56.3,69.0,54.0,38.0,18.71,2.53,16.18,1.976,0.147,1.83,20.93,74.98
24.0,臺北市,2013/04/27,中山,1.2,1.29,419.36066666666665,47.2,64.0,77.0,39.0,31.14,4.36,26.79,2.14,0.168,1.97,21.44,74.58
25.0,臺北市,2013/04/27,大同,2.3,1.31,419.36066666666665,35.75831818181818,52.592727272727274,66.0,43.0,72.05,29.25,42.8,2.437,0.416,2.02,22.194820861678004,78.74987301587302
26.0,臺北市,2013/04/27,萬華,1.8,0.54,419.36066666666665,43.9,58.0,46.0,37.0,29.05,4.07,24.98,2.2497486338797814,0.2533615664845173,1.9969307832422587,21.34,73.78
27.0,臺北市,2013/04/27,陽明,1.7,0.27,410.25,65.8,79.0,25.0,22.0,2.63,0.74,1.88,2.2497486338797814,0.2533615664845173,1.9969307832422587,14.44,97.77
28.0,臺北市,2013/04/27,士林,1.4,0.41,419.36066666666665,61.6,76.0,31.0,34.0,11.53,0.75,10.75,2.2497486338797814,0.2533615664845173,1.9969307832422587,20.89,77.62
29.0,臺北市,2013/04/26,松山,3.2,0.65,431.35,46.6,66.0,98.0,59.0,24.62,1.94,22.67,2.169,0.163,2.01,21.88,67.07
30.0,臺北市,2013/04/26,古亭,2.9,0.64,419.36066666666665,48.7,69.0,98.0,50.0,24.2,4.69,19.51,2.069,0.145,1.92,22.12,65.28
31.0,臺北市,2013/04/26,中山,3.7,0.5,419.36066666666665,37.8,50.0,126.0,54.0,36.04,4.86,31.18,2.301,0.24,2.06,22.72,67.66
32.0,臺北市,2013/04/26,大同,4.6,1.77,419.36066666666665,35.75831818181818,52.592727272727274,105.0,56.0,84.99,38.17,46.82,2.7,0.584,2.12,22.194820861678004,78.74987301587302
33.0,臺北市,2013/04/26,萬華,4.1,0.72,419.36066666666665,37.4,50.0,94.0,51.0,34.39,4.37,30.02,2.2497486338797814,0.2533615664845173,1.9969307832422587,22.59,65.1
34.0,臺北市,2013/04/26,陽明,3.9,0.33,413.41,78.5,83.0,71.0,44.0,3.76,0.9,2.86,2.2497486338797814,0.2533615664845173,1.9969307832422587,15.13,79.08
35.0,臺北市,2013/04/26,士林,4.0,0.52,419.36066666666665,57.1,74.0,82.0,56.0,15.67,1.77,13.9,2.2497486338797814,0.2533615664845173,1.9969307832422587,21.91,71.9
36.0,臺北市,2013/04/25,松山,2.8,0.79,438.03,23.1,29.0,42.0,44.0,30.72,4.43,26.29,2.235,0.211,2.02,21.59,86.56
37.0,臺北市,2013/04/25,古亭,1.7,0.87,419.36066666666665,19.9,27.0,52.0,36.0,35.42,8.06,27.36,2.283,0.227,2.06,21.8,92.03
38.0,臺北市,2013/04/25,中山,1.7,1.02,419.36066666666665,15.0,20.0,72.0,32.0,43.82,9.13,34.69,2.411,0.306,2.11,22.44,87.05
39.0,臺北市,2013/04/25,大同,3.9,2.68,419.36066666666665,35.75831818181818,52.592727272727274,63.0,45.0,105.37,61.4,43.98,3.102,0.859,2.24,22.194820861678004,78.74987301587302
40.0,臺北市,2013/04/25,萬華,2.3,0.97,419.36066666666665,13.7,18.0,49.0,36.0,41.31,6.53,34.78,2.2497486338797814,0.2533615664845173,1.9969307832422587,22.33,87.63
41.0,臺北市,2013/04/25,陽明,1.6,0.35,418.78,43.0,57.0,13.0,9.0,3.46,1.2,2.26,2.2497486338797814,0.2533615664845173,1.9969307832422587,16.3,97.69
42.0,臺北市,2013/04/25,士林,1.3,0.77,419.36066666666665,18.9,26.0,28.0,30.0,27.26,2.52,24.74,2.2497486338797814,0.2533615664845173,1.9969307832422587,21.83,91.34
43.0,臺北市,2013/04/24,松山,2.4,0.84,445.39,25.6,41.0,72.0,65.0,34.25,5.52,28.73,2.344,0.278,2.07,24.27,79.01
44.0,臺北市,2013/04/24,古亭,3.2,0.88,419.36066666666665,21.7,39.0,74.0,55.0,35.92,7.66,28.27,2.303,0.295,2.01,24.13,82.88
45.0,臺北市,2013/04/24,中山,2.3,1.12,419.36066666666665,15.9,30.0,97.0,38.0,46.53,14.74,31.79,2.541,0.389,2.15,25.13,78.95
46.0,臺北市,2013/04/24,大同,3.8,2.09,419.36066666666665,35.75831818181818,52.592727272727274,81.0,54.0,72.15,34.05,38.1,2.991,0.698,2.29,22.194820861678004,78.74987301587302
47.0,臺北市,2013/04/24,萬華,3.5,0.91,419.36066666666665,17.8,29.0,68.0,50.0,35.46,5.85,29.61,2.2497486338797814,0.2533615664845173,1.9969307832422587,24.64,80.87
48.0,臺北市,2013/04/24,陽明,1.3,0.25,412.62,49.7,61.0,24.0,17.0,4.16,1.25,2.91,2.2497486338797814,0.2533615664845173,1.9969307832422587,19.1,91.23
49.0,臺北市,2013/04/24,士林,5.0,0.87,419.36066666666665,25.6,40.0,59.0,53.0,34.73,9.77,24.96,2.2497486338797814,0.2533615664845173,1.9969307832422587,24.11,85.48
50.0,臺北市,2013/04/23,松山,4.0,1.09,448.77,29.8,67.0,60.0,55.0,52.1,13.55,38.55,2.548,0.449,2.1,24.12,71.76
51.0,臺北市,2013/04/23,古亭,4.2,1.06,419.36066666666665,28.9,62.0,71.0,48.0,47.05,11.25,35.8,2.433,0.404,2.03,24.14,74.92
52.0,臺北市,2013/04/23,中山,5.9,1.3,419.36066666666665,22.0,46.0,91.0,41.0,61.69,20.4,41.29,2.619,0.475,2.14,24.81,73.0
53.0,臺北市,2013/04/23,大同,6.6,2.59,419.36066666666665,35.75831818181818,52.592727272727274,83.0,53.0,96.9,49.37,47.53,3.303,0.925,2.38,22.194820861678004,78.74987301587302
54.0,臺北市,2013/04/23,萬華,5.2,1.15,419.36066666666665,22.4,50.0,62.0,47.0,50.05,10.9,39.16,2.2497486338797814,0.2533615664845173,1.9969307832422587,24.46,74.48
55.0,臺北市,2013/04/23,陽明,1.0,0.3,413.2,54.7,77.0,27.0,22.0,4.85,1.19,3.65,2.2497486338797814,0.2533615664845173,1.9969307832422587,18.72,90.06
56.0,臺北市,2013/04/23,士林,4.4,0.8,419.36066666666665,29.7,62.0,40.0,40.0,34.25,6.0,28.25,2.2497486338797814,0.2533615664845173,1.9969307832422587,24.17,77.7
57.0,臺北市,2013/04/22,松山,2.2,0.55,420.57,36.2,49.0,56.0,39.0,27.77,4.57,23.2,2.089,0.159,1.93,19.55,69.33
58.0,臺北市,2013/04/22,古亭,1.5,0.55,419.36066666666665,38.3,52.0,58.0,34.0,24.22,3.97,20.25,2.041,0.135,1.91,19.99,69.64
59.0,臺北市,2013/04/22,中山,2.9,0.81,419.36066666666665,28.0,42.0,74.0,32.0,43.66,13.12,30.53,2.189,0.234,1.96,20.43,68.8
60.0,臺北市,2013/04/22,大同,3.6,1.46,419.36066666666665,35.75831818181818,52.592727272727274,68.0,35.0,77.3,39.85,37.46,2.502,0.489,2.01,22.194820861678004,78.74987301587302
61.0,臺北市,2013/04/22,萬華,2.7,0.73,419.36066666666665,27.7,43.0,53.0,32.0,41.31,12.7,28.61,2.2497486338797814,0.2533615664845173,1.9969307832422587,20.15,69.47
62.0,臺北市,2013/04/22,陽明,0.6,0.27,408.52,52.5,58.0,19.0,13.0,2.15,0.37,1.75,2.2497486338797814,0.2533615664845173,1.9969307832422587,12.56,98.73
