﻿序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),懸浮微粒 PM 10 (μg/m 3 ),細懸浮微粒 PM 2.5 (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),風速 WIND_SPEED (m/sec),溫度 AMB_TEMP (℃),相對濕度 RH (percent) 
1.0,臺北市,2015/05/31,松山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,16.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
2.0,臺北市,2015/05/31,松山,2.7,0.34,415.39,31.8,31.0,16.7469723183391,16.91,2.9,14.01,1.83,28.28,76.73
3.0,臺北市,2015/05/31,古亭,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,18.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
4.0,臺北市,2015/05/31,古亭,2.7,0.43,416.9704324324324,23.0,39.0,16.7469723183391,19.45,2.92,16.54,1.67,28.69,76.46
5.0,臺北市,2015/05/31,中山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,17.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
6.0,臺北市,2015/05/31,中山,2.5,0.53,416.9704324324324,25.1,36.0,16.7469723183391,24.83,6.01,18.81,1.79,28.54,81.12
7.0,臺北市,2015/05/31,大同,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,12.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
8.0,臺北市,2015/05/31,大同,3.0,0.82,416.9704324324324,25.557952548330405,46.0,16.7469723183391,31.19,10.53,20.66,2.0997208464655563,26.6633069828722,79.17466198419666
9.0,臺北市,2015/05/31,萬華,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
10.0,臺北市,2015/05/31,萬華,2.6,0.5,416.9704324324324,25.6,30.0,16.7469723183391,23.57,3.8,19.76,1.44,28.24,80.44
11.0,臺北市,2015/05/31,陽明,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,10.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
12.0,臺北市,2015/05/31,陽明,1.4,0.15,402.87,34.4,12.0,16.7469723183391,3.71,1.04,2.67,2.0997208464655563,21.58,90.36
13.0,臺北市,2015/05/31,士林,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,13.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
14.0,臺北市,2015/05/31,士林,2.0,0.24,416.9704324324324,35.4,31.0,16.7469723183391,11.53,2.29,9.24,2.3,27.73,79.24
15.0,臺北市,2015/05/30,松山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,15.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
16.0,臺北市,2015/05/30,松山,3.9,0.49,425.73,22.7,34.0,16.7469723183391,26.79,6.78,20.01,2.3,31.29,62.49
17.0,臺北市,2015/05/30,古亭,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
18.0,臺北市,2015/05/30,古亭,2.6,0.4,416.9704324324324,19.5,37.0,16.7469723183391,18.93,4.11,14.82,2.33,31.11,63.77
19.0,臺北市,2015/05/30,中山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,17.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
20.0,臺北市,2015/05/30,中山,2.3,0.7,416.9704324324324,15.7,37.0,16.7469723183391,34.53,11.43,23.1,2.09,32.02,64.72
21.0,臺北市,2015/05/30,大同,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,16.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
22.0,臺北市,2015/05/30,大同,2.7,1.39,416.9704324324324,25.557952548330405,46.0,16.7469723183391,44.78,22.18,22.6,2.0997208464655563,26.6633069828722,79.17466198419666
23.0,臺北市,2015/05/30,萬華,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,13.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
24.0,臺北市,2015/05/30,萬華,1.4,0.48,416.9704324324324,21.9,24.0,16.7469723183391,21.39,5.07,16.31,2.1,31.19,65.86
25.0,臺北市,2015/05/30,陽明,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,12.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
26.0,臺北市,2015/05/30,陽明,1.1,0.15,399.85,29.6,18.0,16.7469723183391,5.22,0.95,4.25,2.0997208464655563,23.76,73.64
27.0,臺北市,2015/05/30,士林,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
28.0,臺北市,2015/05/30,士林,2.2,0.27,416.9704324324324,24.7,39.0,16.7469723183391,15.26,2.61,12.65,2.74,30.81,68.52
29.0,臺北市,2015/05/29,松山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
30.0,臺北市,2015/05/29,松山,3.8,0.62,432.64,20.7,32.0,16.7469723183391,36.41,12.3,24.1,1.88,31.02,65.16
31.0,臺北市,2015/05/29,古亭,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
32.0,臺北市,2015/05/29,古亭,2.2,0.52,416.9704324324324,19.4,35.0,16.7469723183391,22.55,6.57,15.98,1.89,30.94,64.55
33.0,臺北市,2015/05/29,中山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,17.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
34.0,臺北市,2015/05/29,中山,3.6,0.89,416.9704324324324,17.5,36.0,16.7469723183391,41.08,15.59,25.49,1.78,32.15,64.4
35.0,臺北市,2015/05/29,大同,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,16.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
36.0,臺北市,2015/05/29,大同,3.7,1.86,416.9704324324324,25.557952548330405,49.0,16.7469723183391,59.53,32.88,26.64,2.0997208464655563,26.6633069828722,79.17466198419666
37.0,臺北市,2015/05/29,萬華,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,13.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
38.0,臺北市,2015/05/29,萬華,3.1,0.58,416.9704324324324,22.3,29.0,16.7469723183391,24.79,5.4,19.39,1.56,31.32,65.5
39.0,臺北市,2015/05/29,陽明,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,13.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
40.0,臺北市,2015/05/29,陽明,1.6,0.16,400.53,29.0,18.0,16.7469723183391,6.18,1.14,5.04,2.0997208464655563,23.79,74.68
41.0,臺北市,2015/05/29,士林,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,14.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
42.0,臺北市,2015/05/29,士林,2.6,0.33,416.9704324324324,24.9,42.0,16.7469723183391,20.26,3.65,16.61,1.99,31.05,67.56
43.0,臺北市,2015/05/28,松山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,10.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
44.0,臺北市,2015/05/28,松山,1.8,0.67,430.61,11.7,27.0,16.7469723183391,39.66,18.09,21.58,2.07,30.0,64.31
45.0,臺北市,2015/05/28,古亭,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,11.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
46.0,臺北市,2015/05/28,古亭,2.5,0.46,416.9704324324324,13.1,32.0,16.7469723183391,22.85,6.95,15.9,2.14,29.95,66.82
47.0,臺北市,2015/05/28,中山,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,10.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
48.0,臺北市,2015/05/28,中山,2.6,0.98,416.9704324324324,9.1,28.0,16.7469723183391,46.19,22.96,23.23,1.78,30.58,67.1
49.0,臺北市,2015/05/28,大同,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,12.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
50.0,臺北市,2015/05/28,大同,3.6,2.14,416.9704324324324,25.557952548330405,46.0,16.7469723183391,75.84,52.28,23.56,2.0997208464655563,26.6633069828722,79.17466198419666
51.0,臺北市,2015/05/28,萬華,3.078253424657534,0.4087759515570934,416.9704324324324,25.557952548330405,37.77297990594271,11.0,18.532898799313895,5.039575471698113,13.491355060034303,2.0997208464655563,26.6633069828722,79.17466198419666
