序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2011/07/31,松山,2.3,0.29,402.14,24.3,50.0,29.0,23.0,15.96,4.59,11.37,1.913,0.108,1.81,31.12,61.82
2.0,臺北市,2011/07/31,古亭,2.9,0.37,403.79129032258066,26.1,54.0,37.0,22.0,18.82,5.78,13.04,1.937,0.12,1.82,30.69,69.94
3.0,臺北市,2011/07/31,中山,3.4,0.41,403.79129032258066,22.2,47.0,41.0,30.0,22.14,6.94,15.2,1.941,0.155,1.79,31.3,64.68
4.0,臺北市,2011/07/31,大同,4.0,1.6,403.79129032258066,23.136407553798858,38.853467073702575,37.0,30.0,65.94,42.89,23.05,2.506,0.551,1.96,28.98796231375986,76.44099122807019
5.0,臺北市,2011/07/31,萬華,2.6,0.43,403.79129032258066,23.5,52.0,32.0,21.0,21.08,5.85,15.23,2.067721402214022,0.21718634686346863,1.85109778597786,32.06,65.32
6.0,臺北市,2011/07/31,陽明,2.5,0.13,396.71,24.0,37.0,15.0,13.0,5.18,0.69,4.46,2.067721402214022,0.21718634686346863,1.85109778597786,24.43,84.66
7.0,臺北市,2011/07/31,士林,2.7,0.36,403.79129032258066,23.7,51.0,36.0,25.0,17.98,5.22,12.77,2.067721402214022,0.21718634686346863,1.85109778597786,31.08,64.01
8.0,臺北市,2011/07/30,松山,2.8,0.4,408.89,21.9,47.0,37.0,26.0,23.92,6.07,17.84,2.003,0.163,1.84,31.04,62.99
9.0,臺北市,2011/07/30,古亭,3.4,0.54,403.79129032258066,22.5,50.0,40.0,24.0,28.21,9.19,19.02,2.054,0.193,1.86,30.43,71.83
10.0,臺北市,2011/07/30,中山,3.6,0.61,403.79129032258066,17.8,40.0,42.0,32.0,31.32,9.84,21.48,2.087,0.25,1.84,31.26,66.76
11.0,臺北市,2011/07/30,大同,4.2,2.04,403.79129032258066,23.136407553798858,38.853467073702575,39.0,28.0,70.56,43.63,26.93,2.724,0.697,2.03,28.98796231375986,76.44099122807019
12.0,臺北市,2011/07/30,萬華,2.3,0.6,403.79129032258066,19.8,45.0,32.0,23.0,29.37,8.63,20.74,2.067721402214022,0.21718634686346863,1.85109778597786,31.79,68.15
13.0,臺北市,2011/07/30,陽明,3.1,0.14,397.7,25.7,40.0,18.0,15.0,6.28,1.14,5.14,2.067721402214022,0.21718634686346863,1.85109778597786,24.12,86.93
14.0,臺北市,2011/07/30,士林,2.7,0.33,403.79129032258066,22.0,43.0,37.0,19.0,17.84,3.96,13.88,2.067721402214022,0.21718634686346863,1.85109778597786,30.43,66.06
15.0,臺北市,2011/07/29,松山,3.54572778016316,0.36,398.21,17.0,32.0,36.0,20.0,24.91,8.17,16.74,1.943,0.155,1.79,31.57,60.08
16.0,臺北市,2011/07/29,古亭,2.0,0.55,403.79129032258066,21.0,45.0,33.0,20.0,28.03,11.05,16.97,2.027,0.194,1.83,30.98,69.62
17.0,臺北市,2011/07/29,中山,3.6,0.64,403.79129032258066,23.9,50.0,42.0,34.0,30.77,7.41,23.36,2.088,0.265,1.82,31.99,62.92
18.0,臺北市,2011/07/29,大同,4.6,2.05,403.79129032258066,23.136407553798858,38.853467073702575,45.0,34.0,70.49,38.15,32.34,2.815,0.767,2.05,28.98796231375986,76.44099122807019
19.0,臺北市,2011/07/29,萬華,2.6,0.65,403.79129032258066,22.7,51.0,32.0,21.0,31.12,7.82,23.3,2.067721402214022,0.21718634686346863,1.85109778597786,32.53,64.55
20.0,臺北市,2011/07/29,陽明,1.9,0.16,398.19,37.2,55.0,23.0,19.0,6.53,1.19,5.34,2.067721402214022,0.21718634686346863,1.85109778597786,25.19,84.36
21.0,臺北市,2011/07/29,士林,3.3,0.35,403.79129032258066,37.7,71.0,51.0,31.0,17.2,3.42,13.79,2.067721402214022,0.21718634686346863,1.85109778597786,30.9,64.03
22.0,臺北市,2011/07/28,松山,3.54572778016316,0.14,386.12,13.9,15.0,25.0,14.0,9.77,5.21,4.57,1.738,0.038,1.7,31.49,56.51
23.0,臺北市,2011/07/28,古亭,1.4,0.2,403.79129032258066,13.5,17.0,24.0,15.0,14.18,6.12,8.07,1.838,0.058,1.78,31.87,61.28
24.0,臺北市,2011/07/28,中山,1.5,0.27,403.79129032258066,12.1,16.0,30.0,20.0,15.23,6.9,8.33,1.831,0.112,1.72,32.25,57.55
25.0,臺北市,2011/07/28,大同,2.9,1.56,403.79129032258066,23.136407553798858,38.853467073702575,27.0,16.0,64.31,46.91,17.4,2.464,0.58,1.88,28.98796231375986,76.44099122807019
26.0,臺北市,2011/07/28,萬華,0.5,0.25,403.79129032258066,11.6,17.0,18.0,12.0,16.78,7.81,8.97,2.067721402214022,0.21718634686346863,1.85109778597786,33.0,57.85
27.0,臺北市,2011/07/28,陽明,1.2,0.05,388.92,14.5,16.0,6.0,4.0,2.59,1.04,1.55,2.067721402214022,0.21718634686346863,1.85109778597786,24.97,79.46
28.0,臺北市,2011/07/28,士林,1.4,0.14,403.79129032258066,14.7,18.0,25.0,10.0,10.06,3.73,6.33,2.067721402214022,0.21718634686346863,1.85109778597786,31.31,55.63
29.0,臺北市,2011/07/27,松山,3.54572778016316,0.2,390.06,12.0,17.0,26.0,15.0,15.7,8.49,7.2,1.792,0.065,1.73,30.94,57.89
30.0,臺北市,2011/07/27,古亭,1.5,0.29,403.79129032258066,11.2,18.0,30.0,13.0,17.65,8.75,8.9,1.904,0.098,1.81,30.75,64.91
31.0,臺北市,2011/07/27,中山,1.4,0.33,403.79129032258066,10.2,17.0,31.0,20.0,18.87,9.1,9.76,1.91,0.143,1.77,31.43,59.97
32.0,臺北市,2011/07/27,大同,2.8,1.68,403.79129032258066,23.136407553798858,38.853467073702575,31.0,17.0,72.17,54.6,17.57,2.601,0.65,1.95,28.98796231375986,76.44099122807019
33.0,臺北市,2011/07/27,萬華,0.8,0.34,403.79129032258066,9.4,15.0,21.0,13.0,22.11,11.39,10.71,2.067721402214022,0.21718634686346863,1.85109778597786,32.14,60.6
34.0,臺北市,2011/07/27,陽明,0.6,0.06,391.34,13.8,19.0,8.0,5.0,3.58,1.37,2.21,2.067721402214022,0.21718634686346863,1.85109778597786,24.06,83.54
35.0,臺北市,2011/07/27,士林,1.5,0.17,403.79129032258066,13.0,19.0,32.0,10.0,12.54,4.76,7.77,2.067721402214022,0.21718634686346863,1.85109778597786,30.75,57.4
36.0,臺北市,2011/07/26,松山,3.54572778016316,0.6,418.05,15.3,32.0,59.0,36.0,36.65,11.03,25.61,2.178,0.278,1.9,29.12,73.17
37.0,臺北市,2011/07/26,古亭,3.1,0.85,403.79129032258066,16.8,39.0,46.0,27.0,40.92,16.84,24.09,2.215,0.309,1.91,28.47,81.07
38.0,臺北市,2011/07/26,中山,2.5,0.89,403.79129032258066,14.4,36.0,51.0,34.0,46.07,19.06,27.02,2.358,0.391,1.97,29.63,74.72
39.0,臺北市,2011/07/26,大同,4.5,2.22,403.79129032258066,23.136407553798858,38.853467073702575,49.0,37.0,91.04,55.21,35.83,3.079,0.904,2.17,28.98796231375986,76.44099122807019
40.0,臺北市,2011/07/26,萬華,2.2,0.84,403.79129032258066,14.7,37.0,36.0,25.0,40.61,14.25,26.36,2.067721402214022,0.21718634686346863,1.85109778597786,30.25,75.37
41.0,臺北市,2011/07/26,陽明,3.1,0.13,401.99,23.7,35.0,20.0,16.0,6.24,1.39,4.84,2.067721402214022,0.21718634686346863,1.85109778597786,22.8,93.52
42.0,臺北市,2011/07/26,士林,2.6,0.6,403.79129032258066,17.5,39.0,46.0,26.0,31.35,5.49,25.86,2.067721402214022,0.21718634686346863,1.85109778597786,28.79,70.34
43.0,臺北市,2011/07/25,松山,5.4,0.58,424.16,26.3,62.0,55.0,37.0,32.65,6.59,26.05,2.142,0.234,1.91,30.45,67.95
44.0,臺北市,2011/07/25,古亭,4.5,0.71,403.79129032258066,29.6,64.0,56.0,38.0,33.86,7.75,26.12,2.197,0.264,1.93,29.97,77.2
45.0,臺北市,2011/07/25,中山,4.8,0.85,403.79129032258066,23.0,52.0,61.0,42.0,42.6,12.8,29.8,2.253,0.326,1.93,30.88,71.01
46.0,臺北市,2011/07/25,大同,5.3,1.4,403.79129032258066,23.136407553798858,38.853467073702575,49.0,37.0,57.84,26.48,31.36,2.694,0.526,2.17,28.98796231375986,76.44099122807019
47.0,臺北市,2011/07/25,萬華,4.4,0.75,403.79129032258066,24.2,55.0,47.0,33.0,36.73,7.79,28.94,2.067721402214022,0.21718634686346863,1.85109778597786,31.61,71.17
48.0,臺北市,2011/07/25,陽明,2.9,0.13,400.16,34.8,59.0,23.0,19.0,5.55,0.88,4.65,2.067721402214022,0.21718634686346863,1.85109778597786,23.49,87.53
49.0,臺北市,2011/07/25,士林,4.0,0.39,403.79129032258066,24.1,48.0,55.0,29.0,25.3,4.62,20.67,2.067721402214022,0.21718634686346863,1.85109778597786,29.88,66.48
50.0,臺北市,2011/07/24,松山,4.7,0.46,419.16,37.6,78.0,55.0,31.0,24.71,6.08,18.63,2.059,0.174,1.89,32.01,58.51
51.0,臺北市,2011/07/24,古亭,4.1,0.48,403.79129032258066,35.4,71.0,46.0,28.0,22.52,4.54,17.98,2.065,0.173,1.89,31.54,66.36
52.0,臺北市,2011/07/24,中山,6.3,0.69,403.79129032258066,30.6,63.0,57.0,36.0,35.85,13.06,22.8,2.153,0.253,1.9,32.11,62.5
53.0,臺北市,2011/07/24,大同,5.4,0.97,403.79129032258066,23.136407553798858,38.853467073702575,40.0,32.0,38.38,15.27,23.11,2.486,0.347,2.14,28.98796231375986,76.44099122807019
54.0,臺北市,2011/07/24,萬華,4.9,0.55,403.79129032258066,29.1,60.0,38.0,28.0,30.65,9.37,21.28,2.067721402214022,0.21718634686346863,1.85109778597786,32.93,62.1
55.0,臺北市,2011/07/24,陽明,3.4,0.18,401.47,36.9,59.0,21.0,17.0,7.8,1.47,6.33,2.067721402214022,0.21718634686346863,1.85109778597786,24.38,87.0
56.0,臺北市,2011/07/24,士林,5.1,0.35,403.79129032258066,37.3,70.0,45.0,26.0,22.81,6.77,16.04,2.067721402214022,0.21718634686346863,1.85109778597786,30.94,63.89
57.0,臺北市,2011/07/23,松山,5.1,0.47,418.49,29.7,61.0,43.0,29.0,26.96,5.56,21.4,2.127,0.224,1.9,31.66,62.52
