序號,縣市,監測日期,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),臭氧8小時最大值 O3_Max_8_HR (ppb),懸浮微粒 PM 10  (μg/m 3 ),細懸浮微粒 PM 2.5  (μg/m 3 ),氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppmC),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),大氣溫度 AMB_TEMP (℃),相對濕度 RH (percent)
1.0,臺北市,2012/11/30,松山,2.9,0.6,415.85,15.8,26.0,27.0,15.0,41.06,13.35,27.7,2.076,0.212,1.86,19.24,88.98
2.0,臺北市,2012/11/30,古亭,2.5,0.72,416.7893888888889,16.9,31.0,28.0,15.0,46.95,19.23,27.72,2.157,0.248,1.91,19.54,91.28
3.0,臺北市,2012/11/30,中山,2.8,0.9,416.7893888888889,12.3,25.0,24.0,14.0,60.68,27.92,32.76,2.288,0.308,1.98,20.09,88.75
4.0,臺北市,2012/11/30,大同,3.8,2.16,416.7893888888889,30.095411176737848,47.47282608695652,42.0,19.0,123.38,83.69,39.69,2.954,0.818,2.14,22.13551818181818,77.13709545454545
5.0,臺北市,2012/11/30,萬華,3.822202486678508,0.585570530098832,416.7893888888889,30.095411176737848,6.0,20.0,16.0,25.399785618579724,7.025587315765967,18.37194729790085,2.277512173128945,0.2909828674481515,1.9871415689810643,20.1,89.11
6.0,臺北市,2012/11/30,陽明,1.2,0.2,393.97,40.3,43.0,5.0,3.0,2.27,0.27,1.96,2.277512173128945,0.2909828674481515,1.9871415689810643,14.25,100.0
7.0,臺北市,2012/11/30,士林,1.6,0.59,416.7893888888889,17.8,33.0,31.0,14.0,40.2,15.89,24.31,2.277512173128945,0.2909828674481515,1.9871415689810643,19.7,90.82
8.0,臺北市,2012/11/29,松山,2.5,0.75,431.1,10.6,16.0,27.0,20.0,42.69,16.22,26.46,2.302,0.291,2.01,18.56,86.93
9.0,臺北市,2012/11/29,古亭,2.0,0.76,416.7893888888889,12.6,23.0,31.0,22.0,41.47,17.63,23.85,2.252,0.265,1.99,18.82,89.68
10.0,臺北市,2012/11/29,中山,1.9,1.08,416.7893888888889,6.9,11.0,30.0,20.0,63.82,31.84,31.98,2.58,0.414,2.17,19.5,87.35
11.0,臺北市,2012/11/29,大同,4.1,2.39,416.7893888888889,30.095411176737848,47.47282608695652,47.0,26.0,127.57,89.62,37.95,3.316,0.939,2.38,22.13551818181818,77.13709545454545
12.0,臺北市,2012/11/29,萬華,2.9,0.98,416.7893888888889,7.1,13.0,32.0,21.0,56.62,25.77,30.86,2.277512173128945,0.2909828674481515,1.9871415689810643,19.39,87.38
13.0,臺北市,2012/11/29,陽明,1.3,0.28,399.66,36.4,44.0,5.0,3.0,3.39,0.61,2.76,2.277512173128945,0.2909828674481515,1.9871415689810643,13.53,99.99
14.0,臺北市,2012/11/29,士林,1.4,0.61,416.7893888888889,13.4,30.0,28.0,16.0,32.02,11.69,20.32,2.277512173128945,0.2909828674481515,1.9871415689810643,19.15,90.04
15.0,臺北市,2012/11/28,松山,3.8,1.43,443.17,8.9,16.0,49.0,35.0,81.32,39.39,41.93,2.765,0.603,2.16,19.32,84.75
16.0,臺北市,2012/11/28,古亭,5.3,1.51,416.7893888888889,8.9,13.0,62.0,40.0,84.72,39.12,45.59,2.899,0.707,2.19,19.46,88.58
17.0,臺北市,2012/11/28,中山,3.5,1.7,416.7893888888889,6.7,11.0,49.0,33.0,104.14,61.04,43.1,2.962,0.682,2.28,20.22,84.71
18.0,臺北市,2012/11/28,大同,6.8,3.1,416.7893888888889,30.095411176737848,47.47282608695652,73.0,43.0,159.4,109.82,49.58,3.748,1.216,2.53,22.13551818181818,77.13709545454545
19.0,臺北市,2012/11/28,萬華,6.4,1.72,416.7893888888889,6.3,10.0,61.0,37.0,94.8,46.78,48.02,2.277512173128945,0.2909828674481515,1.9871415689810643,20.05,85.54
20.0,臺北市,2012/11/28,陽明,0.8,0.27,397.81,33.1,37.0,6.0,4.0,3.08,1.5,1.58,2.277512173128945,0.2909828674481515,1.9871415689810643,14.55,99.37
21.0,臺北市,2012/11/28,士林,2.4,0.84,416.7893888888889,8.6,14.0,37.0,22.0,47.07,19.97,27.1,2.277512173128945,0.2909828674481515,1.9871415689810643,19.63,88.76
22.0,臺北市,2012/11/27,松山,2.9,0.57,414.5,18.6,32.0,56.0,34.0,31.24,6.69,24.54,2.031,0.172,1.86,15.28,86.26
23.0,臺北市,2012/11/27,古亭,3.3,0.55,416.7893888888889,24.8,32.0,55.0,32.0,25.29,5.71,19.58,1.994,0.123,1.87,15.55,88.96
24.0,臺北市,2012/11/27,中山,4.2,0.71,416.7893888888889,16.7,27.0,56.0,33.0,38.02,11.17,26.85,2.145,0.206,1.94,16.31,84.16
25.0,臺北市,2012/11/27,大同,5.1,1.71,416.7893888888889,30.095411176737848,47.47282608695652,69.0,42.0,94.13,57.05,37.08,2.683,0.612,2.07,22.13551818181818,77.13709545454545
26.0,臺北市,2012/11/27,萬華,4.5,0.61,416.7893888888889,16.5,27.0,51.0,36.0,34.72,7.81,26.91,2.277512173128945,0.2909828674481515,1.9871415689810643,16.15,85.0
27.0,臺北市,2012/11/27,陽明,1.9,0.31,398.81,40.0,44.0,15.0,11.0,3.57,1.24,2.33,2.277512173128945,0.2909828674481515,1.9871415689810643,9.51,100.0
28.0,臺北市,2012/11/27,士林,2.6,0.41,416.7893888888889,30.2,34.0,45.0,27.0,13.41,1.85,11.56,2.277512173128945,0.2909828674481515,1.9871415689810643,16.18,83.72
29.0,臺北市,2012/11/26,松山,2.4,0.65,427.44,17.6,22.0,40.0,29.0,26.38,5.6,20.78,2.186,0.195,1.99,17.68,84.96
30.0,臺北市,2012/11/26,古亭,2.6,0.72,416.7893888888889,15.4,18.0,45.0,30.0,31.02,8.91,22.11,2.205,0.201,2.0,17.86,90.48
31.0,臺北市,2012/11/26,中山,3.1,0.95,416.7893888888889,9.1,11.0,53.0,29.0,48.74,18.19,30.55,2.395,0.286,2.11,18.7,85.12
32.0,臺北市,2012/11/26,大同,4.4,1.71,416.7893888888889,30.095411176737848,47.47282608695652,63.0,38.0,93.95,57.75,36.21,2.86,0.581,2.28,22.13551818181818,77.13709545454545
33.0,臺北市,2012/11/26,萬華,3.3,0.79,416.7893888888889,10.6,13.0,41.0,30.0,38.7,10.74,27.96,2.277512173128945,0.2909828674481515,1.9871415689810643,18.46,85.78
34.0,臺北市,2012/11/26,陽明,1.6,0.42,410.0,34.7,41.0,14.0,10.0,6.18,1.9,4.27,2.277512173128945,0.2909828674481515,1.9871415689810643,12.21,100.0
35.0,臺北市,2012/11/26,士林,2.3,0.57,416.7893888888889,18.6,26.0,44.0,26.0,22.31,4.81,17.5,2.277512173128945,0.2909828674481515,1.9871415689810643,18.21,86.96
36.0,臺北市,2012/11/25,松山,2.0,0.59,417.54,36.5,55.0,34.0,22.0,21.22,2.21,19.01,2.054,0.148,1.91,22.91,76.1
37.0,臺北市,2012/11/25,古亭,2.9,0.7,416.7893888888889,31.9,50.0,38.0,22.0,28.91,6.36,22.55,2.123,0.201,1.92,23.09,80.39
38.0,臺北市,2012/11/25,中山,3.3,0.8,416.7893888888889,27.3,41.0,32.0,22.0,34.12,7.61,26.5,2.191,0.214,1.98,23.7,76.93
39.0,臺北市,2012/11/25,大同,3.5,1.41,416.7893888888889,30.095411176737848,47.47282608695652,52.0,28.0,60.66,24.05,36.61,2.495,0.405,2.09,22.13551818181818,77.13709545454545
40.0,臺北市,2012/11/25,萬華,3.6,0.75,416.7893888888889,27.8,44.0,35.0,25.0,30.93,5.08,25.85,2.277512173128945,0.2909828674481515,1.9871415689810643,23.51,77.93
41.0,臺北市,2012/11/25,陽明,2.2,0.35,405.61,43.3,57.0,11.0,9.0,5.87,1.58,4.3,2.277512173128945,0.2909828674481515,1.9871415689810643,17.16,98.33
42.0,臺北市,2012/11/25,士林,2.8,0.43,416.7893888888889,41.7,58.0,33.0,20.0,13.71,1.22,12.45,2.277512173128945,0.2909828674481515,1.9871415689810643,23.69,78.47
43.0,臺北市,2012/11/24,松山,3.3,0.53,412.68,20.7,25.0,23.0,19.0,22.19,3.32,18.87,2.003,0.115,1.89,17.7,88.01
44.0,臺北市,2012/11/24,古亭,2.8,0.55,416.7893888888889,21.3,24.0,28.0,18.0,22.19,4.98,17.2,2.009,0.119,1.89,18.05,90.72
