SITEID,COUNTYID,PSI,DATACREATIONDATE
292,68000,33.0,2015/1/03
202,68000,38.0,2015/1/03
293,68000,39.0,2015/1/03
294,68000,42.0,2015/1/03
295,10004,25.0,2015/1/03
296,10004,35.0,2015/1/03
297,10018,27.0,2015/1/03
203,10005,39.0,2015/1/03
241,10005,47.0,2015/1/03
242,10005,50.0,2015/1/03
243,66000,45.0,2015/1/03
244,66000,44.0,2015/1/03
245,66000,60.0,2015/1/03
246,66000,51.0,2015/1/03
247,66000,54.0,2015/1/03
248,10007,53.0,2015/1/03
204,10007,43.0,2015/1/03
249,10007,49.0,2015/1/03
250,10008,70.0,2015/1/03
251,10009,64.0,2015/1/03
252,10009,52.0,2015/1/03
253,10010,60.0,2015/1/03
254,10010,60.0,2015/1/03
205,10009,52.0,2015/1/03
255,10020,67.0,2015/1/03
256,67000,69.0,2015/1/03
257,67000,54.0,2015/1/03
258,67000,64.0,2015/1/03
259,67000,66.0,2015/1/03
260,64000,58.0,2015/1/03
206,64000,76.0,2015/1/03
261,64000,84.0,2015/1/03
207,64000,90.0,2015/1/03
262,64000,69.0,2015/1/03
291,68000,60.0,2015/12/31
292,68000,66.0,2015/12/31
284,65000,34.0,2015/1/02
285,65000,37.0,2015/1/02
286,63000,42.0,2015/1/02
287,63000,57.0,2015/1/02
288,63000,40.0,2015/1/02
289,63000,50.0,2015/1/02
290,63000,41.0,2015/1/02
201,63000,52.0,2015/1/02
291,68000,47.0,2015/1/02
292,68000,38.0,2015/1/02
202,68000,57.0,2015/1/02
293,68000,51.0,2015/1/02
294,68000,42.0,2015/1/02
295,10004,38.0,2015/1/02
296,10004,37.0,2015/1/02
297,10018,41.0,2015/1/02
203,10005,45.0,2015/1/02
241,10005,49.0,2015/1/02
242,10005,49.0,2015/1/02
243,66000,54.0,2015/1/02
244,66000,56.0,2015/1/02
245,66000,63.0,2015/1/02
246,66000,63.0,2015/1/02
247,66000,57.0,2015/1/02
248,10007,60.0,2015/1/02
204,10007,55.0,2015/1/02
249,10007,64.0,2015/1/02
250,10008,74.0,2015/1/02
251,10009,76.0,2015/1/02
268,10013,73.0,2015/1/03
269,10013,69.0,2015/1/03
270,10013,37.0,2015/1/03
271,10014,34.0,2015/1/03
272,10015,42.0,2015/1/03
210,63000,37.0,2015/1/03
273,10002,40.0,2015/1/03
274,10002,35.0,2015/1/03
367625,10009,75.0,2015/1/10
276,10017,42.0,2015/1/10
277,65000,45.0,2015/1/10
278,65000,54.0,2015/1/10
279,65000,39.0,2015/1/10
280,65000,43.0,2015/1/10
281,65000,45.0,2015/1/10
282,65000,43.0,2015/1/10
283,65000,42.0,2015/1/10
284,65000,45.0,2015/1/10
211,65000,56.0,2015/1/02
212,68000,53.0,2015/1/02
275,10008,60.0,2015/1/02
213,65000,36.0,2015/1/02
214,64000,80.0,2015/1/02
215,10008,58.0,2015/1/02
218,9007,56.0,2015/1/02
220,9020,81.0,2015/1/02
221,10016,42.0,2015/1/02
223,10014,44.0,2015/1/02
367625,10009,54.0,2015/1/02
276,10017,37.0,2015/1/02
277,65000,42.0,2015/1/02
278,65000,64.0,2015/1/02
279,65000,35.0,2015/1/02
280,65000,41.0,2015/1/02
281,65000,42.0,2015/1/02
282,65000,38.0,2015/1/02
283,65000,44.0,2015/1/02
203,10005,64.0,2015/1/01
241,10005,58.0,2015/1/01
242,10005,58.0,2015/1/01
243,66000,60.0,2015/1/01
244,66000,66.0,2015/1/01
245,66000,70.0,2015/1/01
246,66000,66.0,2015/1/01
247,66000,68.0,2015/1/01
248,10007,65.0,2015/1/01
204,10007,73.0,2015/1/01
249,10007,78.0,2015/1/01
250,10008,76.0,2015/1/01
251,10009,80.0,2015/1/01
252,10009,105.0,2015/1/01
253,10010,119.0,2015/1/01
254,10010,130.0,2015/1/01
205,10009,84.0,2015/1/01
255,10020,102.0,2015/1/01
256,67000,124.0,2015/1/01
257,67000,114.0,2015/1/01
258,67000,122.0,2015/1/01
259,67000,109.0,2015/1/01
260,64000,82.0,2015/1/01
284,65000,52.0,2015/12/31
285,65000,55.0,2015/12/31
286,63000,52.0,2015/12/31
287,63000,61.0,2015/12/31
288,63000,40.0,2015/12/31
289,63000,54.0,2015/12/31
290,63000,48.0,2015/12/31
201,63000,62.0,2015/12/31
202,68000,62.0,2015/12/31
293,68000,52.0,2015/12/31
294,68000,,2015/12/31
295,10004,52.0,2015/12/31
296,10004,24.0,2015/12/31
297,10018,36.0,2015/12/31
203,10005,38.0,2015/12/31
241,10005,42.0,2015/12/31
242,10005,39.0,2015/12/31
243,66000,33.0,2015/12/31
244,66000,52.0,2015/12/31
245,66000,49.0,2015/12/31
246,66000,52.0,2015/12/31
247,66000,45.0,2015/12/31
248,10007,46.0,2015/12/31
204,10007,64.0,2015/12/31
249,10007,56.0,2015/12/31
250,10008,52.0,2015/12/31
251,10009,49.0,2015/12/31
252,10009,64.0,2015/12/31
245,66000,60.0,2015/1/07
246,66000,52.0,2015/1/07
247,66000,55.0,2015/1/07
248,10007,58.0,2015/1/07
204,10007,54.0,2015/1/07
249,10007,59.0,2015/1/07
250,10008,74.0,2015/1/07
251,10009,74.0,2015/1/07
252,10009,61.0,2015/1/07
253,10010,74.0,2015/1/07
254,10010,76.0,2015/1/07
205,10009,55.0,2015/1/07
255,10020,76.0,2015/1/07
256,67000,76.0,2015/1/07
257,67000,73.0,2015/1/07
258,67000,74.0,2015/1/07
259,67000,76.0,2015/1/07
260,64000,72.0,2015/1/07
206,64000,98.0,2015/1/07
261,64000,102.0,2015/1/07
207,64000,110.0,2015/1/07
262,64000,91.0,2015/1/07
263,64000,68.0,2015/1/07
264,64000,105.0,2015/1/07
265,64000,94.0,2015/1/07
266,64000,107.0,2015/1/07
284,65000,24.0,2015/1/07
285,65000,28.0,2015/1/07
286,63000,,2015/1/07
287,63000,36.0,2015/1/07
288,63000,22.0,2015/1/07
289,63000,26.0,2015/1/07
290,63000,21.0,2015/1/07
201,63000,33.0,2015/1/07
291,68000,24.0,2015/1/07
292,68000,27.0,2015/1/07
281,65000,49.0,2015/1/09
282,65000,46.0,2015/1/09
283,65000,47.0,2015/1/09
284,65000,45.0,2015/1/09
285,65000,42.0,2015/1/09
286,63000,46.0,2015/1/09
287,63000,63.0,2015/1/09
288,63000,50.0,2015/1/09
289,63000,54.0,2015/1/09
290,63000,44.0,2015/1/09
201,63000,58.0,2015/1/09
291,68000,50.0,2015/1/09
292,68000,50.0,2015/1/09
202,68000,56.0,2015/1/09
293,68000,61.0,2015/1/09
294,68000,50.0,2015/1/09
295,10004,47.0,2015/1/09
296,10004,52.0,2015/1/09
297,10018,50.0,2015/1/09
203,10005,49.0,2015/1/09
241,10005,49.0,2015/1/09
242,10005,50.0,2015/1/09
243,66000,48.0,2015/1/09
244,66000,53.0,2015/1/09
245,66000,63.0,2015/1/09
246,66000,58.0,2015/1/09
247,66000,58.0,2015/1/09
248,10007,56.0,2015/1/09
204,10007,56.0,2015/1/09
249,10007,66.0,2015/1/09
250,10008,64.0,2015/1/09
251,10009,60.0,2015/1/09
252,10009,68.0,2015/1/09
253,10010,70.0,2015/1/09
254,10010,,2015/1/09
205,10009,64.0,2015/1/09
255,10020,76.0,2015/1/09
203,10005,43.0,2015/1/11
241,10005,39.0,2015/1/11
242,10005,45.0,2015/1/11
243,66000,24.0,2015/1/11
244,66000,52.0,2015/1/11
245,66000,57.0,2015/1/11
246,66000,52.0,2015/1/11
247,66000,51.0,2015/1/11
248,10007,50.0,2015/1/11
204,10007,54.0,2015/1/11
249,10007,55.0,2015/1/11
250,10008,64.0,2015/1/11
251,10009,64.0,2015/1/11
252,10009,64.0,2015/1/11
253,10010,65.0,2015/1/11
254,10010,65.0,2015/1/11
205,10009,58.0,2015/1/11
255,10020,62.0,2015/1/11
256,67000,64.0,2015/1/11
276,10017,56.0,2015/1/08
277,65000,62.0,2015/1/08
