SITEID,COUNTYID,PSI,DATACREATIONDATE
290,63000,30.0,2015/12/12
201,63000,46.0,2015/12/12
278,65000,49.0,2015/12/11
279,65000,22.0,2015/12/11
280,65000,22.0,2015/12/11
281,65000,30.0,2015/12/11
282,65000,22.0,2015/12/11
283,65000,21.0,2015/12/11
284,65000,27.0,2015/12/11
207,64000,46.0,2015/12/11
262,64000,48.0,2015/12/11
263,64000,44.0,2015/12/11
293,68000,28.0,2015/12/10
294,68000,25.0,2015/12/10
295,10004,26.0,2015/12/10
296,10004,25.0,2015/12/10
297,10018,18.0,2015/12/10
203,10005,22.0,2015/12/10
241,10005,20.0,2015/12/10
242,10005,19.0,2015/12/10
277,65000,28.0,2015/12/10
278,65000,37.0,2015/12/10
279,65000,19.0,2015/12/10
280,65000,22.0,2015/12/10
281,65000,24.0,2015/12/10
282,65000,14.0,2015/12/10
283,65000,18.0,2015/12/10
284,65000,36.0,2015/12/10
285,65000,27.0,2015/12/10
286,63000,32.0,2015/12/10
287,63000,22.0,2015/12/10
288,63000,25.0,2015/12/10
289,63000,33.0,2015/12/10
290,63000,23.0,2015/12/10
201,63000,45.0,2015/12/10
291,68000,29.0,2015/12/10
292,68000,29.0,2015/12/10
202,68000,,2015/12/10
243,66000,28.0,2015/12/10
244,66000,35.0,2015/12/10
245,66000,19.0,2015/12/10
246,66000,20.0,2015/12/10
254,10010,54.0,2015/12/09
205,10009,37.0,2015/12/09
255,10020,60.0,2015/12/09
256,67000,58.0,2015/12/09
257,67000,53.0,2015/12/09
258,67000,52.0,2015/12/09
259,67000,51.0,2015/12/09
260,64000,68.0,2015/12/09
206,64000,62.0,2015/12/09
261,64000,70.0,2015/12/09
207,64000,70.0,2015/12/09
265,64000,58.0,2015/12/10
266,64000,61.0,2015/12/10
209,64000,58.0,2015/12/10
267,64000,64.0,2015/12/10
268,10013,72.0,2015/12/10
269,10013,66.0,2015/12/10
270,10013,22.0,2015/12/10
271,10014,15.0,2015/12/10
272,10015,16.0,2015/12/10
210,63000,36.0,2015/12/10
273,10002,23.0,2015/12/10
274,10002,13.0,2015/12/10
211,65000,27.0,2015/12/10
212,68000,44.0,2015/12/10
275,10008,56.0,2015/12/10
213,65000,8.0,2015/12/10
214,64000,58.0,2015/12/10
215,10008,48.0,2015/12/10
218,9007,28.0,2015/12/10
220,9020,14.0,2015/12/10
221,10016,29.0,2015/12/10
223,10014,9.0,2015/12/10
367625,10009,36.0,2015/12/10
276,10017,33.0,2015/12/10
262,64000,67.0,2015/12/09
263,64000,49.0,2015/12/09
264,64000,68.0,2015/12/09
265,64000,54.0,2015/12/09
266,64000,52.0,2015/12/09
209,64000,51.0,2015/12/09
267,64000,,2015/12/09
268,10013,67.0,2015/12/09
269,10013,84.0,2015/12/09
270,10013,37.0,2015/12/09
271,10014,20.0,2015/12/09
272,10015,21.0,2015/12/09
210,63000,34.0,2015/12/09
273,10002,42.0,2015/12/09
274,10002,24.0,2015/12/09
211,65000,37.0,2015/12/09
212,68000,38.0,2015/12/09
275,10008,74.0,2015/12/09
213,65000,25.0,2015/12/09
214,64000,58.0,2015/12/09
215,10008,60.0,2015/12/09
218,9007,35.0,2015/12/09
220,9020,21.0,2015/12/09
221,10016,29.0,2015/12/09
213,65000,26.0,2015/12/13
214,64000,63.0,2015/12/13
215,10008,59.0,2015/12/13
218,9007,53.0,2015/12/13
220,9020,,2015/12/13
221,10016,42.0,2015/12/13
223,10014,21.0,2015/12/13
367625,10009,62.0,2015/12/13
276,10017,29.0,2015/12/13
277,65000,31.0,2015/12/13
278,65000,50.0,2015/12/13
279,65000,24.0,2015/12/13
204,10007,46.0,2015/12/09
249,10007,47.0,2015/12/09
250,10008,,2015/12/09
251,10009,58.0,2015/12/09
252,10009,40.0,2015/12/09
253,10010,58.0,2015/12/09
249,10007,38.0,2015/12/13
250,10008,56.0,2015/12/13
251,10009,55.0,2015/12/13
252,10009,45.0,2015/12/13
253,10010,44.0,2015/12/13
254,10010,52.0,2015/12/13
205,10009,40.0,2015/12/13
255,10020,63.0,2015/12/13
256,67000,58.0,2015/12/13
257,67000,54.0,2015/12/13
258,67000,54.0,2015/12/13
259,67000,54.0,2015/12/13
260,64000,56.0,2015/12/13
206,64000,72.0,2015/12/13
265,64000,65.0,2015/12/13
266,64000,67.0,2015/12/13
209,64000,62.0,2015/12/13
267,64000,69.0,2015/12/13
268,10013,56.0,2015/12/13
269,10013,56.0,2015/12/13
270,10013,34.0,2015/12/13
271,10014,20.0,2015/12/13
272,10015,18.0,2015/12/13
210,63000,36.0,2015/12/13
273,10002,,2015/12/13
274,10002,19.0,2015/12/13
211,65000,52.0,2015/12/13
212,68000,36.0,2015/12/13
275,10008,54.0,2015/12/13
250,10008,66.0,2015/12/04
251,10009,76.0,2015/12/04
252,10009,63.0,2015/12/04
253,10010,76.0,2015/12/04
254,10010,94.0,2015/12/04
205,10009,50.0,2015/12/04
255,10020,80.0,2015/12/04
256,67000,81.0,2015/12/04
257,67000,70.0,2015/12/04
258,67000,72.0,2015/12/04
259,67000,64.0,2015/12/04
260,64000,70.0,2015/12/04
206,64000,81.0,2015/12/04
261,64000,80.0,2015/12/04
207,64000,92.0,2015/12/04
262,64000,78.0,2015/12/04
263,64000,64.0,2015/12/04
264,64000,94.0,2015/12/04
221,10016,40.0,2015/12/05
223,10014,18.0,2015/12/05
367625,10009,68.0,2015/12/05
276,10017,25.0,2015/12/05
277,65000,20.0,2015/12/05
278,65000,26.0,2015/12/05
279,65000,14.0,2015/12/05
280,65000,21.0,2015/12/05
281,65000,21.0,2015/12/05
291,68000,17.0,2015/12/12
292,68000,35.0,2015/12/12
202,68000,54.0,2015/12/12
293,68000,31.0,2015/12/12
294,68000,32.0,2015/12/12
295,10004,32.0,2015/12/12
296,10004,29.0,2015/12/12
297,10018,30.0,2015/12/12
203,10005,30.0,2015/12/12
241,10005,31.0,2015/12/12
242,10005,23.0,2015/12/12
243,66000,17.0,2015/12/12
244,66000,34.0,2015/12/12
212,68000,52.0,2015/12/11
275,10008,54.0,2015/12/11
213,65000,37.0,2015/12/11
214,64000,64.0,2015/12/11
215,10008,33.0,2015/12/11
218,9007,39.0,2015/12/11
277,65000,37.0,2015/12/11
367625,10009,94.0,2015/12/04
288,63000,57.0,2015/12/04
282,65000,32.0,2015/12/05
283,65000,31.0,2015/12/05
284,65000,32.0,2015/12/05
285,65000,31.0,2015/12/05
286,63000,33.0,2015/12/05
287,63000,38.0,2015/12/05
288,63000,29.0,2015/12/05
289,63000,26.0,2015/12/05
290,63000,32.0,2015/12/05
201,63000,50.0,2015/12/05
291,68000,36.0,2015/12/05
292,68000,36.0,2015/12/05
202,68000,45.0,2015/12/05
294,68000,47.0,2015/12/05
295,10004,59.0,2015/12/05
296,10004,44.0,2015/12/05
297,10018,47.0,2015/12/05
203,10005,49.0,2015/12/05
241,10005,57.0,2015/12/05
242,10005,52.0,2015/12/05
243,66000,54.0,2015/12/05
244,66000,55.0,2015/12/05
245,66000,72.0,2015/12/05
246,66000,53.0,2015/12/05
247,66000,62.0,2015/12/05
248,10007,50.0,2015/12/05
204,10007,49.0,2015/12/05
249,10007,57.0,2015/12/05
245,66000,32.0,2015/12/12
246,66000,26.0,2015/12/12
247,66000,21.0,2015/12/12
248,10007,32.0,2015/12/12
204,10007,32.0,2015/12/12
249,10007,37.0,2015/12/12
250,10008,,2015/12/12
251,10009,48.0,2015/12/12
252,10009,41.0,2015/12/12
253,10010,52.0,2015/12/12
254,10010,52.0,2015/12/12
293,68000,55.0,2015/12/05
247,66000,30.0,2015/12/10
248,10007,30.0,2015/12/10
204,10007,40.0,2015/12/10
249,10007,44.0,2015/12/10
250,10008,,2015/12/10
251,10009,19.0,2015/12/10
252,10009,12.0,2015/12/10
253,10010,31.0,2015/12/10
254,10010,34.0,2015/12/10
205,10009,30.0,2015/12/10
255,10020,23.0,2015/12/10
256,67000,28.0,2015/12/10
257,67000,30.0,2015/12/10
258,67000,33.0,2015/12/10
259,67000,33.0,2015/12/10
260,64000,25.0,2015/12/10
206,64000,25.0,2015/12/10
261,64000,54.0,2015/12/10
207,64000,56.0,2015/12/10
262,64000,45.0,2015/12/10
263,64000,30.0,2015/12/10
264,64000,54.0,2015/12/10
223,10014,23.0,2015/12/09
367625,10009,60.0,2015/12/09
276,10017,29.0,2015/12/09
277,65000,18.0,2015/12/09
278,65000,28.0,2015/12/09
279,65000,20.0,2015/12/09
280,65000,23.0,2015/12/09
281,65000,25.0,2015/12/09
282,65000,25.0,2015/12/09
283,65000,21.0,2015/12/09
284,65000,31.0,2015/12/09
285,65000,29.0,2015/12/09
286,63000,29.0,2015/12/09
287,63000,23.0,2015/12/09
288,63000,20.0,2015/12/09
289,63000,23.0,2015/12/09
290,63000,22.0,2015/12/09
201,63000,40.0,2015/12/09
291,68000,,2015/12/09
292,68000,26.0,2015/12/09
209,64000,58.0,2015/12/02
267,64000,64.0,2015/12/02
268,10013,58.0,2015/12/02
269,10013,68.0,2015/12/02
270,10013,42.0,2015/12/02
271,10014,21.0,2015/12/02
272,10015,40.0,2015/12/02
210,63000,35.0,2015/12/02
273,10002,52.0,2015/12/02
274,10002,38.0,2015/12/02
211,65000,54.0,2015/12/02
212,68000,56.0,2015/12/02
275,10008,73.0,2015/12/02
213,65000,36.0,2015/12/02
214,64000,62.0,2015/12/02
215,10008,58.0,2015/12/02
218,9007,30.0,2015/12/02
202,68000,,2015/12/09
293,68000,22.0,2015/12/09
294,68000,25.0,2015/12/09
295,10004,15.0,2015/12/09
296,10004,22.0,2015/12/09
280,65000,23.0,2015/12/13
281,65000,36.0,2015/12/13
282,65000,30.0,2015/12/13
283,65000,34.0,2015/12/13
284,65000,36.0,2015/12/13
285,65000,29.0,2015/12/13
286,63000,32.0,2015/12/13
287,63000,29.0,2015/12/13
288,63000,31.0,2015/12/13
289,63000,39.0,2015/12/13
290,63000,27.0,2015/12/13
201,63000,50.0,2015/12/13
291,68000,,2015/12/13
292,68000,37.0,2015/12/13
202,68000,46.0,2015/12/13
293,68000,28.0,2015/12/13
294,68000,32.0,2015/12/13
295,10004,25.0,2015/12/13
296,10004,28.0,2015/12/13
248,10007,37.0,2015/12/13
204,10007,41.0,2015/12/13
260,64000,49.0,2015/12/12
206,64000,66.0,2015/12/12
261,64000,72.0,2015/12/12
207,64000,68.0,2015/12/12
262,64000,61.0,2015/12/12
250,10008,72.0,2015/12/05
220,9020,61.0,2015/12/02
221,10016,40.0,2015/12/02
223,10014,24.0,2015/12/02
367625,10009,56.0,2015/12/02
276,10017,34.0,2015/12/02
277,65000,39.0,2015/12/02
278,65000,54.0,2015/12/02
279,65000,41.0,2015/12/02
280,65000,37.0,2015/12/02
281,65000,47.0,2015/12/02
282,65000,43.0,2015/12/02
283,65000,38.0,2015/12/02
284,65000,46.0,2015/12/02
285,65000,36.0,2015/12/02
286,63000,32.0,2015/12/02
287,63000,34.0,2015/12/02
288,63000,35.0,2015/12/02
289,63000,38.0,2015/12/02
290,63000,37.0,2015/12/02
201,63000,52.0,2015/12/02
291,68000,35.0,2015/12/02
292,68000,46.0,2015/12/02
202,68000,50.0,2015/12/02
293,68000,47.0,2015/12/02
294,68000,52.0,2015/12/02
295,10004,38.0,2015/12/02
296,10004,47.0,2015/12/02
297,10018,44.0,2015/12/02
203,10005,49.0,2015/12/02
297,10018,18.0,2015/12/09
203,10005,25.0,2015/12/09
241,10005,34.0,2015/12/09
242,10005,42.0,2015/12/09
243,66000,24.0,2015/12/09
244,66000,52.0,2015/12/09
245,66000,56.0,2015/12/09
246,66000,47.0,2015/12/09
247,66000,52.0,2015/12/09
248,10007,44.0,2015/12/09
261,64000,68.0,2015/12/13
207,64000,72.0,2015/12/13
262,64000,58.0,2015/12/13
263,64000,70.0,2015/12/13
264,64000,73.0,2015/12/13
297,10018,44.0,2015/12/13
203,10005,52.0,2015/12/13
241,10005,54.0,2015/12/13
242,10005,44.0,2015/12/13
243,66000,37.0,2015/12/13
244,66000,52.0,2015/12/13
245,66000,59.0,2015/12/13
246,66000,50.0,2015/12/13
247,66000,52.0,2015/12/13
205,10009,41.0,2015/12/12
255,10020,50.0,2015/12/12
256,67000,56.0,2015/12/12
257,67000,51.0,2015/12/12
258,67000,54.0,2015/12/12
259,67000,52.0,2015/12/12
259,67000,,2015/12/03
210,63000,60.0,2015/12/03
241,10005,54.0,2015/12/02
242,10005,52.0,2015/12/02
243,66000,43.0,2015/12/02
244,66000,54.0,2015/12/02
245,66000,60.0,2015/12/02
246,66000,54.0,2015/12/02
247,66000,58.0,2015/12/02
248,10007,53.0,2015/12/02
204,10007,46.0,2015/12/02
249,10007,45.0,2015/12/02
250,10008,64.0,2015/12/02
251,10009,70.0,2015/12/02
252,10009,57.0,2015/12/02
253,10010,60.0,2015/12/02
254,10010,60.0,2015/12/02
205,10009,43.0,2015/12/02
255,10020,70.0,2015/12/02
256,67000,64.0,2015/12/02
257,67000,59.0,2015/12/02
258,67000,58.0,2015/12/02
259,67000,48.0,2015/12/02
260,64000,56.0,2015/12/02
206,64000,68.0,2015/12/02
261,64000,70.0,2015/12/02
207,64000,75.0,2015/12/02
262,64000,62.0,2015/12/02
263,64000,52.0,2015/12/02
264,64000,76.0,2015/12/02
265,64000,65.0,2015/12/02
266,64000,69.0,2015/12/02
221,10016,30.0,2015/12/06
223,10014,32.0,2015/12/06
367625,10009,70.0,2015/12/06
276,10017,30.0,2015/12/06
277,65000,27.0,2015/12/06
278,65000,58.0,2015/12/06
279,65000,18.0,2015/12/06
280,65000,25.0,2015/12/06
281,65000,22.0,2015/12/06
282,65000,16.0,2015/12/06
267,64000,41.0,2015/12/07
268,10013,52.0,2015/12/07
269,10013,58.0,2015/12/07
270,10013,33.0,2015/12/07
271,10014,24.0,2015/12/07
272,10015,18.0,2015/12/07
210,63000,29.0,2015/12/07
273,10002,22.0,2015/12/07
274,10002,20.0,2015/12/07
211,65000,34.0,2015/12/07
212,68000,30.0,2015/12/07
275,10008,21.0,2015/12/07
213,65000,25.0,2015/12/07
214,64000,45.0,2015/12/07
218,9007,24.0,2015/12/07
220,9020,23.0,2015/12/07
221,10016,,2015/12/07
223,10014,21.0,2015/12/07
367625,10009,54.0,2015/12/07
276,10017,31.0,2015/12/07
277,65000,27.0,2015/12/07
278,65000,62.0,2015/12/07
279,65000,25.0,2015/12/07
280,65000,24.0,2015/12/07
281,65000,31.0,2015/12/07
282,65000,23.0,2015/12/07
283,65000,23.0,2015/12/07
247,66000,14.0,2015/12/06
248,10007,16.0,2015/12/06
204,10007,20.0,2015/12/06
249,10007,24.0,2015/12/06
250,10008,24.0,2015/12/06
251,10009,32.0,2015/12/06
252,10009,44.0,2015/12/06
253,10010,29.0,2015/12/06
254,10010,41.0,2015/12/06
205,10009,30.0,2015/12/06
255,10020,34.0,2015/12/06
243,66000,26.0,2015/12/06
244,66000,21.0,2015/12/06
245,66000,,2015/12/06
246,66000,25.0,2015/12/06
256,67000,31.0,2015/12/06
257,67000,32.0,2015/12/06
258,67000,33.0,2015/12/06
259,67000,35.0,2015/12/06
260,64000,43.0,2015/12/06
206,64000,48.0,2015/12/06
261,64000,47.0,2015/12/06
207,64000,51.0,2015/12/06
262,64000,48.0,2015/12/06
263,64000,52.0,2015/12/06
264,64000,50.0,2015/12/06
265,64000,44.0,2015/12/06
296,10004,69.0,2015/12/03
297,10018,75.0,2015/12/03
203,10005,72.0,2015/12/03
241,10005,74.0,2015/12/03
242,10005,66.0,2015/12/03
243,66000,52.0,2015/12/03
244,66000,66.0,2015/12/03
245,66000,66.0,2015/12/03
246,66000,60.0,2015/12/03
247,66000,64.0,2015/12/03
248,10007,60.0,2015/12/03
283,65000,25.0,2015/12/06
284,65000,34.0,2015/12/06
285,65000,,2015/12/06
286,63000,29.0,2015/12/06
287,63000,24.0,2015/12/06
288,63000,26.0,2015/12/06
289,63000,29.0,2015/12/06
290,63000,30.0,2015/12/06
201,63000,31.0,2015/12/06
291,68000,32.0,2015/12/06
292,68000,,2015/12/06
202,68000,33.0,2015/12/06
293,68000,32.0,2015/12/06
294,68000,38.0,2015/12/06
295,10004,32.0,2015/12/06
296,10004,28.0,2015/12/06
297,10018,25.0,2015/12/06
203,10005,29.0,2015/12/06
241,10005,28.0,2015/12/06
242,10005,20.0,2015/12/06
201,63000,66.0,2015/12/03
291,68000,50.0,2015/12/03
292,68000,64.0,2015/12/03
202,68000,65.0,2015/12/03
293,68000,56.0,2015/12/03
294,68000,56.0,2015/12/03
295,10004,54.0,2015/12/03
268,10013,77.0,2015/12/03
269,10013,74.0,2015/12/03
270,10013,39.0,2015/12/03
271,10014,45.0,2015/12/03
272,10015,52.0,2015/12/03
273,10002,64.0,2015/12/03
274,10002,69.0,2015/12/03
211,65000,79.0,2015/12/03
212,68000,71.0,2015/12/03
275,10008,64.0,2015/12/03
213,65000,66.0,2015/12/03
214,64000,72.0,2015/12/03
215,10008,57.0,2015/12/03
218,9007,56.0,2015/12/03
220,9020,51.0,2015/12/03
221,10016,53.0,2015/12/03
223,10014,26.0,2015/12/03
367625,10009,118.0,2015/12/03
276,10017,67.0,2015/12/03
277,65000,71.0,2015/12/03
278,65000,99.0,2015/12/03
279,65000,68.0,2015/12/03
282,65000,22.0,2015/12/03
283,65000,21.0,2015/12/03
284,65000,30.0,2015/12/03
285,65000,29.0,2015/12/03
286,63000,28.0,2015/12/03
287,63000,24.0,2015/12/03
289,63000,32.0,2015/12/03
290,63000,24.0,2015/12/03
265,64000,37.0,2015/12/07
266,64000,45.0,2015/12/07
209,64000,44.0,2015/12/07
293,68000,45.0,2015/12/07
294,68000,43.0,2015/12/07
295,10004,40.0,2015/12/07
296,10004,30.0,2015/12/07
297,10018,44.0,2015/12/07
203,10005,46.0,2015/12/07
241,10005,43.0,2015/12/07
242,10005,31.0,2015/12/07
243,66000,19.0,2015/12/07
244,66000,33.0,2015/12/07
245,66000,,2015/12/07
246,66000,15.0,2015/12/07
247,66000,29.0,2015/12/07
248,10007,29.0,2015/12/07
204,10007,35.0,2015/12/07
249,10007,32.0,2015/12/07
250,10008,30.0,2015/12/07
251,10009,29.0,2015/12/07
252,10009,29.0,2015/12/07
253,10010,43.0,2015/12/07
254,10010,47.0,2015/12/07
205,10009,,2015/12/07
255,10020,37.0,2015/12/07
256,67000,34.0,2015/12/07
257,67000,29.0,2015/12/07
280,65000,25.0,2015/12/03
281,65000,27.0,2015/12/03
287,63000,36.0,2015/12/07
288,63000,37.0,2015/12/07
289,63000,47.0,2015/12/07
290,63000,38.0,2015/12/07
201,63000,52.0,2015/12/07
291,68000,31.0,2015/12/07
292,68000,,2015/12/07
259,67000,27.0,2015/12/07
260,64000,43.0,2015/12/07
206,64000,52.0,2015/12/07
261,64000,52.0,2015/12/07
207,64000,56.0,2015/12/07
262,64000,52.0,2015/12/07
263,64000,47.0,2015/12/07
264,64000,54.0,2015/12/07
269,10013,72.0,2015/12/06
271,10014,12.0,2015/12/06
272,10015,15.0,2015/12/06
210,63000,,2015/12/06
273,10002,31.0,2015/12/06
274,10002,28.0,2015/12/06
266,64000,50.0,2015/12/06
209,64000,49.0,2015/12/06
267,64000,64.0,2015/12/06
268,10013,58.0,2015/12/06
211,65000,33.0,2015/12/06
260,64000,68.0,2015/12/03
206,64000,100.0,2015/12/03
261,64000,94.0,2015/12/03
207,64000,82.0,2015/12/03
262,64000,63.0,2015/12/03
263,64000,53.0,2015/12/03
264,64000,103.0,2015/12/03
265,64000,88.0,2015/12/03
266,64000,88.0,2015/12/03
209,64000,78.0,2015/12/03
267,64000,,2015/12/03
250,10008,52.0,2015/12/03
251,10009,50.0,2015/12/03
252,10009,42.0,2015/12/03
253,10010,53.0,2015/12/03
254,10010,54.0,2015/12/03
205,10009,62.0,2015/12/03
255,10020,59.0,2015/12/03
256,67000,58.0,2015/12/03
257,67000,54.0,2015/12/03
258,67000,59.0,2015/12/03
258,67000,41.0,2015/12/07
284,65000,27.0,2015/12/07
285,65000,,2015/12/07
286,63000,27.0,2015/12/07
202,68000,48.0,2015/12/07
270,10013,30.0,2015/12/06
212,68000,26.0,2015/12/06
275,10008,26.0,2015/12/06
213,65000,11.0,2015/12/06
214,64000,52.0,2015/12/06
215,10008,,2015/12/06
218,9007,26.0,2015/12/06
220,9020,25.0,2015/12/06
204,10007,45.0,2015/12/03
249,10007,43.0,2015/12/03
270,10013,,2015/12/05
295,10004,44.0,2015/12/21
296,10004,54.0,2015/12/21
297,10018,52.0,2015/12/21
203,10005,58.0,2015/12/21
241,10005,60.0,2015/12/21
242,10005,54.0,2015/12/21
243,66000,51.0,2015/12/21
244,66000,55.0,2015/12/21
245,66000,66.0,2015/12/21
246,66000,57.0,2015/12/21
247,66000,54.0,2015/12/21
201,63000,55.0,2015/12/21
291,68000,37.0,2015/12/21
292,68000,43.0,2015/12/21
202,68000,52.0,2015/12/21
293,68000,52.0,2015/12/21
294,68000,55.0,2015/12/21
248,10007,55.0,2015/12/21
204,10007,54.0,2015/12/21
249,10007,55.0,2015/12/21
250,10008,70.0,2015/12/21
251,10009,,2015/12/21
252,10009,56.0,2015/12/21
253,10010,66.0,2015/12/21
254,10010,62.0,2015/12/21
218,9007,,2015/12/21
220,9020,63.0,2015/12/21
221,10016,35.0,2015/12/21
223,10014,16.0,2015/12/21
367625,10009,63.0,2015/12/21
276,10017,51.0,2015/12/21
277,65000,64.0,2015/12/21
278,65000,32.0,2015/12/21
279,65000,60.0,2015/12/21
280,65000,62.0,2015/12/21
281,65000,71.0,2015/12/21
269,10013,68.0,2015/12/21
270,10013,31.0,2015/12/21
271,10014,15.0,2015/12/21
272,10015,13.0,2015/12/21
210,63000,32.0,2015/12/21
