SITEID,COUNTYID,PSI,DATACREATIONDATE
290,63000,47.0,2015/11/10
201,63000,58.0,2015/11/10
291,68000,49.0,2015/11/10
292,68000,60.0,2015/11/10
202,68000,57.0,2015/11/10
293,68000,52.0,2015/11/10
256,67000,60.0,2015/11/10
257,67000,52.0,2015/11/10
258,67000,60.0,2015/11/10
259,67000,52.0,2015/11/10
260,64000,44.0,2015/11/10
206,64000,70.0,2015/11/10
261,64000,80.0,2015/11/10
207,64000,30.0,2015/11/10
262,64000,64.0,2015/11/10
263,64000,50.0,2015/11/10
270,10013,33.0,2015/11/10
271,10014,25.0,2015/11/10
272,10015,24.0,2015/11/10
210,63000,35.0,2015/11/10
273,10002,27.0,2015/11/10
274,10002,29.0,2015/11/10
211,65000,22.0,2015/11/10
212,68000,33.0,2015/11/10
275,10008,51.0,2015/11/10
213,65000,26.0,2015/11/10
214,64000,64.0,2015/11/10
215,10008,52.0,2015/11/10
218,9007,38.0,2015/11/10
220,9020,43.0,2015/11/10
221,10016,30.0,2015/11/10
223,10014,26.0,2015/11/10
367625,10009,53.0,2015/11/10
276,10017,31.0,2015/11/10
277,65000,26.0,2015/11/10
278,65000,52.0,2015/11/10
279,65000,22.0,2015/11/10
280,65000,24.0,2015/11/10
281,65000,20.0,2015/11/10
282,65000,18.0,2015/11/10
283,65000,19.0,2015/11/10
284,65000,27.0,2015/11/10
285,65000,29.0,2015/11/10
220,9020,63.0,2015/11/09
221,10016,46.0,2015/11/09
223,10014,17.0,2015/11/09
367625,10009,74.0,2015/11/09
276,10017,34.0,2015/11/09
277,65000,50.0,2015/11/09
278,65000,48.0,2015/11/09
279,65000,52.0,2015/11/09
280,65000,53.0,2015/11/09
218,9007,22.0,2015/11/09
281,65000,37.0,2015/11/09
282,65000,29.0,2015/11/09
283,65000,27.0,2015/11/09
284,65000,40.0,2015/11/09
285,65000,26.0,2015/11/09
286,63000,29.0,2015/11/09
287,63000,33.0,2015/11/09
288,63000,29.0,2015/11/09
289,63000,,2015/11/09
290,63000,30.0,2015/11/09
201,63000,48.0,2015/11/09
291,68000,33.0,2015/11/09
292,68000,66.0,2015/11/09
202,68000,45.0,2015/11/09
293,68000,48.0,2015/11/09
294,68000,48.0,2015/11/09
295,10004,43.0,2015/11/09
296,10004,,2015/11/09
284,65000,56.0,2015/11/13
285,65000,37.0,2015/11/13
286,63000,36.0,2015/11/13
287,63000,43.0,2015/11/13
288,63000,46.0,2015/11/13
289,63000,43.0,2015/11/13
290,63000,,2015/11/13
201,63000,54.0,2015/11/13
291,68000,48.0,2015/11/13
276,10017,36.0,2015/11/13
277,65000,45.0,2015/11/13
278,65000,48.0,2015/11/13
279,65000,52.0,2015/11/13
280,65000,56.0,2015/11/13
281,65000,56.0,2015/11/13
282,65000,56.0,2015/11/13
283,65000,51.0,2015/11/13
292,68000,54.0,2015/11/13
202,68000,66.0,2015/11/13
293,68000,54.0,2015/11/13
294,68000,60.0,2015/11/13
295,10004,50.0,2015/11/13
296,10004,57.0,2015/11/13
297,10018,54.0,2015/11/13
203,10005,58.0,2015/11/13
241,10005,63.0,2015/11/13
242,10005,68.0,2015/11/13
260,64000,54.0,2015/11/13
206,64000,52.0,2015/11/13
261,64000,51.0,2015/11/13
207,64000,41.0,2015/11/13
262,64000,62.0,2015/11/13
263,64000,50.0,2015/11/13
264,64000,56.0,2015/11/13
265,64000,47.0,2015/11/13
266,64000,50.0,2015/11/13
209,64000,50.0,2015/11/13
267,64000,51.0,2015/11/13
268,10013,60.0,2015/11/13
269,10013,68.0,2015/11/13
270,10013,34.0,2015/11/13
271,10014,20.0,2015/11/13
272,10015,28.0,2015/11/13
210,63000,33.0,2015/11/13
273,10002,35.0,2015/11/13
274,10002,36.0,2015/11/13
211,65000,40.0,2015/11/13
212,68000,54.0,2015/11/13
275,10008,93.0,2015/11/13
213,65000,17.0,2015/11/13
214,64000,52.0,2015/11/13
215,10008,64.0,2015/11/13
218,9007,20.0,2015/11/13
220,9020,60.0,2015/11/13
221,10016,29.0,2015/11/13
223,10014,27.0,2015/11/13
367625,10009,56.0,2015/11/13
253,10010,66.0,2015/11/07
254,10010,72.0,2015/11/07
205,10009,57.0,2015/11/07
255,10020,62.0,2015/11/07
256,67000,68.0,2015/11/07
257,67000,62.0,2015/11/07
258,67000,71.0,2015/11/07
259,67000,55.0,2015/11/07
260,64000,54.0,2015/11/07
206,64000,60.0,2015/11/07
261,64000,68.0,2015/11/07
207,64000,,2015/11/07
262,64000,77.0,2015/11/07
263,64000,70.0,2015/11/07
264,64000,74.0,2015/11/07
265,64000,64.0,2015/11/07
266,64000,62.0,2015/11/07
209,64000,60.0,2015/11/07
267,64000,56.0,2015/11/07
253,10010,54.0,2015/11/12
254,10010,59.0,2015/11/12
205,10009,45.0,2015/11/12
255,10020,58.0,2015/11/12
256,67000,62.0,2015/11/12
257,67000,58.0,2015/11/12
258,67000,59.0,2015/11/12
259,67000,55.0,2015/11/12
260,64000,58.0,2015/11/12
206,64000,62.0,2015/11/12
261,64000,76.0,2015/11/12
207,64000,30.0,2015/11/12
262,64000,66.0,2015/11/12
263,64000,51.0,2015/11/12
264,64000,70.0,2015/11/12
265,64000,68.0,2015/11/12
266,64000,74.0,2015/11/12
288,63000,,
297,10018,62.0,2015/11/09
203,10005,76.0,2015/11/09
241,10005,68.0,2015/11/09
242,10005,32.0,2015/11/09
243,66000,79.0,2015/11/09
244,66000,89.0,2015/11/09
242,10005,31.0,2015/11/11
243,66000,56.0,2015/11/11
244,66000,39.0,2015/11/11
245,66000,55.0,2015/11/11
